

ms	Fx [N]	Fy [N]	Fz [N]		Mx [Nm]	My [Nm]	Mz [Nm]		Cx [mm]	Cy [mm]		VS [mV]	R [mV]	B [mV]	G [mV]	W [mV]

1	0.633	0.130	472.91		-8.8	-5.3	-0.1		-11.24	-18.71		1083.4	-0.6	1.8	0.0	0.0
2	0.821	0.036	473.55		-8.8	-5.2	-0.0		-11.03	-18.64		1073.7	0.6	-1.8	0.0	0.0
3	0.759	0.004	474.25		-8.7	-5.1	-0.0		-10.80	-18.28		1070.6	0.6	-1.2	0.0	0.0
4	0.728	0.130	475.10		-8.5	-4.9	0.0		-10.22	-17.93		1076.1	0.0	-0.6	0.0	0.0
5	0.821	0.067	475.95		-8.7	-5.0	-0.0		-10.35	-18.30		1071.8	0.6	0.0	0.0	0.0
6	0.508	0.570	475.17		-8.9	-5.0	-0.2		-10.52	-18.82		1067.0	0.0	1.2	0.0	0.0
7	0.320	0.947	474.19		-9.1	-5.0	-0.2		-10.45	-19.29		1067.6	-1.2	4.9	0.0	0.0
8	0.320	0.602	472.78		-9.2	-5.0	-0.1		-10.58	-19.49		1066.3	0.6	2.4	0.0	0.0
9	0.069	0.225	472.99		-9.4	-5.0	-0.2		-10.52	-19.90		1058.4	0.0	-1.2	0.0	0.0
10	0.509	0.036	473.13		-9.0	-5.0	-0.0		-10.64	-18.98		1052.3	0.0	-3.1	0.0	0.0
11	0.603	0.005	473.41		-9.0	-5.1	-0.0		-10.78	-19.05		1051.1	0.6	-1.2	0.0	0.0
12	0.414	0.005	474.25		-8.6	-5.2	-0.1		-10.93	-18.20		1051.1	0.6	-1.8	0.0	0.0
13	0.570	-0.027	475.17		-8.5	-5.2	-0.2		-10.98	-17.88		1052.3	0.0	1.8	0.0	0.0
14	0.916	0.162	474.82		-8.8	-5.2	-0.1		-10.94	-18.52		1059.0	-0.6	4.3	0.0	0.0
15	1.073	0.256	473.69		-8.7	-5.1	0.1		-10.64	-18.40		1057.8	0.0	0.6	0.0	0.0
16	0.791	0.256	474.40		-9.0	-5.1	0.1		-10.59	-18.95		1058.4	0.0	-2.4	0.0	0.0
17	0.352	0.350	474.75		-9.2	-5.1	-0.0		-10.64	-19.39		1063.9	0.6	-0.6	0.0	0.0
18	0.321	0.287	475.88		-8.9	-4.9	-0.1		-10.26	-18.69		1067.6	1.2	-1.2	0.0	0.0
19	0.383	0.350	474.47		-9.1	-5.0	-0.2		-10.59	-19.24		1067.6	0.6	0.0	0.0	0.0
20	0.007	0.696	473.55		-9.2	-5.0	-0.2		-10.51	-19.42		1071.8	-0.6	1.2	0.0	0.0
21	0.038	0.350	472.63		-9.0	-5.0	-0.2		-10.60	-18.98		1078.6	-0.6	2.4	0.0	0.0
22	-0.088	-0.027	473.20		-9.2	-5.0	-0.2		-10.60	-19.34		1074.3	-0.6	0.6	0.0	0.0
23	0.288	-0.058	474.11		-8.7	-5.1	-0.2		-10.68	-18.44		1071.2	0.0	-1.8	0.0	0.0
24	1.135	-0.121	474.32		-8.7	-5.0	-0.1		-10.44	-18.23		1068.2	0.0	-1.2	0.0	0.0
25	0.853	-0.121	474.11		-8.6	-5.0	-0.1		-10.44	-18.03		1068.8	0.0	0.0	0.0	0.0
26	0.446	-0.027	474.95		-8.6	-4.9	-0.1		-10.24	-18.00		1067.6	0.0	1.2	0.0	0.0
27	0.415	0.287	475.67		-9.2	-5.1	-0.0		-10.59	-19.31		1068.8	-0.6	2.4	0.0	0.0
28	0.352	0.601	474.33		-9.3	-5.1	-0.0		-10.70	-19.59		1070.0	0.0	1.2	0.0	0.0
29	0.415	0.444	473.70		-9.4	-5.1	0.0		-10.69	-19.81		1063.3	0.0	-1.8	0.0	0.0
30	0.196	0.287	473.48		-9.2	-5.1	-0.1		-10.73	-19.35		1058.4	0.0	-2.4	0.0	0.0
31	0.038	0.067	473.97		-8.9	-4.8	-0.1		-10.18	-18.87		1054.8	0.6	-0.6	0.0	0.0
32	0.068	-0.153	473.69		-9.0	-5.0	-0.2		-10.60	-19.03		1056.0	0.6	-1.2	0.0	0.0
33	-0.182	0.256	474.19		-8.9	-5.1	-0.3		-10.69	-18.75		1056.0	0.0	-1.2	0.0	0.0
34	0.131	0.162	473.62		-8.7	-5.1	-0.3		-10.68	-18.36		1059.6	-1.2	2.4	0.0	0.0
35	0.319	0.004	474.40		-8.9	-5.0	-0.2		-10.47	-18.68		1061.5	1.2	1.2	0.0	0.0
36	0.414	0.162	475.10		-8.7	-4.8	-0.1		-10.03	-18.26		1061.5	0.0	-1.8	0.0	0.0
37	1.167	0.067	474.53		-8.7	-4.8	0.0		-10.04	-18.44		1061.5	0.0	-1.2	0.0	0.0
38	0.854	0.099	474.54		-9.0	-4.9	-0.0		-10.17	-19.01		1064.5	0.6	0.0	0.0	0.0
39	0.195	0.287	474.96		-8.9	-5.0	-0.1		-10.57	-18.85		1066.3	0.6	0.0	0.0	0.0
40	-0.055	0.350	474.55		-9.4	-5.2	-0.1		-10.91	-19.85		1070.0	0.0	2.4	0.0	0.0
41	0.008	0.507	473.56		-9.4	-5.1	-0.1		-10.77	-19.90		1081.0	-0.6	2.4	0.0	0.0
42	0.070	0.193	472.64		-9.3	-5.2	-0.1		-10.92	-19.71		1071.8	0.0	0.0	0.0	0.0
43	0.038	-0.058	473.06		-9.1	-5.2	-0.1		-11.01	-19.18		1065.1	0.0	-1.2	0.0	0.0
44	0.038	-0.121	474.68		-8.5	-5.0	-0.1		-10.43	-17.93		1067.0	0.0	0.6	0.0	0.0
45	0.507	-0.310	475.10		-8.5	-5.0	-0.2		-10.54	-17.90		1068.8	0.6	1.2	0.0	0.0
46	0.444	0.036	474.75		-8.6	-5.0	-0.3		-10.58	-18.14		1067.0	0.0	0.6	0.0	0.0
47	0.601	0.162	474.32		-8.7	-4.9	-0.2		-10.32	-18.41		1067.0	-0.6	1.2	0.0	0.0
48	0.445	0.099	474.68		-8.8	-4.8	-0.1		-10.09	-18.60		1068.2	-0.6	1.2	0.0	0.0
49	0.163	0.287	474.68		-9.1	-4.8	-0.1		-10.11	-19.10		1060.2	0.0	-1.8	0.0	0.0
50	0.729	0.444	475.67		-9.0	-4.9	0.0		-10.21	-18.99		1053.5	0.0	-3.7	0.0	0.0
51	0.509	0.444	473.84		-9.3	-5.0	-0.1		-10.52	-19.64		1051.7	1.2	-1.8	0.0	0.0
52	0.195	0.256	473.69		-9.0	-5.0	-0.1		-10.60	-18.97		1052.3	0.6	-1.2	0.0	0.0
53	0.039	0.099	473.62		-9.1	-5.2	-0.1		-11.05	-19.25		1051.7	0.0	-0.6	0.0	0.0
54	-0.055	0.099	473.69		-9.1	-5.2	-0.1		-11.03	-19.29		1057.8	-0.6	1.2	0.0	0.0
55	0.195	-0.027	473.13		-9.0	-5.1	-0.1		-10.71	-19.06		1067.0	0.0	0.6	0.0	0.0
56	0.477	-0.184	473.90		-8.8	-5.2	-0.1		-10.96	-18.49		1062.1	0.6	-1.8	0.0	0.0
57	0.571	-0.121	475.38		-8.4	-4.9	-0.1		-10.32	-17.74		1060.2	0.0	-4.3	0.0	0.0
58	0.822	-0.027	475.73		-8.4	-4.8	-0.0		-10.07	-17.61		1062.1	0.6	-1.2	0.0	0.0
59	0.727	0.319	474.68		-8.9	-4.9	-0.1		-10.33	-18.78		1068.2	0.6	0.0	0.0	0.0
60	0.194	0.633	474.61		-9.0	-4.9	-0.2		-10.34	-19.09		1071.8	0.6	0.0	0.0	0.0
61	0.101	0.507	474.40		-9.2	-5.0	-0.1		-10.43	-19.46		1077.9	-0.6	4.3	0.0	0.0
62	0.007	0.444	473.83		-9.1	-5.0	-0.2		-10.45	-19.31		1080.4	0.6	3.7	0.0	0.0
63	0.259	0.350	473.34		-9.2	-4.8	-0.1		-10.21	-19.44		1071.8	0.6	0.6	0.0	0.0
64	0.478	0.225	473.48		-9.1	-4.9	-0.1		-10.35	-19.27		1069.4	0.0	-1.2	0.0	0.0
65	0.351	0.005	473.48		-8.8	-5.1	-0.2		-10.72	-18.60		1065.1	0.6	0.0	0.0	0.0
66	0.164	-0.247	474.46		-8.6	-5.4	-0.1		-11.28	-18.13		1062.1	0.0	0.0	0.0	0.0
67	0.289	-0.090	474.75		-8.9	-5.3	-0.1		-11.16	-18.71		1062.7	-0.6	1.2	0.0	0.0
68	0.634	0.004	474.32		-8.5	-5.0	-0.0		-10.52	-17.99		1066.3	-0.6	3.1	0.0	0.0
69	0.791	-0.027	473.69		-8.8	-5.1	-0.0		-10.76	-18.63		1062.1	0.0	1.8	0.0	0.0
70	0.571	0.224	475.60		-8.8	-4.8	-0.0		-10.04	-18.53		1057.8	0.0	-1.2	0.0	0.0
71	0.509	0.256	475.60		-8.8	-4.8	-0.0		-10.04	-18.45		1051.7	0.6	-0.6	0.0	0.0
72	0.319	0.539	474.61		-9.0	-5.0	-0.2		-10.59	-19.08		1053.5	1.2	-1.2	0.0	0.0
73	-0.024	0.696	473.91		-9.1	-5.0	-0.2		-10.53	-19.28		1054.8	0.0	-1.2	0.0	0.0
74	0.164	0.350	473.13		-9.1	-5.0	-0.1		-10.56	-19.25		1056.0	-0.6	1.2	0.0	0.0
75	0.037	0.099	472.99		-9.2	-5.0	-0.2		-10.62	-19.40		1062.1	0.0	3.1	0.0	0.0
76	0.069	-0.090	472.84		-8.9	-5.0	-0.1		-10.52	-18.82		1057.2	0.6	0.6	0.0	0.0
77	0.697	0.004	473.97		-8.6	-5.0	-0.1		-10.61	-18.21		1056.6	0.0	-1.8	0.0	0.0
78	0.821	0.162	474.04		-8.5	-4.9	-0.1		-10.36	-17.93		1062.7	0.6	0.6	0.0	0.0
79	0.759	-0.058	474.74		-8.3	-5.1	-0.1		-10.61	-17.48		1066.3	0.6	-0.6	0.0	0.0
80	0.665	0.130	475.31		-8.8	-5.1	-0.0		-10.76	-18.62		1068.8	0.6	1.2	0.0	0.0
81	0.603	0.633	474.54		-9.0	-5.0	0.0		-10.39	-18.97		1076.7	-1.2	3.7	0.0	0.0
82	0.447	0.601	474.12		-9.1	-5.0	0.0		-10.57	-19.31		1079.2	0.0	1.8	0.0	0.0
83	0.227	0.570	473.62		-9.2	-5.0	-0.0		-10.57	-19.53		1071.8	0.6	-1.2	0.0	0.0
84	0.133	0.413	474.47		-8.9	-4.9	-0.1		-10.35	-18.83		1067.0	0.6	-1.8	0.0	0.0
85	0.383	0.287	473.97		-8.9	-5.0	-0.1		-10.47	-18.72		1067.0	1.2	-1.2	0.0	0.0
86	0.194	0.602	473.34		-8.8	-5.0	-0.3		-10.63	-18.72		1063.9	0.6	-1.2	0.0	0.0
87	0.006	0.507	472.56		-8.8	-5.0	-0.3		-10.68	-18.71		1059.6	0.0	0.0	0.0	0.0
88	0.319	0.193	474.04		-8.7	-5.1	-0.2		-10.71	-18.42		1060.2	-1.2	3.1	0.0	0.0
89	0.507	0.067	473.90		-8.6	-5.0	-0.2		-10.54	-18.09		1056.0	-0.6	0.6	0.0	0.0
90	1.199	0.130	474.46		-8.5	-4.8	0.0		-10.12	-17.99		1051.1	0.0	-1.8	0.0	0.0
