

ms	Fx [N]	Fy [N]	Fz [N]		Mx [Nm]	My [Nm]	Mz [Nm]		Cx [mm]	Cy [mm]		VS [mV]	R [mV]	B [mV]	G [mV]	W [mV]

1	1.749	-5.528	717.91		-5.9	9.6	-0.0		13.44	-8.02		4588.3	12.2	-11.0	0.0	0.0
2	1.811	-5.371	717.21		-6.0	9.6	-0.0		13.42	-8.19		783.1	13.4	-9.8	0.0	0.0
3	1.812	-5.308	717.56		-5.8	9.7	0.0		13.53	-7.90		-197.2	12.2	-10.4	0.0	0.0
4	1.624	-5.308	716.07		-6.0	9.6	-0.0		13.47	-8.15		165.4	12.2	-9.8	0.0	0.0
5	1.404	-5.340	717.56		-5.9	9.6	-0.1		13.48	-7.95		846.0	12.8	-11.0	0.0	0.0
6	1.498	-5.277	715.93		-6.2	9.7	-0.0		13.64	-8.37		1563.8	12.8	-10.4	0.0	0.0
7	1.592	-5.214	717.34		-5.7	9.6	-0.1		13.51	-7.71		2133.3	12.2	-9.2	0.0	0.0
8	1.560	-5.183	716.21		-5.9	9.7	-0.1		13.60	-7.94		2613.7	12.8	-9.8	0.0	0.0
9	1.811	-5.371	717.62		-5.5	9.6	-0.0		13.48	-7.49		3021.4	14.0	-9.2	0.0	0.0
10	1.686	-5.277	717.41		-5.6	9.8	-0.0		13.77	-7.63		3357.1	12.2	-9.8	0.0	0.0
11	1.686	-5.183	716.64		-5.7	9.6	-0.0		13.46	-7.67		3644.0	12.8	-9.2	0.0	0.0
12	1.717	-5.183	717.13		-5.7	9.6	-0.0		13.47	-7.74		3880.9	12.2	-11.0	0.0	0.0
13	1.842	-5.151	715.86		-5.9	9.6	-0.1		13.46	-7.97		4082.3	13.4	-9.8	0.0	0.0
14	1.717	-4.868	717.13		-5.6	9.6	-0.0		13.50	-7.65		4211.7	13.4	-10.4	0.0	0.0
15	1.654	-4.806	715.30		-6.0	9.5	-0.0		13.40	-8.10		4689.6	13.4	-9.2	0.0	0.0
16	1.717	-4.931	716.84		-5.5	9.6	-0.0		13.44	-7.49		795.9	12.8	-9.2	0.0	0.0
17	1.685	-4.868	715.64		-5.6	9.6	-0.0		13.45	-7.58		-197.8	12.8	-9.8	0.0	0.0
18	1.968	-4.900	716.70		-5.4	9.6	0.0		13.42	-7.33		625.0	12.8	-9.2	0.0	0.0
19	1.937	-4.806	716.00		-5.5	9.7	0.1		13.67	-7.50		1338.6	12.2	-8.5	0.0	0.0
20	1.717	-4.774	716.63		-5.4	9.6	-0.1		13.50	-7.31		1951.4	13.4	-9.2	0.0	0.0
