

ms	Fx [N]	Fy [N]	Fz [N]		Mx [Nm]	My [Nm]	Mz [Nm]		Cx [mm]	Cy [mm]		VS [mV]	R [mV]	B [mV]	G [mV]	W [mV]

1	1.742	-2.538	480.56		-23.1	7.7	0.1		16.23	-47.97		658.0	12.8	-9.8	0.0	0.0
2	1.649	-2.412	479.57		-23.2	7.7	0.1		16.15	-48.31		1372.2	12.2	-11.0	0.0	0.0
3	1.805	-2.506	479.36		-23.2	7.6	0.0		15.99	-48.29		1973.4	11.0	-10.4	0.0	0.0
4	1.993	-2.569	479.85		-23.1	7.6	0.1		16.01	-47.95		2484.3	12.8	-9.2	0.0	0.0
5	1.899	-2.443	480.14		-23.1	7.8	0.1		16.31	-48.01		2907.9	12.8	-9.2	0.0	0.0
6	1.774	-2.412	479.43		-23.3	7.8	0.0		16.32	-48.49		3261.9	12.8	-9.2	0.0	0.0
7	1.586	-2.569	479.50		-23.2	7.7	0.0		16.08	-48.19		3558.6	12.2	-10.4	0.0	0.0
8	1.648	-2.601	480.49		-23.0	7.6	-0.0		16.00	-47.69		3807.0	12.2	-10.4	0.0	0.0
9	2.024	-2.444	480.49		-23.0	7.8	0.0		16.28	-47.78		4016.4	11.6	-9.8	0.0	0.0
10	1.993	-2.444	479.93		-23.2	7.8	0.1		16.45	-48.24		4161.0	13.4	-10.4	0.0	0.0
11	1.961	-2.601	480.35		-23.0	7.8	0.1		16.28	-47.78		4637.1	13.4	-9.8	0.0	0.0
12	2.024	-2.695	480.56		-22.9	7.7	0.0		16.10	-47.47		787.4	12.8	-9.2	0.0	0.0
13	1.993	-2.726	480.91		-22.8	7.8	0.1		16.42	-47.23		-210.6	12.2	-9.2	0.0	0.0
14	1.868	-2.601	480.63		-22.8	7.9	0.1		16.47	-47.35		433.4	11.6	-11.0	0.0	0.0
15	1.774	-2.569	479.08		-23.0	7.8	0.1		16.31	-47.83		1138.4	12.2	-9.8	0.0	0.0
16	1.805	-2.821	479.29		-23.2	7.6	0.1		16.02	-48.24		1793.3	12.8	-9.2	0.0	0.0
17	1.930	-2.821	480.56		-22.9	7.6	0.1		16.04	-47.38		2326.8	12.2	-9.2	0.0	0.0
18	1.993	-2.726	480.28		-23.0	7.7	0.1		16.21	-47.74		2776.0	12.2	-9.8	0.0	0.0
19	1.868	-2.915	480.00		-23.1	7.7	0.1		16.21	-47.92		3150.2	12.8	-9.8	0.0	0.0
20	1.743	-2.852	479.71		-23.1	7.6	0.1		15.95	-47.95		3463.3	12.2	-9.8	0.0	0.0
21	1.930	-2.695	479.71		-22.9	7.5	0.1		15.81	-47.47		3731.3	12.8	-9.8	0.0	0.0
22	1.962	-2.601	480.21		-23.0	7.7	0.1		16.18	-47.71		3957.2	12.8	-9.8	0.0	0.0
23	1.899	-2.475	480.14		-23.0	7.6	0.1		15.95	-47.77		4106.7	12.8	-9.8	0.0	0.0
24	1.774	-2.632	479.50		-23.2	7.6	0.1		15.88	-48.19		4588.3	13.4	-9.2	0.0	0.0
25	1.680	-2.789	480.21		-23.0	7.5	0.1		15.80	-47.62		786.8	12.8	-9.8	0.0	0.0
26	1.774	-2.726	480.56		-22.6	7.6	0.1		15.98	-46.90		-200.2	12.2	-11.6	0.0	0.0
27	1.805	-2.664	480.06		-22.8	7.7	0.2		16.12	-47.24		214.9	12.2	-9.8	0.0	0.0
28	1.743	-2.726	479.78		-23.0	7.6	0.1		16.03	-47.67		903.4	12.8	-8.5	0.0	0.0
29	1.774	-2.632	480.35		-22.9	7.5	0.1		15.80	-47.46		1605.3	12.2	-8.5	0.0	0.0
30	1.962	-2.664	481.12		-22.7	7.6	0.1		16.02	-46.93		2167.5	12.2	-9.2	0.0	0.0
31	1.962	-2.664	480.98		-22.8	7.7	0.2		16.13	-47.27		2639.9	12.8	-10.4	0.0	0.0
32	1.963	-2.538	479.92		-23.0	7.8	0.2		16.29	-47.66		3036.7	11.6	-11.0	0.0	0.0
33	1.963	-2.538	479.43		-22.7	7.7	0.2		16.13	-47.27		3374.2	12.8	-9.2	0.0	0.0
34	2.056	-2.663	480.34		-22.7	7.7	0.1		16.08	-47.05		3655.6	12.8	-9.2	0.0	0.0
35	2.024	-2.601	480.77		-22.5	7.7	0.1		16.17	-46.69		3889.4	12.2	-9.8	0.0	0.0
36	1.711	-2.538	480.35		-22.7	7.7	0.1		16.21	-47.06		4085.9	12.8	-9.2	0.0	0.0
37	1.491	-2.632	479.99		-22.8	7.7	0.0		16.08	-47.37		4211.7	13.4	-9.8	0.0	0.0
38	1.648	-2.601	480.28		-22.8	7.6	0.0		15.98	-47.26		4683.5	12.2	-10.4	0.0	0.0
39	1.899	-2.506	480.77		-22.5	7.7	0.1		16.21	-46.61		793.5	12.2	-9.8	0.0	0.0
40	1.773	-2.412	480.91		-22.8	7.8	0.1		16.30	-47.17		-191.7	12.8	-9.8	0.0	0.0
41	1.617	-2.349	480.20		-22.8	7.7	0.1		16.21	-47.24		673.9	11.6	-10.4	0.0	0.0
42	1.585	-2.349	480.20		-22.8	7.7	0.0		16.21	-47.25		1388.6	12.8	-9.8	0.0	0.0
