

ms	Fx [N]	Fy [N]	Fz [N]		Mx [Nm]	My [Nm]	Mz [Nm]		Cx [mm]	Cy [mm]		VS [mV]	R [mV]	B [mV]	G [mV]	W [mV]

1	0.008	-0.102	525.72		4.358	2.499	-0.041		4.75	8.30		2555.7	12.8	-9.8	152.6	247.8
2	-0.038	-0.196	525.79		4.300	2.500	-0.009		4.75	8.19		2972.0	12.8	-10.4	227.1	380.3
3	0.118	-0.228	525.68		4.330	2.518	-0.003		4.80	8.25		3316.9	13.4	-11.0	280.8	479.8
4	-0.023	-0.212	525.89		4.464	2.506	-0.010		4.76	8.50		3609.2	12.8	-9.8	319.2	555.5
5	-0.006	-0.244	525.72		4.302	2.585	0.006		4.92	8.20		3852.8	13.4	-10.4	314.4	562.2
6	0.040	-0.243	526.49		4.512	2.599	0.018		4.94	8.58		4054.2	12.8	-12.2	291.2	537.1
7	0.103	-0.212	525.65		4.282	2.536	0.027		4.83	8.16		4193.4	12.2	-11.0	236.2	456.0
8	-0.053	-0.149	526.10		4.328	2.519	0.030		4.78	8.23		4670.1	13.4	-9.8	158.7	330.8
9	-0.006	-0.101	525.37		4.282	2.524	0.028		4.80	8.16		792.3	13.4	-10.4	75.7	197.2
10	-0.037	-0.228	526.25		4.328	2.543	0.017		4.83	8.24		-208.1	12.8	-9.8	-16.5	44.6
11	0.025	-0.070	525.97		4.290	2.531	0.017		4.81	8.16		543.9	12.2	-10.4	-113.5	-117.8
12	0.058	-0.149	526.00		4.338	2.513	0.040		4.78	8.26		1259.2	12.8	-9.8	-187.4	-250.3
13	0.074	-0.117	526.03		4.366	2.507	0.039		4.77	8.31		1885.5	13.4	-9.2	-240.5	-350.4
14	-0.023	-0.165	526.04		4.309	2.568	-0.019		4.88	8.20		2403.1	12.2	-11.0	-275.9	-424.2
15	-0.086	-0.196	525.89		4.329	2.580	-0.013		4.90	8.24		2843.8	13.4	-10.4	-269.2	-430.3
16	0.072	-0.212	526.00		4.358	2.623	0.010		4.99	8.30		3209.4	13.4	-9.8	-247.8	-407.7
17	-0.084	-0.102	525.82		4.427	2.568	0.002		4.88	8.42		3518.9	13.4	-10.4	-191.1	-325.9
18	-0.086	-0.165	525.93		4.282	2.660	-0.030		5.05	8.15		3779.5	12.8	-9.8	-113.5	-200.2
19	0.040	-0.165	526.10		4.368	2.642	0.004		5.02	8.31		3991.9	12.2	-10.4	-31.7	-65.3
20	0.088	-0.228	525.51		4.264	2.659	0.014		5.07	8.13		4140.9	13.4	-10.4	59.2	86.7
21	-0.037	-0.165	526.31		4.386	2.630	0.017		4.99	8.34		4623.1	14.0	-11.0	153.8	247.8
22	0.072	-0.212	525.75		4.370	2.690	0.018		5.12	8.33		784.3	12.8	-9.8	228.3	380.9
23	-0.054	-0.244	526.42		4.436	2.735	-0.010		5.19	8.44		-206.9	12.8	-9.8	281.4	481.0
24	0.041	-0.117	525.51		4.264	2.635	0.027		5.02	8.12		316.8	12.8	-11.0	319.2	554.8
25	-0.037	-0.101	525.54		4.312	2.641	0.028		5.02	8.21		1015.1	13.4	-11.0	313.7	560.3
26	-0.053	-0.117	525.37		4.245	2.659	0.030		5.06	8.09		1694.4	13.4	-12.2	291.8	536.5
27	0.041	-0.180	525.69		4.292	2.666	0.016		5.07	8.18		2242.0	12.8	-11.6	237.4	456.0
28	0.072	-0.085	525.16		4.207	2.660	0.030		5.07	8.02		2708.9	12.8	-10.4	159.3	329.6
29	0.152	-0.180	525.62		4.313	2.703	0.046		5.15	8.22		3097.1	12.2	-10.4	75.1	194.1
30	0.104	-0.180	525.40		4.390	2.630	0.039		5.01	8.37		3423.7	13.4	-9.2	-15.9	42.7
31	-0.086	-0.260	525.30		4.247	2.746	-0.027		5.22	8.10		3697.7	13.4	-9.8	-110.5	-117.8
32	-0.022	-0.228	525.37		4.285	2.722	0.013		5.18	8.17		3924.8	12.2	-11.0	-184.9	-249.0
33	0.041	-0.275	524.81		4.249	2.745	0.016		5.23	8.11		4094.5	14.0	-10.4	-238.1	-349.1
34	-0.101	-0.133	525.61		4.352	2.741	-0.017		5.21	8.29		4476.6	14.0	-9.8	-275.3	-423.6
35	0.071	-0.149	525.02		4.229	2.795	-0.012		5.33	8.06		1931.3	12.8	-10.4	-269.2	-429.1
36	0.009	-0.275	525.44		4.285	2.808	0.018		5.34	8.17		97.7	12.2	-11.0	-247.8	-406.5
37	0.056	-0.180	524.99		4.219	2.789	0.008		5.32	8.05		21.4	12.8	-10.4	-191.7	-326.6
38	-0.053	-0.212	525.16		4.325	2.795	0.015		5.32	8.25		765.4	12.8	-11.0	-114.8	-202.0
39	-0.038	-0.244	525.16		4.307	2.832	0.017		5.39	8.22		1491.8	13.4	-10.4	-31.7	-67.8
40	0.041	-0.244	525.40		4.393	2.826	0.010		5.38	8.38		2069.8	12.2	-11.0	58.0	84.8
41	0.026	-0.164	524.64		4.163	2.776	0.031		5.29	7.94		2564.2	13.4	-9.8	153.2	247.2
42	-0.053	-0.101	525.34		4.218	2.789	0.027		5.31	8.03		2976.9	14.0	-9.8	226.5	379.1
43	-0.021	-0.133	524.57		4.202	2.788	0.027		5.31	8.02		3320.5	13.4	-9.2	280.8	481.0
44	-0.053	-0.196	525.06		4.239	2.814	0.021		5.36	8.08		3612.9	13.4	-9.8	320.5	556.1
45	0.057	-0.101	524.74		4.230	2.783	0.035		5.31	8.07		3854.0	13.4	-10.4	313.1	560.9
46	0.136	-0.196	524.74		4.230	2.783	0.042		5.31	8.07		4060.9	12.8	-10.4	291.2	537.1
47	-0.021	-0.149	525.19		4.295	2.740	0.030		5.22	8.19		4195.2	13.4	-9.8	236.2	456.0
48	0.040	-0.244	524.74		4.212	2.844	0.002		5.42	8.04		4670.1	12.8	-9.8	159.9	331.4
49	0.009	-0.228	524.92		4.278	2.838	0.013		5.41	8.16		792.9	12.8	-10.4	76.3	196.5
50	0.041	-0.196	524.61		4.173	2.856	0.013		5.45	7.97		-206.3	12.8	-9.8	-17.1	43.3
51	-0.085	-0.117	524.91		4.317	2.826	-0.018		5.38	8.23		557.9	12.8	-9.8	-112.9	-118.4
52	-0.038	-0.181	524.82		4.134	2.881	-0.003		5.49	7.89		1270.2	13.4	-8.5	-186.8	-250.3
53	0.025	-0.244	525.19		4.336	2.888	0.011		5.50	8.27		1891.0	12.8	-11.0	-239.9	-350.4
54	0.040	-0.244	524.64		4.106	2.899	0.004		5.53	7.84		2414.7	12.8	-9.8	-276.5	-423.6
55	-0.022	-0.180	525.59		4.306	2.918	0.016		5.55	8.20		2849.9	12.8	-10.4	-271.0	-430.9
56	0.041	-0.212	524.81		4.270	2.918	0.030		5.56	8.15		3216.1	13.4	-9.2	-248.4	-405.9
57	-0.069	-0.244	525.27		4.258	2.863	0.020		5.45	8.12		3524.4	14.0	-9.8	-191.7	-325.3
58	0.025	-0.085	524.82		4.133	2.844	0.011		5.42	7.88		3779.5	12.8	-10.4	-114.1	-200.8
59	0.009	-0.180	525.06		4.162	2.850	0.021		5.43	7.94		3998.7	13.4	-10.4	-31.7	-67.1
60	0.041	-0.117	525.20		4.238	2.838	0.039		5.41	8.08		4143.3	13.4	-10.4	57.4	85.5
61	-0.038	-0.181	524.96		4.191	2.856	-0.003		5.44	8.00		4623.7	12.8	-9.2	152.6	248.4
62	0.026	-0.181	525.20		4.219	2.839	0.032		5.41	8.04		785.6	13.4	-10.4	227.7	380.9
63	0.183	-0.228	525.48		4.277	2.900	0.044		5.53	8.15		-208.8	12.8	-11.0	279.6	481.6
64	-0.038	-0.244	525.16		4.248	2.820	0.011		5.37	8.10		329.0	12.8	-9.8	318.6	556.1
65	-0.070	-0.165	525.42		4.180	2.912	-0.014		5.54	7.97		1023.6	14.0	-9.2	313.1	560.9
66	0.009	-0.181	525.76		4.334	2.901	0.010		5.52	8.25		1696.9	12.2	-11.0	291.2	536.5
67	0.009	-0.212	525.24		4.191	2.918	-0.004		5.56	7.99		2249.9	13.4	-10.4	235.6	456.6
68	-0.116	-0.133	525.84		4.257	2.962	-0.016		5.63	8.10		2712.6	13.4	-11.0	157.5	329.6
69	-0.022	-0.212	525.03		4.192	2.905	0.007		5.53	8.00		3102.6	12.8	-10.4	74.5	196.5
70	-0.054	-0.228	525.98		4.275	2.938	0.010		5.58	8.14		3428.6	13.4	-9.8	-15.9	43.9
71	0.025	-0.180	525.62		4.237	2.925	0.011		5.57	8.07		3698.3	12.8	-11.0	-111.1	-117.8
