

ms	Fx [N]	Fy [N]	Fz [N]		Mx [Nm]	My [Nm]	Mz [Nm]		Cx [mm]	Cy [mm]		VS [mV]	R [mV]	B [mV]	G [mV]	W [mV]

1	0.129	0.915	526.49		1.3	-5.3	-0.3		-9.98	2.47		5214.6	34.8	47.6	0.0	0.0
2	0.348	1.198	527.11		1.9	-5.3	-0.4		-10.12	3.45		5214.6	35.4	48.2	0.0	0.0
3	0.410	0.978	526.41		1.5	-5.3	-0.4		-10.03	2.80		5215.2	36.0	52.5	0.0	0.0
4	0.693	0.695	527.68		2.0	-5.3	-0.2		-9.94	3.77		5215.2	34.8	51.3	0.0	0.0
5	0.286	0.727	526.98		1.6	-5.1	-0.2		-9.70	3.04		5213.9	34.8	53.7	0.0	0.0
6	0.287	0.790	527.32		2.0	-5.3	-0.2		-10.00	3.73		5215.2	35.4	51.3	0.0	0.0
7	0.255	0.601	526.06		1.3	-5.4	-0.2		-10.17	2.35		5214.6	34.8	54.3	0.0	0.0
8	0.505	0.789	527.33		1.8	-5.4	-0.2		-10.22	3.29		5215.2	35.4	56.8	0.0	0.0
9	0.098	0.852	526.41		1.3	-5.3	-0.2		-10.05	2.44		5213.9	34.8	51.9	0.0	0.0
10	0.255	0.978	528.18		1.6	-5.4	-0.2		-10.17	2.97		5215.2	34.2	54.9	0.0	0.0
11	0.223	0.915	527.62		1.3	-5.5	-0.3		-10.37	2.32		5213.9	34.2	52.5	0.0	0.0
12	0.443	0.821	528.10		2.1	-5.3	-0.2		-10.04	3.91		5214.6	34.8	50.7	0.0	0.0
13	0.161	0.915	527.25		1.6	-5.2	-0.3		-9.80	2.95		5214.6	34.8	55.5	0.0	0.0
14	0.411	0.978	528.17		1.9	-5.2	-0.2		-9.79	3.56		5214.6	34.8	46.4	0.0	0.0
15	0.695	0.884	526.62		1.3	-5.2	-0.1		-9.89	2.48		5214.6	34.8	37.8	0.0	0.0
16	0.662	0.947	528.38		2.0	-5.1	-0.2		-9.65	3.75		5213.9	34.2	45.2	0.0	0.0
17	0.034	0.947	527.33		1.4	-5.2	-0.3		-9.87	2.54		5213.9	34.8	45.2	0.0	0.0
18	0.285	0.978	528.45		1.7	-5.1	-0.3		-9.70	3.12		5213.9	35.4	52.5	0.0	0.0
19	0.379	0.915	526.34		1.3	-5.2	-0.3		-9.82	2.48		5213.9	34.8	52.5	0.0	0.0
20	0.223	1.198	527.89		1.9	-5.2	-0.3		-9.76	3.48		5215.2	35.4	50.1	0.0	0.0
21	0.253	1.387	526.91		1.5	-5.3	-0.4		-10.06	2.74		5214.6	35.4	56.2	0.0	0.0
22	0.566	1.104	528.67		1.8	-5.2	-0.4		-9.84	3.37		5214.6	34.8	51.9	0.0	0.0
23	0.285	0.601	527.54		1.7	-5.1	-0.3		-9.74	3.11		5215.2	34.8	53.7	0.0	0.0
24	0.349	0.821	529.44		2.1	-5.0	-0.2		-9.40	3.93		5215.2	35.4	55.5	0.0	0.0
25	0.160	0.790	526.62		1.4	-5.3	-0.3		-9.97	2.56		5213.9	34.8	52.5	0.0	0.0
26	0.318	0.758	528.24		1.7	-5.2	-0.2		-9.91	3.25		5214.6	34.8	59.2	0.0	0.0
27	0.286	1.009	526.76		1.4	-5.2	-0.2		-9.82	2.54		5215.8	35.4	56.8	0.0	0.0
28	0.286	1.135	528.60		1.6	-5.2	-0.2		-9.74	3.04		5215.2	34.8	51.3	0.0	0.0
29	0.317	0.915	527.55		1.2	-5.4	-0.3		-10.30	2.21		5215.2	34.8	52.5	0.0	0.0
30	0.286	0.884	529.94		1.9	-5.3	-0.2		-10.02	3.59		5214.6	34.8	50.1	0.0	0.0
31	0.286	0.978	527.25		1.7	-5.3	-0.3		-9.98	3.09		5213.9	34.8	53.7	0.0	0.0
32	0.442	1.135	528.95		1.7	-5.2	-0.3		-9.75	3.15		5215.2	34.8	52.5	0.0	0.0
33	0.788	0.978	527.33		1.5	-5.2	-0.2		-9.78	2.76		5214.6	35.4	51.9	0.0	0.0
34	0.945	0.978	528.95		1.6	-5.1	-0.1		-9.63	2.93		5213.9	34.8	48.8	0.0	0.0
35	0.443	0.978	526.83		1.6	-5.1	-0.3		-9.69	3.02		5213.9	34.8	47.0	0.0	0.0
36	0.128	0.978	528.88		1.5	-5.1	-0.4		-9.61	2.83		5213.9	34.8	52.5	0.0	0.0
37	0.348	0.852	526.62		1.3	-5.2	-0.3		-9.82	2.48		5213.9	34.2	54.9	0.0	0.0
38	0.129	1.041	528.03		1.6	-5.1	-0.3		-9.67	2.90		5213.9	34.8	50.1	0.0	0.0
39	0.223	1.230	526.83		1.5	-5.2	-0.4		-9.94	2.71		5213.9	35.4	52.5	0.0	0.0
