

ms	Fx [N]	Fy [N]	Fz [N]		Mx [Nm]	My [Nm]	Mz [Nm]		Cx [mm]	Cy [mm]		VS [mV]	R [mV]	B [mV]	G [mV]	W [mV]

1	-0.966	-1.850	417.48		0.3	-2.6	0.2		-6.23	0.91		883.8	858.8	800.8	0.0	0.0
2	-0.934	-1.599	418.11		0.3	-2.6	0.2		-6.36	0.84		883.2	860.0	803.3	0.0	0.0
3	-0.840	-1.693	418.53		0.8	-2.3	0.2		-5.64	2.05		884.5	861.3	806.9	0.0	0.0
4	-0.433	-1.788	418.54		0.6	-2.4	0.2		-5.73	1.50		883.8	858.8	803.3	0.0	0.0
5	-0.497	-1.505	418.04		0.2	-2.3	0.1		-5.65	0.60		879.6	854.5	798.4	0.0	0.0
6	-0.903	-1.379	418.12		0.2	-2.4	0.1		-5.83	0.64		876.5	848.4	794.7	0.0	0.0
7	-0.840	-1.536	418.19		0.0	-2.3	0.2		-5.68	0.14		877.7	850.3	793.5	0.0	0.0
8	-1.091	-1.662	418.75		-0.2	-2.3	0.2		-5.57	-0.41		879.6	850.9	792.9	0.0	0.0
9	-1.123	-1.473	419.18		-0.1	-2.3	0.2		-5.68	-0.05		879.6	851.5	794.7	0.0	0.0
10	-0.652	-1.473	418.54		-0.1	-2.4	0.3		-5.80	-0.10		883.2	855.8	799.6	0.0	0.0
11	-0.526	-1.568	417.91		-0.2	-2.5	0.3		-5.95	-0.42		888.7	861.3	800.2	0.0	0.0
12	-0.965	-1.348	417.63		-0.3	-2.5	0.2		-6.05	-0.71		886.3	859.4	799.6	0.0	0.0
13	-1.060	-1.348	418.05		-0.1	-2.5	0.2		-6.17	-0.15		886.9	857.6	799.0	0.0	0.0
14	-0.965	-1.473	418.41		-0.3	-2.8	0.2		-6.66	-0.66		888.7	860.0	800.8	0.0	0.0
15	-1.153	-1.505	417.91		-0.5	-2.8	0.2		-6.71	-1.07		894.2	863.1	802.7	0.0	0.0
