

ms	Fx [N]	Fy [N]	Fz [N]		Mx [Nm]	My [Nm]	Mz [Nm]		Cx [mm]	Cy [mm]		VS [mV]	R [mV]	B [mV]	G [mV]	W [mV]

1	2.350	-0.657	788.25		-1.5	0.8	-0.1		1.06	-1.88		3841.8	12.8	-9.2	0.0	0.0
2	2.225	-0.688	788.11		-1.5	0.8	-0.1		1.06	-1.83		4051.2	13.4	-9.2	0.0	0.0
3	2.225	-0.625	787.40		-1.5	0.7	-0.1		0.93	-1.93		4187.9	14.0	-8.5	0.0	0.0
4	2.194	-0.720	787.05		-1.7	0.7	-0.1		0.95	-2.15		4667.0	13.4	-9.2	0.0	0.0
5	2.225	-0.594	787.75		-1.4	0.6	-0.1		0.82	-1.81		792.9	13.4	-9.2	0.0	0.0
6	2.100	-0.500	786.91		-1.7	0.6	-0.1		0.85	-2.16		-209.4	14.0	-9.2	0.0	0.0
7	2.225	-0.625	788.10		-1.4	0.5	-0.1		0.71	-1.78		500.5	13.4	-9.2	0.0	0.0
8	2.257	-0.437	787.68		-1.6	0.7	-0.1		0.93	-2.03		1208.0	12.8	-9.8	0.0	0.0
9	2.539	-0.594	787.40		-1.6	0.6	-0.0		0.82	-2.03		1850.1	13.4	-10.4	0.0	0.0
10	2.444	-0.594	787.90		-1.6	0.7	-0.1		0.99	-1.95		2375.6	12.8	-10.4	0.0	0.0
11	2.193	-0.563	787.54		-1.7	0.6	-0.1		0.87	-2.13		2821.8	13.4	-9.2	0.0	0.0
12	2.256	-0.468	788.32		-1.6	0.7	-0.1		1.01	-2.01		3191.1	12.8	-9.2	0.0	0.0
13	2.068	-0.437	787.26		-1.7	0.7	-0.2		0.93	-2.08		3505.5	12.8	-9.8	0.0	0.0
14	2.318	-0.468	787.68		-1.4	0.6	-0.2		0.90	-1.79		3766.7	12.8	-9.8	0.0	0.0
15	2.287	-0.531	787.47		-1.6	0.8	-0.1		1.07	-1.96		3986.4	13.4	-9.2	0.0	0.0
16	2.350	-0.625	787.96		-1.3	0.6	-0.1		0.87	-1.63		4136.0	14.0	-8.5	0.0	0.0
17	2.287	-0.720	787.12		-1.6	0.6	-0.1		0.90	-1.97		4618.2	13.4	-9.2	0.0	0.0
18	2.350	-0.657	787.05		-1.7	0.5	-0.1		0.67	-2.15		785.0	14.0	-9.8	0.0	0.0
19	2.350	-0.374	787.90		-1.7	0.6	-0.1		0.83	-2.16		-205.7	13.4	-11.0	0.0	0.0
20	2.381	-0.531	786.63		-1.9	0.6	-0.1		0.80	-2.35		274.7	13.4	-9.2	0.0	0.0
21	2.413	-0.531	787.89		-1.4	0.6	-0.1		0.86	-1.81		963.2	12.2	-10.4	0.0	0.0
22	2.507	-0.468	787.19		-1.8	0.6	-0.1		0.90	-2.26		1657.8	12.8	-9.2	0.0	0.0
23	2.507	-0.563	787.68		-1.4	0.6	-0.1		0.91	-1.73		2215.1	13.4	-9.2	0.0	0.0
24	2.287	-0.657	787.19		-1.6	0.7	-0.1		0.95	-2.00		2686.3	12.8	-9.8	0.0	0.0
