

ms	Fx [N]	Fy [N]	Fz [N]		Mx [Nm]	My [Nm]	Mz [Nm]		Cx [mm]	Cy [mm]		VS [mV]	R [mV]	B [mV]	G [mV]	W [mV]

1	1.034	-2.447	590.12		2.8	-4.6	-0.3		-7.70	4.84		5212.1	36.0	48.2	0.0	0.0
2	1.347	-2.070	590.55		2.4	-4.6	-0.2		-7.63	4.22		5212.1	35.4	54.9	0.0	0.0
3	1.002	-2.070	588.72		2.1	-4.7	-0.3		-7.97	3.71		5212.7	34.8	53.7	0.0	0.0
4	1.409	-2.573	589.28		2.7	-4.7	-0.2		-7.94	4.66		5212.7	35.4	54.3	0.0	0.0
5	1.473	-2.133	589.42		2.2	-4.6	-0.1		-7.81	3.84		5213.3	34.8	53.7	0.0	0.0
6	1.128	-2.039	588.29		2.1	-4.8	-0.2		-8.13	3.71		5212.1	34.8	50.7	0.0	0.0
7	1.535	-2.196	589.98		2.7	-4.6	-0.2		-7.75	4.76		5213.3	35.4	51.9	0.0	0.0
8	1.379	-1.788	589.85		2.1	-4.7	-0.1		-7.89	3.69		5213.3	34.8	51.9	0.0	0.0
9	1.127	-1.913	588.51		2.1	-4.8	-0.3		-8.15	3.73		5213.9	35.4	53.1	0.0	0.0
10	1.534	-1.851	590.62		2.4	-4.8	-0.3		-8.06	4.24		5213.9	36.0	53.1	0.0	0.0
11	1.316	-1.693	589.92		2.2	-4.8	-0.2		-8.08	3.78		5213.3	35.4	52.5	0.0	0.0
12	1.378	-2.007	589.07		2.6	-5.1	-0.3		-8.51	4.46		5213.3	35.4	54.3	0.0	0.0
13	1.754	-1.662	590.54		2.9	-4.7	-0.3		-7.90	4.92		5213.9	36.0	49.4	0.0	0.0
14	1.409	-1.505	588.57		2.6	-4.8	-0.2		-8.07	4.47		5212.7	35.4	47.6	0.0	0.0
15	1.785	-1.882	588.78		2.8	-4.9	-0.3		-8.15	4.92		5212.7	36.0	48.8	0.0	0.0
16	1.816	-1.599	589.63		2.7	-4.6	-0.3		-7.76	4.63		5212.1	35.4	48.8	0.0	0.0
17	1.472	-1.568	587.66		2.2	-4.8	-0.3		-8.06	3.86		5212.1	35.4	51.9	0.0	0.0
18	2.224	-1.945	588.92		2.8	-4.7	-0.2		-7.88	4.92		5212.1	36.0	52.5	0.0	0.0
19	2.413	-1.568	589.71		2.5	-4.6	-0.1		-7.67	4.27		5212.1	35.4	53.1	0.0	0.0
20	2.006	-1.599	587.94		2.5	-4.7	-0.2		-7.94	4.38		5212.1	36.0	52.5	0.0	0.0
21	2.287	-1.819	589.41		3.2	-4.7	-0.2		-7.80	5.54		5211.5	35.4	55.5	0.0	0.0
22	1.942	-1.411	589.42		2.5	-4.6	-0.2		-7.70	4.33		5212.7	35.4	57.4	0.0	0.0
23	1.470	-1.568	587.65		2.6	-4.7	-0.4		-7.98	4.45		5212.1	35.4	57.4	0.0	0.0
24	2.034	-1.536	589.20		3.0	-4.6	-0.3		-7.76	5.16		5212.7	35.4	58.0	0.0	0.0
25	1.879	-1.222	588.50		2.4	-4.6	-0.3		-7.78	4.16		5212.7	36.6	57.4	0.0	0.0
26	1.784	-1.599	587.23		2.7	-4.8	-0.4		-8.13	4.72		5212.1	34.8	48.8	0.0	0.0
27	2.223	-1.505	588.92		2.9	-4.6	-0.3		-7.75	4.96		5213.3	34.8	50.7	0.0	0.0
28	1.879	-1.096	587.73		2.7	-4.7	-0.3		-7.89	4.59		5213.3	35.4	52.5	0.0	0.0
29	1.846	-1.096	587.58		3.0	-4.9	-0.5		-8.31	5.12		5212.7	34.8	49.4	0.0	0.0
30	2.159	-0.814	589.41		2.9	-4.7	-0.4		-7.81	5.02		5213.9	34.8	53.7	0.0	0.0
31	1.909	-0.751	587.72		2.8	-4.8	-0.5		-8.06	4.77		5213.3	35.4	61.0	0.0	0.0
32	2.503	-1.222	588.00		3.2	-4.8	-0.5		-8.06	5.52		5213.3	34.8	60.4	0.0	0.0
33	2.661	-1.159	589.27		3.0	-4.7	-0.4		-7.83	5.17		5213.9	35.4	57.4	0.0	0.0
34	2.191	-1.254	587.51		2.9	-4.7	-0.4		-7.94	4.96		5212.7	34.8	53.1	0.0	0.0
35	2.567	-1.694	589.20		3.5	-4.6	-0.3		-7.68	6.09		5213.3	35.4	54.3	0.0	0.0
36	2.224	-1.222	589.49		3.1	-4.4	-0.2		-7.41	5.40		5212.7	36.0	51.3	0.0	0.0
37	1.847	-1.222	587.37		3.0	-4.6	-0.3		-7.79	5.16		5213.9	35.4	50.7	0.0	0.0
38	2.348	-1.348	588.56		3.5	-4.7	-0.3		-7.94	6.05		5212.7	35.4	54.3	0.0	0.0
39	2.099	-1.096	587.37		2.8	-4.7	-0.3		-7.90	4.76		5212.7	35.4	46.4	0.0	0.0
40	2.004	-1.285	586.45		3.0	-4.9	-0.4		-8.23	5.14		5212.1	35.4	50.7	0.0	0.0
41	2.536	-1.097	588.07		3.3	-4.7	-0.3		-7.78	5.68		5212.1	36.0	51.9	0.0	0.0
42	2.224	-0.971	586.87		2.9	-4.7	-0.2		-7.92	4.92		5211.5	35.4	48.2	0.0	0.0
43	2.348	-1.285	586.45		3.2	-4.9	-0.3		-8.26	5.54		5212.7	35.4	51.3	0.0	0.0
44	2.567	-1.002	587.86		3.1	-4.7	-0.3		-7.93	5.38		5212.7	36.0	65.9	0.0	0.0
45	2.098	-0.939	586.38		2.6	-4.8	-0.3		-8.08	4.56		5212.1	35.4	61.6	0.0	0.0
46	2.379	-1.348	587.30		3.1	-5.0	-0.4		-8.37	5.27		5212.1	36.0	58.0	0.0	0.0
47	2.536	-1.065	588.14		3.0	-4.8	-0.3		-8.02	5.11		5212.1	35.4	53.1	0.0	0.0
48	2.067	-1.096	587.01		2.9	-4.9	-0.4		-8.22	4.99		5212.7	34.8	57.4	0.0	0.0
49	2.567	-1.442	587.78		3.7	-4.9	-0.4		-8.16	6.29		5212.7	35.4	58.6	0.0	0.0
50	2.568	-1.096	588.00		3.4	-4.7	-0.3		-7.80	5.84		5213.3	35.4	54.9	0.0	0.0
51	2.192	-1.065	586.51		3.2	-4.8	-0.4		-7.99	5.56		5214.6	35.4	58.0	0.0	0.0
52	2.724	-1.348	587.29		3.8	-4.7	-0.4		-7.80	6.53		5213.9	35.4	50.1	0.0	0.0
53	2.599	-1.159	586.66		3.0	-4.6	-0.3		-7.67	5.17		5213.3	35.4	50.1	0.0	0.0
54	2.599	-1.316	585.81		3.1	-4.6	-0.3		-7.77	5.45		5213.3	35.4	55.5	0.0	0.0
55	3.101	-1.473	587.29		3.6	-4.5	-0.2		-7.45	6.20		5212.7	34.8	52.5	0.0	0.0
