

ms	Fx [N]	Fy [N]	Fz [N]		Mx [Nm]	My [Nm]	Mz [Nm]		Cx [mm]	Cy [mm]		VS [mV]	R [mV]	B [mV]	G [mV]	W [mV]

1	2.946	1.323	749.51		4.2	2.4	-0.2		3.37	5.59		5114.4	37.2	54.9	0.0	0.0
2	2.413	1.354	747.39		3.9	2.1	-0.2		2.93	5.19		5112.6	36.6	55.5	0.0	0.0
3	2.977	1.134	748.17		4.3	2.0	-0.1		2.83	5.69		5116.3	36.0	58.6	0.0	0.0
4	2.789	1.197	747.47		3.7	2.0	-0.1		2.86	4.91		5116.9	36.6	57.4	0.0	0.0
5	2.789	0.883	747.46		4.0	1.9	-0.2		2.60	5.29		5113.2	36.0	53.7	0.0	0.0
6	3.071	1.008	748.38		3.7	2.0	-0.1		2.85	4.94		5113.8	36.0	56.8	0.0	0.0
7	2.914	1.071	747.11		3.7	1.9	-0.1		2.68	4.89		5115.7	36.0	54.9	0.0	0.0
8	3.290	0.977	748.66		4.2	2.0	-0.1		2.83	5.51		5113.8	36.0	54.3	0.0	0.0
9	2.977	1.260	747.82		3.6	1.9	-0.1		2.72	4.77		5111.4	36.0	59.8	0.0	0.0
10	3.165	1.071	747.47		3.5	1.7	-0.2		2.41	4.65		5115.1	36.0	57.4	0.0	0.0
11	3.165	1.071	749.73		3.5	1.8	-0.2		2.50	4.64		5114.4	36.6	53.7	0.0	0.0
12	2.851	0.852	747.76		3.3	1.6	-0.2		2.30	4.40		5110.8	35.4	56.2	0.0	0.0
13	3.353	0.694	748.46		3.7	1.6	-0.1		2.32	4.92		5114.4	37.2	56.8	0.0	0.0
14	3.165	0.820	748.81		3.5	1.8	-0.1		2.52	4.68		5113.8	36.6	54.3	0.0	0.0
15	3.227	0.474	748.24		3.9	1.6	-0.2		2.27	5.22		5110.8	36.0	53.1	0.0	0.0
16	3.384	0.694	748.74		3.8	1.9	-0.2		2.65	5.02		5112.6	36.6	55.5	0.0	0.0
17	3.133	0.694	747.68		3.6	1.8	-0.3		2.49	4.75		5113.8	36.6	54.9	0.0	0.0
18	3.446	0.506	749.30		3.9	1.8	-0.2		2.58	5.13		5112.6	36.0	53.7	0.0	0.0
19	3.228	0.663	748.53		3.3	1.8	-0.1		2.59	4.38		5110.8	36.6	59.2	0.0	0.0
20	3.823	0.506	748.04		3.4	1.6	-0.1		2.31	4.52		5114.4	36.0	54.9	0.0	0.0
21	3.886	0.474	749.87		3.4	1.8	-0.1		2.57	4.56		5114.4	37.2	52.5	0.0	0.0
22	3.510	0.380	748.11		3.5	1.7	-0.1		2.47	4.60		5110.8	36.0	56.2	0.0	0.0
23	3.760	0.443	749.38		3.8	1.8	-0.2		2.51	5.06		5115.1	36.0	57.4	0.0	0.0
24	3.164	0.600	749.17		3.2	1.8	-0.2		2.47	4.20		5115.1	36.6	55.5	0.0	0.0
25	3.069	0.160	749.45		3.3	1.6	-0.3		2.20	4.42		5112.0	36.0	56.2	0.0	0.0
26	3.289	0.474	749.45		3.2	1.7	-0.3		2.41	4.25		5115.1	36.6	57.4	0.0	0.0
27	3.195	0.443	748.54		3.0	1.5	-0.3		2.19	3.97		5115.7	36.0	54.3	0.0	0.0
28	3.634	0.066	749.67		3.3	1.5	-0.2		2.18	4.39		5113.8	36.6	53.7	0.0	0.0
