

ms	Fx [N]	Fy [N]	Fz [N]		Mx [Nm]	My [Nm]	Mz [Nm]		Cx [mm]	Cy [mm]		VS [mV]	R [mV]	B [mV]	G [mV]	W [mV]

1	0.842	0.975	314.00		10.8	1.1	0.0		3.67	34.31		3375.5	8.5	-11.0	0.0	0.0
2	0.811	0.944	313.58		10.7	1.1	0.0		3.59	33.87		3660.5	9.2	-9.8	0.0	0.0
3	1.155	0.755	313.22		10.9	1.1	0.1		3.67	34.61		3897.3	9.8	-10.4	0.0	0.0
4	0.873	0.944	313.72		10.9	1.2	0.0		3.84	34.60		4058.5	9.2	-11.0	0.0	0.0
5	0.559	0.881	313.23		10.5	1.2	-0.0		3.77	33.48		4551.1	9.8	-9.2	0.0	0.0
6	0.716	0.881	313.44		10.9	1.1	-0.0		3.67	34.76		772.1	9.8	-9.8	0.0	0.0
7	0.967	0.975	313.93		10.9	1.2	-0.0		3.96	34.51		-184.9	8.5	-10.4	0.0	0.0
8	0.810	0.755	313.58		10.8	1.1	-0.0		3.67	34.38		23.8	8.5	-10.4	0.0	0.0
9	0.904	0.787	313.44		10.8	1.1	-0.0		3.61	34.52		607.3	9.2	-10.4	0.0	0.0
10	0.873	0.881	312.45		10.7	1.1	0.0		3.69	34.13		1350.2	9.8	-10.4	0.0	0.0
11	0.779	0.818	312.94		10.7	0.9	0.0		3.09	34.26		1961.2	9.2	-10.4	0.0	0.0
12	0.873	0.881	314.14		10.8	1.1	0.0		3.60	34.43		2475.1	9.8	-9.8	0.0	0.0
13	0.842	0.913	312.31		10.7	1.1	0.0		3.69	34.01		2907.3	10.4	-8.5	0.0	0.0
14	0.872	0.818	313.58		11.0	1.1	-0.0		3.60	35.00		3264.4	8.5	-10.4	0.0	0.0
15	0.653	0.881	313.93		10.7	1.2	-0.0		3.93	34.15		3568.3	9.2	-11.6	0.0	0.0
16	0.434	0.944	312.66		10.5	1.2	-0.1		3.76	33.54		3824.1	9.8	-10.4	0.0	0.0
17	0.872	0.850	314.14		11.1	1.2	-0.1		3.91	35.30		4000.5	9.2	-9.8	0.0	0.0
18	0.841	0.881	313.72		10.9	1.2	-0.0		3.99	34.60		4501.0	9.8	-10.4	0.0	0.0
19	0.778	0.630	313.30		10.7	1.0	-0.0		3.36	33.93		764.2	9.2	-11.6	0.0	0.0
20	0.935	0.850	313.37		10.9	1.1	0.0		3.49	34.58		-181.9	10.4	-9.8	0.0	0.0
21	0.810	0.975	312.59		10.8	1.1	0.0		3.53	34.47		12.8	8.5	-10.4	0.0	0.0
22	0.841	0.787	313.58		10.9	0.9	0.0		3.05	34.63		380.9	9.2	-11.0	0.0	0.0
23	0.904	0.818	313.44		10.8	1.1	0.0		3.68	34.27		1114.0	9.8	-11.0	0.0	0.0
24	0.716	0.724	312.59		10.8	1.1	0.0		3.68	34.50		1773.8	9.8	-10.4	0.0	0.0
25	0.653	0.755	313.65		10.7	1.1	-0.0		3.62	34.19		2312.8	9.2	-11.0	0.0	0.0
26	0.590	0.913	314.28		11.0	1.2	-0.0		3.96	34.78		2767.5	9.2	-10.4	0.0	0.0
27	0.653	0.818	312.94		10.8	1.2	-0.1		3.78	34.39		3150.2	9.8	-9.8	0.0	0.0
28	0.841	0.724	313.79		11.2	1.1	-0.0		3.64	35.66		3465.8	9.2	-9.8	0.0	0.0
29	0.779	0.661	313.01		10.8	1.1	0.0		3.44	34.33		3733.7	9.2	-10.4	0.0	0.0
30	0.653	0.818	312.38		10.5	1.0	-0.0		3.24	33.45		3937.0	9.8	-9.8	0.0	0.0
31	0.716	0.850	313.08		11.1	1.0	0.0		3.24	35.24		4331.3	9.8	-8.5	0.0	0.0
32	0.779	0.913	313.44		10.9	1.1	0.1		3.67	34.76		1964.8	9.2	-10.4	0.0	0.0
