

ms	Fx [N]	Fy [N]	Fz [N]		Mx [Nm]	My [Nm]	Mz [Nm]		Cx [mm]	Cy [mm]		VS [mV]	R [mV]	B [mV]	G [mV]	W [mV]

1	1.864	1.475	823.42		2.9	2.4	0.1		3.02	3.50		225.8	12.8	-11.0	0.0	0.0
2	1.896	1.632	822.50		2.8	2.5	0.1		3.16	3.29		916.2	12.2	-10.4	0.0	0.0
3	1.676	1.507	822.29		2.5	2.4	0.1		3.02	3.03		1614.5	12.8	-10.4	0.0	0.0
4	1.927	1.475	823.06		2.9	2.6	0.1		3.22	3.53		2174.8	11.6	-11.0	0.0	0.0
5	1.990	1.664	822.92		2.8	2.7	0.1		3.31	3.38		2650.3	12.2	-10.4	0.0	0.0
6	1.583	1.727	822.36		2.8	2.5	0.1		3.15	3.33		3045.2	12.8	-9.8	0.0	0.0
7	1.739	1.821	822.99		3.2	2.6	0.0		3.26	3.77		3380.9	12.8	-10.4	0.0	0.0
8	1.739	1.915	822.78		3.1	2.7	0.1		3.34	3.70		3660.5	13.4	-9.8	0.0	0.0
9	1.582	1.852	822.29		3.0	2.6	0.0		3.23	3.54		3891.2	12.8	-11.0	0.0	0.0
10	1.864	1.758	823.13		3.2	2.7	0.1		3.29	3.82		4092.0	12.8	-11.0	0.0	0.0
11	1.802	1.727	823.20		3.2	2.8	0.1		3.43	3.80		4222.1	13.4	-10.4	0.0	0.0
12	1.676	1.664	822.07		3.2	2.7	0.0		3.31	3.81		4668.9	13.4	-10.4	0.0	0.0
13	1.833	1.664	823.76		3.5	2.7	0.1		3.40	4.13		789.2	12.8	-9.8	0.0	0.0
14	1.677	1.695	822.85		3.3	2.8	0.1		3.53	3.92		-185.6	12.2	-11.0	0.0	0.0
15	1.520	1.695	821.51		3.1	2.7	0.0		3.33	3.72		697.7	12.8	-10.4	0.0	0.0
16	1.551	1.601	822.63		3.4	2.7	0.0		3.30	4.04		1410.0	12.2	-10.4	0.0	0.0
17	1.457	1.601	822.28		3.4	2.7	0.1		3.37	4.07		2005.1	12.2	-10.4	0.0	0.0
