

ms	Fx [N]	Fy [N]	Fz [N]		Mx [Nm]	My [Nm]	Mz [Nm]		Cx [mm]	Cy [mm]		VS [mV]	R [mV]	B [mV]	G [mV]	W [mV]

1	1.513	-1.629	630.13		-9.0	2.3	-0.1		3.72	-14.25		53.1	12.2	-9.8	0.0	0.0
2	1.324	-1.691	629.43		-9.3	2.3	-0.2		3.75	-14.69		792.3	12.8	-9.2	0.0	0.0
3	1.262	-1.786	630.28		-9.2	2.2	-0.2		3.63	-14.49		1511.3	12.8	-10.4	0.0	0.0
4	1.105	-1.848	629.79		-9.4	2.4	-0.2		3.88	-14.89		2085.1	12.8	-9.8	0.0	0.0
5	1.168	-1.817	629.08		-9.5	2.3	-0.2		3.77	-14.97		2570.3	11.0	-10.4	0.0	0.0
6	1.231	-1.754	629.78		-9.2	2.4	-0.2		3.81	-14.53		2983.6	12.2	-10.4	0.0	0.0
7	1.074	-1.660	629.08		-9.4	2.4	-0.3		3.92	-14.92		3326.6	13.4	-9.8	0.0	0.0
8	1.105	-1.754	630.28		-9.2	2.3	-0.3		3.74	-14.55		3613.5	13.4	-9.8	0.0	0.0
9	0.980	-1.754	630.00		-9.4	2.3	-0.2		3.73	-14.86		3852.2	12.8	-10.4	0.0	0.0
10	1.355	-1.848	630.14		-9.3	2.3	-0.2		3.75	-14.61		4054.2	12.2	-9.2	0.0	0.0
11	1.544	-1.943	630.99		-9.4	2.4	-0.2		3.83	-14.83		4191.5	12.8	-9.8	0.0	0.0
12	1.387	-1.943	631.27		-9.5	2.4	-0.2		3.90	-14.89		4666.4	12.8	-9.2	0.0	0.0
13	1.324	-1.848	631.76		-9.3	2.4	-0.2		3.84	-14.66		792.3	12.8	-9.8	0.0	0.0
14	1.293	-1.817	630.21		-9.5	2.3	-0.2		3.73	-15.01		-205.1	12.2	-11.6	0.0	0.0
15	1.513	-1.911	630.14		-9.3	2.2	-0.2		3.60	-14.67		572.5	12.2	-10.4	0.0	0.0
16	1.482	-1.911	630.14		-9.6	2.4	-0.1		3.91	-15.10		1285.5	12.8	-9.8	0.0	0.0
17	1.482	-1.911	630.63		-9.4	2.2	-0.1		3.54	-14.81		1904.4	12.2	-9.2	0.0	0.0
18	1.325	-1.848	631.13		-9.4	2.3	-0.1		3.74	-14.83		2419.6	12.8	-9.8	0.0	0.0
19	1.262	-1.817	629.79		-9.6	2.3	-0.1		3.65	-15.14		2850.5	11.6	-9.8	0.0	0.0
20	1.356	-1.817	630.28		-9.4	2.3	-0.1		3.71	-14.85		3218.0	12.2	-10.4	0.0	0.0
21	1.325	-1.880	630.49		-9.5	2.4	-0.1		3.81	-14.94		3523.2	12.8	-9.8	0.0	0.0
22	1.481	-1.974	630.91		-9.3	2.2	-0.2		3.62	-14.68		3777.7	12.8	-8.5	0.0	0.0
23	1.262	-1.943	630.99		-9.6	2.3	-0.2		3.70	-15.14		3990.1	12.8	-11.0	0.0	0.0
24	1.450	-1.943	630.35		-9.7	2.2	-0.2		3.62	-15.25		4132.3	12.2	-10.4	0.0	0.0
25	1.702	-1.943	630.49		-9.6	2.2	-0.1		3.63	-15.06		4618.2	12.8	-8.5	0.0	0.0
26	1.513	-2.006	630.21		-9.6	2.3	-0.1		3.74	-15.12		785.6	12.8	-9.2	0.0	0.0
27	1.387	-2.100	631.13		-9.3	2.3	-0.2		3.71	-14.57		-207.5	12.8	-9.2	0.0	0.0
28	1.231	-2.037	630.78		-9.5	2.3	-0.2		3.76	-14.92		346.1	12.2	-10.4	0.0	0.0
29	1.513	-1.943	630.70		-9.4	2.3	-0.2		3.68	-14.84		1043.8	11.6	-10.4	0.0	0.0
30	1.544	-1.943	631.06		-9.8	2.4	-0.1		3.85	-15.35		1718.2	12.2	-9.8	0.0	0.0
31	1.450	-1.943	630.78		-9.7	2.3	-0.2		3.69	-15.24		2261.5	12.8	-9.2	0.0	0.0
32	1.355	-1.848	631.83		-9.4	2.3	-0.3		3.78	-14.82		2718.7	12.8	-9.2	0.0	0.0
33	1.293	-1.723	630.71		-9.7	2.4	-0.2		3.82	-15.22		3102.0	11.6	-9.8	0.0	0.0
34	1.513	-1.786	631.27		-9.3	2.3	-0.2		3.71	-14.59		3429.8	12.8	-9.2	0.0	0.0
35	1.544	-1.911	631.27		-9.5	2.5	-0.1		4.07	-14.95		3701.4	13.4	-9.2	0.0	0.0
36	1.513	-2.068	631.41		-9.3	2.4	-0.2		3.87	-14.69		3926.6	12.8	-9.8	0.0	0.0
37	1.325	-1.974	631.97		-9.3	2.4	-0.1		3.93	-14.68		4087.2	12.8	-9.2	0.0	0.0
38	1.356	-1.880	630.49		-9.7	2.3	-0.2		3.65	-15.25		4492.5	11.6	-9.8	0.0	0.0
39	1.575	-1.911	630.92		-9.6	2.3	-0.1		3.70	-15.05		1648.7	12.2	-9.8	0.0	0.0
40	1.544	-1.911	630.42		-9.7	2.3	-0.1		3.76	-15.22		26.9	12.8	-9.2	0.0	0.0
41	1.638	-2.037	631.27		-9.4	2.2	-0.1		3.64	-14.82		66.5	12.8	-9.2	0.0	0.0
42	1.513	-1.849	630.50		-9.7	2.3	-0.1		3.74	-15.25		791.7	12.2	-10.4	0.0	0.0
43	1.638	-1.754	630.57		-9.6	2.2	-0.1		3.53	-15.10		1512.5	11.6	-9.8	0.0	0.0
44	1.638	-1.723	630.85		-9.6	2.3	-0.1		3.68	-15.15		2091.8	12.2	-9.2	0.0	0.0
45	1.419	-1.754	630.63		-9.6	2.3	-0.1		3.65	-15.19		2577.7	12.2	-9.2	0.0	0.0
46	1.544	-1.911	631.83		-9.3	2.3	-0.2		3.67	-14.57		2983.6	13.4	-9.2	0.0	0.0
47	1.450	-1.754	630.85		-9.5	2.3	-0.1		3.75	-14.91		3324.2	11.6	-11.0	0.0	0.0
48	1.733	-1.597	630.92		-9.4	2.3	-0.1		3.67	-14.82		3614.7	12.8	-10.4	0.0	0.0
49	1.858	-1.629	631.34		-9.6	2.4	-0.1		3.94	-15.05		3857.0	14.0	-9.2	0.0	0.0
50	1.827	-1.660	631.13		-9.5	2.3	-0.1		3.81	-15.03		4059.1	13.4	-9.2	0.0	0.0
51	1.545	-1.597	632.19		-9.4	2.4	-0.1		3.84	-14.73		4188.5	12.2	-9.8	0.0	0.0
52	1.388	-1.534	630.28		-9.5	2.4	-0.2		3.91	-14.93		4662.1	12.2	-9.8	0.0	0.0
53	1.607	-1.566	631.41		-9.4	2.3	-0.1		3.76	-14.78		792.3	12.2	-10.4	0.0	0.0
54	1.576	-1.566	630.92		-9.6	2.4	-0.1		3.93	-15.13		-203.9	12.2	-9.8	0.0	0.0
55	1.607	-1.629	631.13		-9.5	2.3	-0.1		3.80	-14.91		582.3	12.8	-8.5	0.0	0.0
56	1.388	-1.471	631.13		-9.4	2.4	-0.2		3.82	-14.85		1292.8	12.2	-11.0	0.0	0.0
57	1.387	-1.377	629.93		-9.5	2.3	-0.2		3.73	-14.98		1910.5	12.2	-9.8	0.0	0.0
58	1.638	-1.346	631.06		-9.4	2.4	-0.2		3.90	-14.89		2429.3	12.8	-9.8	0.0	0.0
