

ms	Fx [N]	Fy [N]	Fz [N]		Mx [Nm]	My [Nm]	Mz [Nm]		Cx [mm]	Cy [mm]		VS [mV]	R [mV]	B [mV]	G [mV]	W [mV]

1	0.970	-2.449	575.23		-9.0	3.7	0.3		6.55	-15.45		3652.6	12.8	-9.2	0.0	0.0
2	0.939	-2.418	574.74		-9.1	3.7	0.3		6.53	-15.63		3885.7	12.2	-10.4	0.0	0.0
3	0.939	-2.323	574.46		-9.1	3.6	0.2		6.40	-15.64		4082.3	12.8	-9.8	0.0	0.0
4	1.064	-2.386	574.95		-8.9	3.6	0.2		6.26	-15.39		4216.6	13.4	-9.2	0.0	0.0
5	1.096	-2.292	575.73		-8.9	3.6	0.3		6.31	-15.41		4681.7	14.0	-9.2	0.0	0.0
6	1.033	-2.292	575.24		-9.0	3.5	0.2		6.16	-15.59		794.1	14.0	-9.2	0.0	0.0
7	1.063	-2.449	575.38		-9.0	3.5	0.2		6.08	-15.44		-188.6	13.4	-7.9	0.0	0.0
8	1.095	-2.480	576.01		-8.7	3.5	0.2		6.05	-14.99		680.6	12.8	-9.8	0.0	0.0
9	1.252	-2.229	575.31		-8.9	3.4	0.2		6.02	-15.29		1394.1	12.2	-9.8	0.0	0.0
10	1.314	-2.292	574.32		-9.0	3.4	0.2		6.00	-15.58		1996.0	13.4	-8.5	0.0	0.0
11	1.376	-2.449	574.89		-9.1	3.3	0.2		5.78	-15.63		2500.2	14.0	-8.5	0.0	0.0
12	1.471	-2.481	576.15		-8.8	3.3	0.2		5.77	-15.05		2920.7	14.0	-9.2	0.0	0.0
13	1.440	-2.481	575.52		-9.0	3.3	0.3		5.80	-15.44		3273.5	13.4	-9.2	0.0	0.0
14	1.282	-2.543	574.96		-9.0	3.2	0.2		5.71	-15.59		3567.7	12.8	-8.5	0.0	0.0
15	1.533	-2.606	575.73		-8.9	3.2	0.2		5.56	-15.33		3814.3	12.2	-11.0	0.0	0.0
16	1.878	-2.575	576.01		-8.7	3.2	0.3		5.71	-14.92		4024.9	14.0	-9.8	0.0	0.0
17	1.941	-2.543	576.02		-9.1	3.2	0.3		5.71	-15.66		4165.3	13.4	-8.5	0.0	0.0
18	1.941	-2.575	575.88		-8.9	3.2	0.3		5.67	-15.39		4643.8	13.4	-8.5	0.0	0.0
19	2.034	-2.763	576.30		-8.9	3.0	0.3		5.37	-15.24		789.8	13.4	-8.5	0.0	0.0
20	2.065	-2.795	576.44		-8.9	3.1	0.2		5.54	-15.23		-210.0	13.4	-8.5	0.0	0.0
21	2.034	-2.701	575.88		-8.9	3.2	0.3		5.68	-15.39		457.2	12.8	-9.8	0.0	0.0
22	2.128	-2.701	575.52		-8.8	3.1	0.2		5.58	-15.09		1163.4	12.2	-9.2	0.0	0.0
23	2.347	-2.795	575.81		-8.8	3.0	0.2		5.29	-15.08		1813.5	13.4	-9.2	0.0	0.0
24	2.441	-2.669	576.79		-8.7	3.1	0.2		5.45	-14.99		2344.5	13.4	-9.8	0.0	0.0
25	2.284	-2.606	575.67		-8.9	3.0	0.3		5.28	-15.30		2789.5	12.8	-9.2	0.0	0.0
26	2.221	-2.826	576.23		-8.8	2.9	0.2		5.19	-15.14		3163.6	12.8	-8.5	0.0	0.0
27	2.347	-2.764	576.94		-8.6	2.9	0.2		5.10	-14.79		3474.3	12.8	-9.8	0.0	0.0
28	2.597	-2.606	576.58		-8.7	2.9	0.3		5.14	-14.97		3736.2	12.2	-9.2	0.0	0.0
29	2.566	-2.575	575.24		-8.9	2.8	0.3		5.09	-15.31		3962.0	13.4	-8.5	0.0	0.0
30	2.597	-2.638	575.10		-9.1	2.7	0.3		4.83	-15.65		4113.4	14.0	-8.5	0.0	0.0
31	2.817	-2.701	576.23		-8.7	2.7	0.3		4.84	-14.94		4595.0	14.0	-9.2	0.0	0.0
32	2.848	-2.764	575.95		-8.9	2.6	0.3		4.75	-15.22		783.1	13.4	-8.5	0.0	0.0
33	2.691	-2.826	574.96		-9.0	2.6	0.2		4.75	-15.44		-201.4	12.8	-9.2	0.0	0.0
34	2.816	-2.826	574.96		-9.0	2.5	0.2		4.55	-15.44		226.5	12.2	-10.4	0.0	0.0
35	3.129	-2.764	575.24		-8.6	2.5	0.3		4.48	-14.83		916.2	12.8	-9.2	0.0	0.0
36	3.224	-2.638	575.25		-9.1	2.5	0.3		4.61	-15.65		1617.5	13.4	-9.2	0.0	0.0
37	3.004	-2.669	575.11		-9.0	2.5	0.3		4.47	-15.58		2177.9	12.8	-9.2	0.0	0.0
38	3.192	-2.827	575.32		-8.9	2.3	0.2		4.20	-15.26		2650.3	13.4	-8.5	0.0	0.0
39	3.285	-2.889	575.95		-8.8	2.4	0.2		4.31	-15.08		3047.1	13.4	-9.8	0.0	0.0
40	3.255	-2.732	575.32		-8.9	2.4	0.3		4.33	-15.40		3377.3	12.8	-10.4	0.0	0.0
41	3.286	-2.638	574.33		-8.9	2.4	0.3		4.34	-15.37		3656.8	12.8	-9.8	0.0	0.0
42	3.348	-2.732	574.40		-8.9	2.2	0.2		3.98	-15.33		3894.3	13.4	-9.2	0.0	0.0
43	3.442	-2.607	575.88		-8.7	2.3	0.2		4.12	-14.92		4090.8	13.4	-8.5	0.0	0.0
44	3.505	-2.607	575.04		-8.9	2.3	0.3		4.13	-15.28		4219.6	12.8	-7.9	0.0	0.0
45	3.379	-2.638	574.33		-9.1	2.2	0.2		4.00	-15.64		4667.6	12.8	-9.2	0.0	0.0
46	3.347	-2.575	575.04		-8.8	2.1	0.2		3.82	-15.15		789.8	13.4	-10.4	0.0	0.0
47	3.536	-2.355	574.61		-8.8	2.2	0.2		3.97	-15.17		-184.3	12.2	-9.2	0.0	0.0
48	3.505	-2.261	573.41		-9.0	2.1	0.3		3.86	-15.51		703.2	12.8	-8.5	0.0	0.0
49	3.410	-2.324	573.84		-9.0	2.0	0.2		3.68	-15.64		1419.2	12.8	-9.2	0.0	0.0
50	3.661	-2.261	574.68		-8.7	2.0	0.2		3.69	-15.08		2011.2	12.8	-9.8	0.0	0.0
51	3.629	-2.198	574.69		-8.8	2.0	0.2		3.69	-15.22		2511.1	13.4	-8.5	0.0	0.0
52	3.472	-2.324	573.91		-9.0	2.0	0.2		3.71	-15.53		2929.3	13.4	-9.2	0.0	0.0
53	3.504	-2.355	573.56		-9.0	1.9	0.2		3.48	-15.57		3277.8	12.8	-10.4	0.0	0.0
54	3.661	-2.261	574.19		-8.6	1.9	0.2		3.59	-14.85		3575.0	13.4	-9.2	0.0	0.0
55	3.754	-2.198	574.33		-8.8	2.0	0.2		3.64	-15.19		3825.3	13.4	-8.5	0.0	0.0
56	3.597	-2.198	574.05		-8.9	1.9	0.1		3.59	-15.33		4033.4	13.4	-9.2	0.0	0.0
57	3.628	-2.293	574.26		-8.7	1.9	0.1		3.44	-15.02		4169.6	14.0	-8.5	0.0	0.0
58	3.785	-2.481	574.68		-8.5	1.8	0.1		3.31	-14.73		4645.1	13.4	-7.9	0.0	0.0
59	3.785	-2.293	574.47		-8.7	1.9	0.1		3.51	-14.98		789.8	12.8	-9.2	0.0	0.0
60	3.723	-2.198	573.55		-8.7	1.9	0.2		3.53	-15.04		-211.2	11.6	-9.2	0.0	0.0
61	3.754	-2.293	573.56		-8.7	1.7	0.1		3.15	-15.10		467.6	13.4	-8.5	0.0	0.0
62	3.816	-2.230	574.68		-8.5	1.8	0.1		3.36	-14.61		1174.4	12.8	-8.5	0.0	0.0
63	3.847	-2.167	574.40		-8.7	1.7	0.1		3.23	-14.96		1817.7	12.2	-9.8	0.0	0.0
64	3.722	-2.293	573.63		-8.8	1.7	0.1		3.16	-15.14		2346.3	13.4	-9.8	0.0	0.0
65	3.659	-2.481	573.63		-8.6	1.6	0.1		2.95	-14.92		2790.1	14.0	-9.2	0.0	0.0
66	3.816	-2.293	574.05		-8.6	1.7	0.1		3.25	-14.79		3162.4	11.6	-9.8	0.0	0.0
67	3.910	-2.136	573.14		-8.9	1.7	0.1		3.16	-15.33		3480.4	12.8	-8.5	0.0	0.0
68	3.785	-2.198	573.00		-9.0	1.7	0.1		3.11	-15.60		3744.7	14.0	-7.9	0.0	0.0
69	3.910	-2.261	573.98		-8.7	1.6	0.1		2.98	-15.03		3964.5	13.4	-8.5	0.0	0.0
70	4.035	-2.230	574.55		-8.7	1.7	0.1		3.20	-15.02		4112.2	13.4	-9.2	0.0	0.0
71	3.879	-2.355	573.77		-8.8	1.6	0.1		3.09	-15.27		4594.4	14.0	-8.5	0.0	0.0
72	3.816	-2.355	573.42		-8.9	1.6	0.1		3.02	-15.31		781.9	12.2	-9.8	0.0	0.0
73	4.004	-2.355	573.28		-8.6	1.6	0.1		2.95	-14.84		-203.3	12.2	-9.8	0.0	0.0
74	4.098	-2.293	573.49		-8.8	1.6	0.1		3.06	-15.14		246.6	13.4	-9.2	0.0	0.0
75	3.910	-2.324	573.00		-8.8	1.6	0.1		3.07	-15.25		934.5	13.4	-8.5	0.0	0.0
76	3.722	-2.513	573.14		-8.8	1.5	0.1		2.89	-15.24		1630.3	13.4	-8.5	0.0	0.0
77	3.815	-2.638	574.05		-8.5	1.6	0.1		2.95	-14.70		2188.2	13.4	-9.2	0.0	0.0
78	3.659	-2.450	574.19		-8.6	1.5	0.1		2.90	-14.85		2657.0	12.8	-9.2	0.0	0.0
79	3.533	-2.355	573.21		-8.6	1.6	0.1		2.98	-14.94		3050.7	12.2	-8.5	0.0	0.0
80	3.564	-2.513	573.00		-8.7	1.4	0.0		2.58	-15.04		3388.3	13.4	-8.5	0.0	0.0
81	3.689	-2.450	574.48		-8.4	1.4	-0.0		2.68	-14.43		3667.2	14.0	-8.5	0.0	0.0
82	3.658	-2.387	574.34		-8.6	1.5	0.0		2.81	-14.78		3899.2	13.4	-9.2	0.0	0.0
83	3.408	-2.513	573.56		-8.7	1.5	0.0		2.78	-14.96		4092.7	14.0	-9.2	0.0	0.0
84	3.282	-2.544	573.63		-8.6	1.3	-0.1		2.41	-14.86		4221.4	13.4	-9.8	0.0	0.0
85	3.469	-2.481	574.12		-8.5	1.4	-0.1		2.61	-14.61		4642.6	12.8	-11.0	0.0	0.0
86	3.501	-2.324	573.28		-8.6	1.4	-0.0		2.62	-14.84		783.1	12.8	-9.2	0.0	0.0
87	3.313	-2.261	573.00		-8.9	1.4	0.0		2.69	-15.46		-179.5	12.8	-9.2	0.0	0.0
88	3.344	-2.293	574.20		-8.6	1.3	-0.0		2.41	-14.92		700.7	12.8	-8.5	0.0	0.0
89	3.470	-2.387	574.62		-8.6	1.4	0.0		2.67	-14.91		1416.1	13.4	-8.5	0.0	0.0
90	3.376	-2.450	574.69		-8.7	1.4	0.0		2.60	-15.07		2007.0	13.4	-8.5	0.0	0.0
91	3.219	-2.324	574.06		-8.8	1.3	-0.0		2.53	-15.13		2506.3	12.8	-9.8	0.0	0.0
92	3.438	-2.324	573.63		-8.6	1.3	-0.0		2.42	-14.94		2927.4	12.8	-8.5	0.0	0.0
93	3.501	-2.261	574.13		-8.8	1.4	0.0		2.61	-15.16		3283.3	13.4	-8.5	0.0	0.0
