

ms	Fx [N]	Fy [N]	Fz [N]		Mx [Nm]	My [Nm]	Mz [Nm]		Cx [mm]	Cy [mm]		VS [mV]	R [mV]	B [mV]	G [mV]	W [mV]

1	0.842	0.158	304.40		5.2	6.8	0.1		22.36	17.20		5105.3	33.0	48.8	0.0	0.0
2	0.654	-0.061	303.69		5.2	6.6	0.1		21.83	17.27		5107.7	33.6	47.6	0.0	0.0
3	0.591	-0.093	304.12		4.8	6.4	0.0		21.06	15.84		5107.1	33.0	44.6	0.0	0.0
4	0.622	-0.124	304.12		5.0	6.6	0.1		21.63	16.61		5105.9	33.0	45.8	0.0	0.0
5	0.403	-0.250	303.63		5.1	6.5	0.1		21.60	16.97		5104.7	33.0	47.0	0.0	0.0
6	0.403	-0.376	305.03		5.5	6.8	0.0		22.47	18.05		5102.2	33.0	46.4	0.0	0.0
7	0.277	-0.061	304.40		5.4	6.6	-0.0		21.66	17.61		5101.6	31.7	47.0	0.0	0.0
8	0.339	0.064	303.55		5.4	6.6	-0.0		21.81	17.77		5101.6	32.4	50.1	0.0	0.0
9	0.277	-0.376	303.20		5.3	6.7	0.0		22.27	17.52		5107.1	33.0	47.6	0.0	0.0
10	0.716	-0.376	303.70		5.2	6.8	0.1		22.32	17.30		5108.3	33.0	46.4	0.0	0.0
11	0.653	-0.376	304.11		5.6	6.6	0.1		21.88	18.30		5107.7	33.0	46.4	0.0	0.0
12	0.246	-0.344	304.40		5.4	6.5	0.0		21.25	17.63		5107.7	33.6	47.6	0.0	0.0
13	0.372	-0.502	303.83		5.4	6.5	0.1		21.54	17.69		5107.1	33.0	45.8	0.0	0.0
14	0.309	-0.533	303.41		5.4	6.5	0.1		21.33	17.97		5104.7	33.0	46.4	0.0	0.0
15	0.402	-0.596	304.25		5.7	6.6	0.1		21.84	18.95		5104.7	32.4	48.8	0.0	0.0
16	0.401	-0.313	303.05		5.7	6.6	-0.1		21.81	18.68		5107.1	32.4	47.6	0.0	0.0
17	0.401	-0.124	303.34		5.5	6.6	-0.0		21.71	18.25		5110.2	33.0	47.0	0.0	0.0
18	0.245	-0.501	304.96		5.7	6.6	-0.0		21.78	18.64		5110.2	32.4	46.4	0.0	0.0
19	0.904	-0.470	304.47		5.8	6.6	0.0		21.76	18.99		5108.3	33.6	47.0	0.0	0.0
20	1.029	-0.407	303.90		5.6	6.6	0.0		21.81	18.63		5107.1	33.0	47.0	0.0	0.0
21	0.590	-0.470	305.31		6.0	6.5	-0.0		21.26	19.57		5105.3	33.0	47.6	0.0	0.0
22	0.559	-0.439	304.18		5.6	6.6	0.1		21.74	18.62		5102.9	32.4	47.6	0.0	0.0
23	0.684	-0.439	304.11		5.9	6.5	0.1		21.56	19.33		5101.6	31.7	48.2	0.0	0.0
24	0.747	-0.533	304.96		6.0	6.7	0.1		22.07	19.66		5106.5	33.0	47.0	0.0	0.0
25	0.840	-0.187	305.10		5.9	6.7	-0.1		22.07	19.49		5107.1	33.0	44.6	0.0	0.0
26	0.715	-0.030	304.53		6.0	6.7	-0.0		22.02	19.77		5105.3	33.0	45.2	0.0	0.0
27	0.652	-0.250	305.03		5.8	6.8	-0.0		22.34	18.93		5105.3	33.6	45.8	0.0	0.0
28	0.998	-0.439	305.38		5.9	6.9	0.1		22.55	19.24		5105.3	33.0	44.6	0.0	0.0
29	0.841	-0.282	305.38		5.8	6.8	0.1		22.46	18.97		5102.2	33.0	46.4	0.0	0.0
30	0.684	0.127	305.38		6.1	6.7	0.1		22.04	19.95		5102.2	31.7	50.1	0.0	0.0
31	0.779	0.252	304.82		5.8	6.7	0.2		22.01	19.08		5106.5	33.0	48.8	0.0	0.0
32	0.935	0.001	304.32		5.8	6.7	0.2		22.18	18.95		5110.2	33.0	47.0	0.0	0.0
33	0.873	-0.062	305.10		5.8	6.8	0.2		22.48	19.10		5109.0	32.4	45.8	0.0	0.0
34	0.997	0.158	306.02		5.8	6.9	0.1		22.55	18.95		5109.0	33.0	47.6	0.0	0.0
35	0.590	0.284	305.38		5.7	6.9	0.0		22.51	18.79		5108.3	33.6	47.6	0.0	0.0
36	0.120	0.315	305.45		5.6	6.9	0.0		22.74	18.21		5106.5	33.0	48.2	0.0	0.0
37	0.716	0.347	305.88		5.7	6.9	0.2		22.77	18.69		5104.7	31.1	48.8	0.0	0.0
38	0.967	0.409	304.96		5.7	6.8	0.2		22.50	18.67		5105.3	31.1	49.4	0.0	0.0
39	0.653	0.378	304.68		5.6	6.7	0.1		22.08	18.44		5108.3	32.4	46.4	0.0	0.0
40	0.559	0.472	305.39		5.3	6.6	0.2		21.78	17.36		5109.0	33.0	43.9	0.0	0.0
41	0.685	0.504	305.60		5.5	6.7	0.2		21.90	17.79		5107.7	33.0	44.6	0.0	0.0
42	0.372	0.347	304.82		5.5	6.7	0.2		22.04	17.92		5105.9	33.0	46.4	0.0	0.0
43	0.433	0.347	305.74		5.7	6.8	0.1		22.34	18.69		5104.7	32.4	45.2	0.0	0.0
44	0.371	0.661	305.88		5.6	6.8	0.0		22.25	18.14		5102.2	32.4	48.2	0.0	0.0
45	0.245	0.692	304.61		5.4	6.9	0.0		22.73	17.58		5100.4	31.7	50.7	0.0	0.0
46	0.340	0.378	304.75		5.5	6.9	0.1		22.73	17.99		5105.3	32.4	48.2	0.0	0.0
47	0.654	0.472	304.96		5.4	6.9	0.1		22.63	17.77		5106.5	33.0	45.2	0.0	0.0
48	0.528	0.472	304.68		5.7	6.8	0.1		22.48	18.69		5106.5	33.0	46.4	0.0	0.0
