

ms	Fx [N]	Fy [N]	Fz [N]		Mx [Nm]	My [Nm]	Mz [Nm]		Cx [mm]	Cy [mm]		VS [mV]	R [mV]	B [mV]	G [mV]	W [mV]

1	-0.246	0.601	253.18		1.1	-2.4	-0.2		-9.59	4.15		5212.1	34.8	48.8	0.0	0.0
2	-0.371	0.695	254.88		1.0	-2.3	-0.2		-9.25	3.95		5212.7	34.8	48.2	0.0	0.0
3	-0.120	0.790	252.34		0.9	-2.5	-0.2		-9.90	3.37		5212.7	33.6	52.5	0.0	0.0
4	-0.058	1.041	254.66		1.2	-2.3	-0.2		-9.17	4.75		5213.9	34.2	53.1	0.0	0.0
5	-0.058	0.884	252.76		1.0	-2.5	-0.3		-9.87	3.96		5212.7	34.2	45.8	0.0	0.0
6	0.193	0.381	255.51		1.4	-2.3	-0.1		-9.11	5.57		5212.7	34.8	49.4	0.0	0.0
7	-0.057	0.475	253.47		1.2	-2.4	-0.1		-9.46	4.61		5213.3	34.8	51.3	0.0	0.0
8	0.131	0.507	253.75		1.1	-2.5	-0.1		-9.81	4.45		5212.7	34.8	47.0	0.0	0.0
9	0.163	0.601	252.20		0.7	-2.7	0.0		-10.65	2.78		5213.9	34.2	50.7	0.0	0.0
10	0.226	0.758	254.10		1.1	-2.6	-0.0		-10.32	4.33		5213.3	34.2	50.1	0.0	0.0
11	0.194	0.538	252.42		0.4	-2.8	-0.1		-11.18	1.62		5213.3	34.2	50.1	0.0	0.0
12	0.444	0.538	254.81		1.3	-2.7	-0.1		-10.65	5.11		5212.7	34.8	50.1	0.0	0.0
13	0.099	0.601	252.76		0.8	-2.7	-0.2		-10.64	3.23		5212.1	34.2	46.4	0.0	0.0
14	0.570	0.538	253.89		1.1	-2.6	-0.1		-10.33	4.44		5213.3	34.2	51.3	0.0	0.0
15	0.665	0.507	252.48		0.6	-2.6	0.0		-10.19	2.47		5212.1	34.8	47.6	0.0	0.0
16	0.225	0.444	254.17		1.2	-2.6	-0.1		-10.27	4.75		5212.1	34.2	46.4	0.0	0.0
17	-0.152	0.538	253.40		0.5	-2.7	-0.2		-10.60	1.92		5213.3	34.8	50.7	0.0	0.0
18	0.319	0.695	254.39		1.0	-2.7	-0.1		-10.69	4.03		5212.7	34.2	45.2	0.0	0.0
19	0.037	1.041	253.55		0.5	-2.7	-0.2		-10.67	1.86		5212.1	33.6	40.9	0.0	0.0
20	0.568	0.915	254.18		0.9	-2.8	-0.3		-11.10	3.62		5212.7	34.2	45.8	0.0	0.0
21	0.382	0.570	254.46		0.8	-2.6	-0.1		-10.24	2.90		5212.7	33.6	47.0	0.0	0.0
22	0.351	0.570	254.67		1.3	-2.7	-0.0		-10.38	4.95		5213.3	34.8	50.7	0.0	0.0
23	0.163	0.475	253.34		0.4	-2.8	-0.0		-11.10	1.55		5213.9	34.2	44.6	0.0	0.0
24	0.507	0.570	253.19		0.7	-3.0	-0.1		-11.64	2.76		5213.3	33.6	42.7	0.0	0.0
25	0.288	0.695	253.76		0.3	-2.8	-0.0		-11.16	1.21		5213.9	34.2	48.8	0.0	0.0
26	0.413	0.444	253.34		0.4	-3.0	-0.1		-11.94	1.70		5212.7	33.6	45.8	0.0	0.0
27	0.288	0.475	254.40		0.5	-2.9	-0.1		-11.38	1.76		5213.3	33.6	44.6	0.0	0.0
28	0.318	0.538	253.26		0.7	-3.0	-0.2		-11.61	2.84		5213.3	34.2	47.0	0.0	0.0
29	0.665	0.570	254.26		0.4	-2.7	0.0		-10.56	1.45		5213.3	33.6	47.0	0.0	0.0
30	0.822	0.413	253.19		0.7	-2.7	0.0		-10.73	2.63		5213.3	34.2	51.3	0.0	0.0
31	0.100	0.475	255.03		0.5	-2.6	-0.1		-10.35	1.84		5213.3	34.8	48.2	0.0	0.0
32	0.130	0.507	252.98		0.4	-2.8	-0.2		-10.87	1.47		5213.3	34.8	48.2	0.0	0.0
33	0.256	0.633	255.03		0.5	-2.8	-0.2		-10.82	1.81		5212.7	34.2	48.8	0.0	0.0
