

ms	Fx [N]	Fy [N]	Fz [N]		Mx [Nm]	My [Nm]	Mz [Nm]		Cx [mm]	Cy [mm]		VS [mV]	R [mV]	B [mV]	G [mV]	W [mV]

1	0.339	-0.658	215.44		-3.8	0.4	-0.1		1.73	-17.58		5215.8	34.2	51.9	0.0	0.0
2	0.184	-1.098	217.27		-3.8	0.7	0.1		3.16	-17.55		5215.2	34.2	50.1	0.0	0.0
3	0.403	-0.753	214.45		-4.0	0.4	0.1		1.75	-18.73		5215.2	34.8	47.0	0.0	0.0
4	0.310	-0.815	216.57		-4.3	0.3	0.1		1.59	-19.62		5215.2	34.8	41.5	0.0	0.0
5	0.277	-0.847	215.72		-3.8	0.4	-0.1		1.83	-17.35		5215.8	34.2	46.4	0.0	0.0
6	0.623	-0.752	216.08		-4.1	0.6	0.1		2.85	-18.86		5215.2	34.8	47.6	0.0	0.0
7	0.403	-0.878	215.65		-3.9	0.6	-0.0		2.71	-17.80		5215.2	34.8	49.4	0.0	0.0
8	-0.005	-0.690	216.57		-4.0	0.6	-0.1		2.80	-18.56		5215.8	34.8	50.7	0.0	0.0
9	0.589	-0.752	214.94		-4.0	0.4	-0.2		2.17	-18.42		5217.0	34.8	42.7	0.0	0.0
10	0.371	-0.910	217.56		-3.7	0.8	-0.0		3.53	-17.02		5216.4	34.2	48.8	0.0	0.0
11	0.529	-0.910	214.31		-3.8	0.4	0.0		2.11	-17.81		5215.8	34.8	50.1	0.0	0.0
12	0.341	-0.690	215.79		-4.1	0.5	0.1		2.58	-18.71		5217.0	34.8	46.4	0.0	0.0
13	0.528	-0.753	215.51		-4.1	0.2	-0.0		1.24	-19.09		5217.0	34.2	48.2	0.0	0.0
14	0.591	-0.910	216.36		-3.9	0.5	0.0		2.27	-18.10		5217.0	34.8	59.2	0.0	0.0
15	0.591	-0.784	214.24		-3.9	0.5	-0.0		2.52	-18.29		5215.8	34.2	55.5	0.0	0.0
16	0.309	-0.878	216.64		-4.2	0.7	0.0		3.36	-19.15		5217.0	34.2	52.5	0.0	0.0
17	0.339	-0.690	214.52		-4.0	0.5	-0.2		2.48	-18.46		5216.4	34.8	47.6	0.0	0.0
18	0.527	-0.815	215.51		-4.2	0.5	-0.1		2.38	-19.44		5216.4	34.2	50.7	0.0	0.0
19	0.497	-1.035	215.58		-3.7	0.7	0.0		3.24	-16.79		5216.4	34.8	49.4	0.0	0.0
20	0.247	-0.847	215.65		-4.2	0.4	0.0		2.11	-19.42		5215.8	34.2	45.2	0.0	0.0
21	0.465	-1.004	214.31		-4.3	0.3	0.0		1.64	-19.97		5215.8	34.8	51.9	0.0	0.0
22	0.309	-0.878	216.28		-3.9	0.5	0.0		2.29	-18.02		5215.2	34.8	42.1	0.0	0.0
23	0.905	-1.004	214.24		-4.1	0.5	0.1		2.45	-18.80		5215.8	34.2	36.6	0.0	0.0
24	0.341	-0.972	216.43		-4.0	0.7	0.0		3.43	-18.53		5215.2	34.8	42.1	0.0	0.0
25	0.120	-0.878	214.66		-4.0	0.5	-0.1		2.56	-18.60		5214.6	34.2	43.3	0.0	0.0
26	0.403	-0.658	216.14		-4.0	0.7	-0.1		3.10	-18.24		5215.2	34.8	51.3	0.0	0.0
27	0.402	-0.815	215.15		-3.7	0.6	-0.1		2.66	-17.03		5215.8	34.2	53.7	0.0	0.0
28	0.247	-1.035	216.29		-4.0	0.6	0.1		2.85	-18.35		5215.8	33.6	51.3	0.0	0.0
29	0.309	-0.784	214.10		-3.9	0.4	0.0		2.02	-18.30		5216.4	34.2	53.7	0.0	0.0
30	0.309	-0.815	216.43		-4.3	0.3	0.0		1.60	-19.63		5216.4	33.6	45.8	0.0	0.0
31	0.278	-0.941	214.44		-3.8	0.3	-0.1		1.62	-17.61		5216.4	34.2	48.2	0.0	0.0
32	0.561	-0.815	215.79		-4.1	0.6	0.1		3.07	-18.69		5217.0	34.8	50.7	0.0	0.0
33	0.465	-0.910	214.17		-4.0	0.5	-0.0		2.45	-18.73		5216.4	34.2	47.0	0.0	0.0
34	-0.130	-0.595	215.72		-4.1	0.6	-0.1		2.91	-19.00		5217.6	34.2	50.7	0.0	0.0
35	0.402	-0.721	214.03		-4.0	0.4	-0.1		2.10	-18.59		5217.0	34.8	50.7	0.0	0.0
36	0.153	-0.972	216.42		-3.7	0.8	0.0		3.63	-16.73		5217.0	34.8	45.2	0.0	0.0
37	0.121	-1.035	213.39		-4.1	0.4	0.0		1.89	-18.87		5215.8	34.2	48.8	0.0	0.0
38	0.059	-0.847	215.30		-4.1	0.5	0.1		2.26	-18.82		5215.8	34.8	45.8	0.0	0.0
39	0.059	-0.815	213.88		-3.8	0.3	-0.0		1.59	-17.86		5216.4	34.2	47.0	0.0	0.0
40	0.310	-0.847	215.93		-3.9	0.6	0.1		2.80	-18.14		5215.8	34.2	50.1	0.0	0.0
41	0.216	-0.815	214.23		-3.7	0.6	-0.0		2.93	-17.37		5215.2	34.2	47.6	0.0	0.0
42	-0.160	-0.909	215.79		-4.1	0.7	-0.0		3.08	-18.68		5214.6	34.8	50.1	0.0	0.0
43	-0.068	-0.689	214.45		-3.8	0.5	-0.2		2.48	-17.83		5215.2	34.2	44.6	0.0	0.0
44	-0.004	-0.627	216.21		-3.7	0.6	-0.1		2.76	-17.25		5215.8	34.2	45.2	0.0	0.0
45	0.059	-1.035	214.38		-3.8	0.5	0.0		2.44	-17.51		5215.2	34.2	52.5	0.0	0.0
46	-0.003	-0.690	215.22		-3.8	0.5	0.1		2.43	-17.50		5215.2	33.6	50.7	0.0	0.0
47	0.153	-0.721	214.31		-4.0	0.3	0.0		1.48	-18.38		5215.8	34.2	49.4	0.0	0.0
48	-0.004	-0.752	216.14		-3.7	0.5	-0.0		2.24	-16.79		5215.8	34.8	59.2	0.0	0.0
49	0.498	-0.752	213.81		-3.9	0.4	0.0		2.17	-18.14		5215.8	34.8	51.3	0.0	0.0
50	0.090	-0.784	215.57		-3.8	0.7	-0.0		3.30	-17.72		5216.4	34.8	47.6	0.0	0.0
51	-0.287	-0.595	214.24		-3.8	0.5	-0.2		2.28	-17.77		5216.4	34.2	49.4	0.0	0.0
52	0.152	-0.627	216.28		-3.7	0.6	-0.1		2.61	-16.80		5217.0	34.8	51.3	0.0	0.0
53	-0.004	-0.784	214.58		-3.4	0.6	-0.1		2.95	-15.81		5216.4	34.8	50.1	0.0	0.0
54	-0.066	-0.878	215.36		-3.8	0.5	0.1		2.41	-17.64		5217.6	34.8	50.1	0.0	0.0
55	0.027	-0.784	213.95		-3.9	0.4	0.0		1.98	-18.31		5216.4	35.4	50.7	0.0	0.0
56	-0.098	-0.627	215.65		-3.9	0.3	-0.0		1.60	-17.84		5216.4	34.8	46.4	0.0	0.0
57	0.058	-0.752	214.09		-3.8	0.5	-0.0		2.22	-17.58		5215.8	34.8	44.6	0.0	0.0
58	0.216	-0.721	215.79		-3.7	0.7	0.0		3.48	-17.27		5216.4	34.2	47.0	0.0	0.0
59	-0.098	-0.752	214.16		-3.9	0.6	-0.1		2.71	-18.02		5215.8	34.2	47.0	0.0	0.0
60	-0.443	-0.344	216.07		-3.7	0.7	-0.1		3.04	-17.30		5215.8	34.8	47.6	0.0	0.0
61	0.089	-0.532	213.88		-3.8	0.4	-0.2		2.05	-17.90		5215.2	34.8	49.4	0.0	0.0
62	0.152	-0.815	216.84		-3.4	0.8	0.0		3.63	-15.65		5215.8	34.2	49.4	0.0	0.0
63	0.121	-0.627	213.88		-4.0	0.4	0.0		1.94	-18.43		5214.6	34.8	49.4	0.0	0.0
64	0.028	-0.627	216.36		-4.1	0.4	0.1		2.07	-18.68		5215.8	34.8	37.2	0.0	0.0
65	0.059	-0.658	214.80		-3.6	0.3	-0.0		1.52	-16.45		5215.2	34.8	42.7	0.0	0.0
66	0.467	-0.595	216.49		-3.8	0.6	0.1		3.05	-17.59		5215.2	34.2	47.0	0.0	0.0
67	0.184	-0.658	214.30		-3.8	0.6	-0.0		2.75	-17.66		5215.2	34.2	47.6	0.0	0.0
68	-0.004	-0.627	216.00		-3.8	0.7	-0.0		3.16	-17.53		5215.8	34.2	48.8	0.0	0.0
69	0.151	-0.438	214.23		-3.8	0.5	-0.2		2.35	-17.79		5216.4	34.2	42.7	0.0	0.0
70	0.214	-0.501	216.84		-3.5	0.7	-0.1		3.41	-16.23		5217.0	34.8	43.9	0.0	0.0
71	0.215	-0.941	214.52		-3.9	0.4	-0.0		2.12	-18.24		5216.4	34.8	47.0	0.0	0.0
72	0.027	-0.595	216.14		-3.8	0.5	0.0		2.48	-17.53		5217.0	34.2	45.2	0.0	0.0
73	0.121	-0.658	214.38		-4.3	0.3	-0.0		1.41	-19.75		5217.6	34.8	50.1	0.0	0.0
74	0.090	-0.815	216.70		-3.6	0.6	-0.0		2.60	-16.56		5216.4	34.8	46.4	0.0	0.0
75	0.529	-0.627	214.38		-4.1	0.5	0.1		2.63	-18.84		5216.4	34.2	50.1	0.0	0.0
76	0.278	-0.595	216.91		-3.7	0.8	-0.0		3.59	-17.02		5216.4	34.8	53.1	0.0	0.0
77	-0.162	-0.564	214.66		-3.9	0.6	-0.1		2.87	-18.28		5216.4	34.2	46.4	0.0	0.0
78	0.403	-0.501	217.20		-3.8	0.6	-0.1		3.03	-17.37		5215.8	34.2	49.4	0.0	0.0
79	0.309	-0.752	216.14		-3.6	0.7	0.0		3.32	-16.43		5216.4	34.8	48.8	0.0	0.0
80	0.185	-0.847	216.14		-3.6	0.6	0.1		2.73	-16.59		5215.8	34.2	45.8	0.0	0.0
81	0.278	-0.596	215.22		-3.9	0.4	0.1		2.12	-18.23		5215.8	34.2	48.2	0.0	0.0
82	0.278	-0.501	217.06		-3.8	0.5	0.0		2.33	-17.20		5215.2	34.8	59.2	0.0	0.0
83	0.403	-0.752	214.59		-3.8	0.4	0.0		1.98	-17.81		5215.8	34.2	49.4	0.0	0.0
84	0.529	-0.533	216.56		-3.7	0.7	0.0		3.46	-16.79		5215.8	34.8	45.8	0.0	0.0
85	0.277	-0.690	215.01		-4.0	0.6	-0.0		2.76	-18.33		5215.8	33.6	43.3	0.0	0.0
86	0.120	-0.281	216.49		-3.6	0.7	-0.1		3.46	-16.56		5215.2	34.2	52.5	0.0	0.0
87	0.433	-0.407	215.01		-3.9	0.5	-0.1		2.32	-18.01		5215.8	34.2	50.7	0.0	0.0
88	0.278	-0.847	217.55		-3.4	0.9	0.1		3.97	-15.60		5215.2	34.2	47.0	0.0	0.0
89	0.216	-0.658	214.87		-4.0	0.4	0.1		2.06	-18.34		5216.4	34.8	53.1	0.0	0.0
90	0.278	-0.627	216.85		-4.0	0.6	0.1		2.62	-18.19		5216.4	34.2	46.4	0.0	0.0
91	-0.004	-0.595	214.94		-3.7	0.5	-0.0		2.32	-17.35		5217.0	33.6	47.6	0.0	0.0
92	0.624	-0.564	216.84		-3.6	0.7	0.1		3.35	-16.40		5217.0	34.2	51.9	0.0	0.0
93	0.184	-0.658	215.08		-3.8	0.7	0.0		3.14	-17.69		5217.0	34.8	47.6	0.0	0.0
94	-0.130	-0.595	217.20		-3.7	0.8	-0.0		3.63	-17.00		5217.0	34.2	48.8	0.0	0.0
95	0.120	-0.501	215.44		-3.8	0.6	-0.1		2.84	-17.42		5216.4	34.2	64.1	0.0	0.0
96	0.152	-0.564	217.69		-3.3	0.8	0.0		3.61	-14.91		5217.0	34.2	56.8	0.0	0.0
97	0.184	-0.753	215.15		-3.8	0.6	0.1		2.86	-17.58		5215.8	34.2	51.9	0.0	0.0
98	0.184	-0.501	217.12		-3.5	0.6	0.1		2.95	-16.21		5216.4	34.2	48.8	0.0	0.0
99	0.090	-0.407	215.16		-4.0	0.4	0.1		1.92	-18.72		5215.2	34.2	49.4	0.0	0.0
100	0.090	-0.281	217.55		-3.4	0.7	-0.0		3.04	-15.50		5216.4	34.2	50.1	0.0	0.0
101	0.247	-0.313	214.37		-3.8	0.7	0.1		3.28	-17.62		5215.2	34.8	47.0	0.0	0.0
