

ms	Fx [N]	Fy [N]	Fz [N]		Mx [Nm]	My [Nm]	Mz [Nm]		Cx [mm]	Cy [mm]		VS [mV]	R [mV]	B [mV]	G [mV]	W [mV]

1	0.749	-0.241	514.75		-41.0	4.1	-0.2		7.98	-79.59		5218.2	35.4	53.7	0.0	0.0
2	0.249	-0.681	516.80		-40.9	4.2	-0.1		8.22	-79.06		5218.8	36.0	53.1	0.0	0.0
3	0.376	-0.179	515.25		-40.9	3.9	0.1		7.68	-79.33		5218.8	34.8	53.7	0.0	0.0
4	0.594	-0.493	514.69		-41.5	3.8	0.0		7.51	-80.68		5218.8	35.4	51.9	0.0	0.0
5	0.187	-0.587	516.52		-41.0	4.1	-0.1		7.89	-79.41		5219.4	35.4	52.5	0.0	0.0
6	0.908	-0.399	514.40		-40.9	4.1	0.0		7.97	-79.44		5219.4	35.4	59.2	0.0	0.0
7	0.437	-0.901	514.62		-41.6	4.1	-0.0		8.05	-80.70		5219.4	35.4	58.0	0.0	0.0
8	0.092	-0.367	516.52		-41.0	4.2	-0.2		8.07	-79.27		5218.2	34.8	57.4	0.0	0.0
9	0.436	-0.556	515.04		-41.1	4.1	-0.2		7.95	-79.83		5218.8	35.4	56.8	0.0	0.0
10	0.124	-1.027	515.39		-41.5	4.0	-0.0		7.76	-80.53		5217.6	35.4	51.9	0.0	0.0
11	0.532	-0.587	516.03		-41.1	4.0	0.0		7.70	-79.60		5217.0	35.4	51.9	0.0	0.0
12	0.344	-0.838	515.04		-41.4	3.9	-0.0		7.61	-80.26		5217.0	35.4	50.1	0.0	0.0
13	0.627	-0.744	517.02		-41.2	4.1	0.0		8.03	-79.74		5215.8	35.4	51.3	0.0	0.0
14	0.876	-0.713	515.89		-41.3	4.1	-0.1		8.01	-79.99		5215.8	34.8	47.0	0.0	0.0
15	-0.096	-0.650	515.61		-41.6	4.2	-0.2		8.05	-80.64		5215.8	35.4	50.1	0.0	0.0
16	0.343	-0.367	517.16		-41.0	4.0	-0.1		7.77	-79.21		5215.8	36.0	53.7	0.0	0.0
17	0.688	-1.121	515.47		-41.3	4.0	0.0		7.86	-80.03		5215.8	36.0	52.5	0.0	0.0
18	0.281	-0.870	517.02		-41.5	4.0	0.0		7.81	-80.18		5216.4	36.0	53.1	0.0	0.0
19	0.656	-0.650	515.96		-41.3	3.7	-0.0		7.16	-80.10		5216.4	35.4	53.1	0.0	0.0
20	0.814	-1.184	515.40		-41.7	4.0	-0.0		7.75	-80.75		5217.6	36.0	53.1	0.0	0.0
21	0.312	-0.901	517.16		-41.3	4.2	-0.1		8.15	-79.78		5218.2	36.0	54.3	0.0	0.0
22	0.373	-0.964	515.04		-41.6	4.0	-0.2		7.80	-80.71		5218.8	36.0	51.3	0.0	0.0
23	0.373	-1.247	516.74		-41.7	4.0	-0.2		7.77	-80.65		5218.8	36.0	50.7	0.0	0.0
24	0.531	-1.027	518.07		-40.8	4.1	-0.0		7.93	-78.70		5219.4	35.4	51.3	0.0	0.0
25	0.250	-1.153	514.55		-41.7	3.9	0.0		7.54	-80.89		5218.8	36.0	55.5	0.0	0.0
26	0.156	-1.027	517.59		-41.8	3.9	-0.0		7.51	-80.76		5219.4	35.4	57.4	0.0	0.0
27	0.719	-0.964	516.52		-41.3	3.8	-0.1		7.49	-79.91		5219.4	35.4	51.9	0.0	0.0
28	0.406	-1.215	515.47		-41.6	4.1	-0.0		7.94	-80.55		5218.8	36.0	54.9	0.0	0.0
29	0.469	-0.964	517.79		-41.3	4.1	-0.0		7.93	-79.72		5218.8	35.4	54.9	0.0	0.0
30	0.467	-0.870	515.61		-41.6	4.0	-0.2		7.75	-80.55		5218.8	35.4	50.1	0.0	0.0
31	0.029	-0.964	518.15		-41.3	4.0	-0.2		7.78	-79.70		5217.6	36.0	51.9	0.0	0.0
32	0.845	-1.121	515.75		-41.3	3.9	0.1		7.53	-79.99		5217.0	35.4	51.9	0.0	0.0
33	0.468	-1.341	515.33		-41.9	3.8	0.0		7.47	-81.24		5215.8	35.4	42.7	0.0	0.0
34	0.123	-0.901	517.94		-41.3	3.8	-0.1		7.38	-79.63		5216.4	35.4	48.8	0.0	0.0
35	1.064	-1.027	515.26		-41.6	3.9	-0.0		7.67	-80.71		5215.8	36.0	48.2	0.0	0.0
36	0.280	-1.404	516.88		-41.8	4.1	-0.1		7.96	-80.85		5215.8	35.4	48.2	0.0	0.0
37	-0.003	-0.713	516.81		-41.3	3.9	-0.2		7.63	-79.81		5216.4	35.4	50.1	0.0	0.0
38	0.404	-1.153	515.19		-41.8	3.8	-0.2		7.46	-80.98		5215.8	36.0	48.8	0.0	0.0
39	0.060	-1.404	518.44		-41.6	4.0	-0.1		7.73	-80.16		5217.0	35.4	55.5	0.0	0.0
40	0.468	-0.901	515.96		-41.5	3.7	-0.0		7.24	-80.38		5217.0	35.4	55.5	0.0	0.0
41	0.155	-1.215	516.18		-42.0	3.7	-0.0		7.19	-81.35		5218.2	35.4	51.3	0.0	0.0
42	0.438	-0.807	517.87		-41.3	3.9	-0.0		7.52	-79.61		5218.2	36.0	53.1	0.0	0.0
43	0.468	-1.027	515.40		-41.6	3.8	-0.1		7.49	-80.61		5218.2	34.8	49.4	0.0	0.0
44	-0.034	-1.153	516.81		-41.7	3.8	-0.2		7.39	-80.69		5219.4	35.4	57.4	0.0	0.0
45	0.874	-0.807	517.51		-41.3	3.7	-0.2		7.25	-79.70		5219.4	35.4	58.6	0.0	0.0
46	0.311	-1.215	516.60		-41.4	4.0	-0.1		7.72	-80.08		5218.8	34.8	54.3	0.0	0.0
47	0.061	-0.901	517.59		-41.5	3.8	-0.0		7.36	-80.09		5219.4	35.4	57.4	0.0	0.0
48	0.562	-1.058	516.18		-41.9	3.6	-0.1		6.93	-81.13		5218.8	36.0	51.9	0.0	0.0
49	0.092	-1.278	517.24		-41.6	3.7	-0.2		7.10	-80.39		5218.2	35.4	48.8	0.0	0.0
50	0.531	-0.933	517.59		-41.3	3.9	-0.0		7.49	-79.64		5218.2	35.4	52.5	0.0	0.0
51	0.280	-1.341	516.18		-41.9	3.8	-0.1		7.44	-81.11		5217.6	35.4	48.8	0.0	0.0
