

ms	Fx [N]	Fy [N]	Fz [N]		Mx [Nm]	My [Nm]	Mz [Nm]		Cx [mm]	Cy [mm]		VS [mV]	R [mV]	B [mV]	G [mV]	W [mV]

1	-11.508	-5.406	948.88		24.8	-18.0	-2.0		-19.36	26.31		5216.4	36.6	48.2	0.0	0.0
2	-11.383	-5.155	949.38		24.3	-17.9	-1.9		-19.28	25.82		5215.8	36.0	54.9	0.0	0.0
3	-11.822	-5.186	948.32		24.2	-18.1	-2.0		-19.51	25.71		5215.8	36.6	53.7	0.0	0.0
4	-11.571	-5.217	950.37		24.5	-18.0	-2.0		-19.37	26.00		5216.4	36.6	59.2	0.0	0.0
5	-11.853	-5.060	948.74		24.4	-18.0	-2.0		-19.37	25.85		5217.0	36.0	57.4	0.0	0.0
6	-11.854	-5.217	948.24		24.9	-18.1	-2.2		-19.45	26.43		5215.2	36.6	55.5	0.0	0.0
7	-11.320	-4.840	950.01		24.6	-18.0	-2.0		-19.28	26.02		5216.4	36.0	59.8	0.0	0.0
8	-11.476	-4.809	948.53		24.5	-18.0	-2.0		-19.32	25.99		5215.8	36.0	55.5	0.0	0.0
9	-11.509	-5.155	949.23		25.0	-17.9	-2.1		-19.23	26.52		5215.8	36.0	59.2	0.0	0.0
10	-11.822	-4.715	949.66		24.5	-17.9	-2.1		-19.21	25.92		5215.8	36.0	59.2	0.0	0.0
11	-12.010	-4.872	947.40		24.5	-18.2	-2.1		-19.60	26.03		5215.8	36.6	54.9	0.0	0.0
12	-11.416	-4.746	949.02		25.0	-18.0	-2.2		-19.33	26.53		5215.2	36.0	61.0	0.0	0.0
13	-11.666	-4.243	948.32		24.4	-18.0	-2.2		-19.40	25.92		5215.8	36.6	59.8	0.0	0.0
14	-11.448	-4.966	948.10		24.9	-18.2	-2.2		-19.54	26.46		5214.6	36.6	54.9	0.0	0.0
15	-11.352	-4.903	950.85		25.2	-17.8	-2.0		-19.10	26.69		5215.2	37.2	56.8	0.0	0.0
16	-11.915	-4.683	947.90		24.6	-18.1	-2.0		-19.50	26.07		5214.6	36.6	52.5	0.0	0.0
17	-11.352	-5.155	948.17		24.8	-18.3	-2.0		-19.70	26.28		5215.8	36.0	55.5	0.0	0.0
18	-11.445	-4.432	948.74		24.5	-18.1	-2.0		-19.44	26.00		5215.2	36.6	57.4	0.0	0.0
19	-11.884	-4.306	947.19		24.4	-18.3	-2.0		-19.69	25.87		5215.8	37.2	56.8	0.0	0.0
20	-11.383	-4.746	949.30		24.9	-18.3	-2.0		-19.66	26.44		5215.8	36.6	50.1	0.0	0.0
21	-11.445	-4.526	948.10		24.8	-18.2	-2.0		-19.62	26.32		5215.8	36.6	47.6	0.0	0.0
22	-11.478	-4.746	946.97		24.8	-18.3	-2.2		-19.67	26.36		5216.4	36.6	53.1	0.0	0.0
23	-10.881	-4.558	948.74		24.7	-18.0	-1.9		-19.37	26.21		5217.0	36.6	58.6	0.0	0.0
24	-11.319	-4.620	946.83		24.6	-18.0	-1.9		-19.38	26.16		5217.0	36.6	55.5	0.0	0.0
25	-11.541	-5.060	947.96		24.9	-18.1	-2.2		-19.49	26.47		5216.4	36.0	56.8	0.0	0.0
26	-11.540	-4.620	948.88		24.4	-18.1	-2.1		-19.46	25.92		5216.4	36.6	58.0	0.0	0.0
27	-11.947	-4.463	947.05		24.6	-18.1	-2.1		-19.57	26.09		5215.8	36.0	53.1	0.0	0.0
28	-11.478	-4.400	948.59		25.1	-18.0	-2.2		-19.41	26.61		5216.4	36.6	54.3	0.0	0.0
29	-11.227	-4.463	948.11		24.6	-18.2	-2.1		-19.61	26.12		5215.8	36.0	54.3	0.0	0.0
30	-11.384	-5.029	947.96		24.8	-18.2	-2.1		-19.59	26.35		5215.2	36.6	56.2	0.0	0.0
31	-11.383	-4.746	949.02		25.3	-17.9	-2.0		-19.30	26.78		5214.6	36.6	59.8	0.0	0.0
32	-11.665	-4.715	946.69		24.5	-18.2	-2.0		-19.63	26.08		5215.2	36.6	58.6	0.0	0.0
33	-11.227	-5.186	946.62		24.7	-18.4	-2.0		-19.84	26.24		5215.2	36.6	58.0	0.0	0.0
34	-11.289	-4.715	948.25		24.6	-18.2	-1.9		-19.58	26.12		5215.8	36.0	53.1	0.0	0.0
35	-11.916	-4.715	947.27		24.2	-18.4	-2.0		-19.86	25.66		5214.6	36.6	53.7	0.0	0.0
36	-11.321	-5.123	948.45		25.1	-18.3	-2.0		-19.72	26.60		5215.2	36.0	56.8	0.0	0.0
37	-11.414	-4.715	948.24		24.8	-18.1	-2.0		-19.51	26.29		5215.2	36.0	55.5	0.0	0.0
38	-11.508	-4.872	946.98		24.7	-18.2	-2.0		-19.62	26.24		5215.8	36.0	56.2	0.0	0.0
39	-10.755	-4.998	948.03		25.0	-18.1	-1.9		-19.43	26.57		5215.8	36.6	55.5	0.0	0.0
40	-11.288	-4.715	947.33		24.6	-18.1	-1.9		-19.46	26.13		5215.8	36.0	53.7	0.0	0.0
41	-11.572	-4.998	947.18		24.8	-18.2	-2.1		-19.58	26.31		5215.8	36.6	54.9	0.0	0.0
42	-11.321	-5.029	948.18		24.6	-18.0	-2.0		-19.39	26.16		5215.8	36.6	54.9	0.0	0.0
43	-11.853	-4.872	946.34		24.4	-18.2	-2.1		-19.60	26.00		5216.4	36.0	57.4	0.0	0.0
44	-11.384	-4.966	948.24		25.1	-18.2	-2.2		-19.61	26.62		5216.4	36.6	54.9	0.0	0.0
45	-11.289	-5.029	948.89		24.6	-18.1	-2.1		-19.51	26.05		5216.4	36.6	58.6	0.0	0.0
46	-11.603	-5.375	947.89		24.9	-18.1	-2.0		-19.51	26.42		5215.8	36.0	59.8	0.0	0.0
47	-11.289	-5.186	949.02		25.1	-18.1	-1.9		-19.43	26.67		5215.2	36.6	52.5	0.0	0.0
48	-11.476	-4.998	947.12		24.3	-18.4	-1.9		-19.77	25.79		5215.8	37.2	56.2	0.0	0.0
49	-11.257	-5.280	947.47		24.7	-18.4	-1.9		-19.85	26.26		5215.8	36.6	54.9	0.0	0.0
50	-11.163	-4.872	948.95		24.6	-18.2	-1.9		-19.59	26.11		5215.8	36.6	58.6	0.0	0.0
51	-11.633	-4.966	947.48		24.2	-18.5	-2.0		-19.94	25.68		5215.8	37.2	61.6	0.0	0.0
52	-11.132	-5.532	948.53		25.0	-18.6	-2.0		-19.96	26.59		5214.6	36.6	60.4	0.0	0.0
53	-11.320	-5.029	948.60		24.6	-18.2	-2.0		-19.62	26.10		5215.2	36.0	58.0	0.0	0.0
54	-11.414	-5.155	946.84		24.5	-18.4	-2.0		-19.77	26.01		5215.2	36.6	56.2	0.0	0.0
55	-10.661	-5.312	948.95		24.8	-18.2	-1.8		-19.50	26.33		5215.2	36.0	54.3	0.0	0.0
56	-11.382	-5.092	948.18		24.4	-18.1	-1.9		-19.52	25.95		5215.8	36.6	56.8	0.0	0.0
57	-11.509	-5.343	948.46		24.7	-18.2	-2.1		-19.63	26.24		5215.8	36.6	55.5	0.0	0.0
58	-11.132	-5.060	949.24		24.6	-18.2	-2.0		-19.53	26.10		5215.8	36.0	55.5	0.0	0.0
59	-11.665	-4.809	947.55		24.4	-18.4	-2.0		-19.77	25.90		5216.4	36.6	61.6	0.0	0.0
