

ms	Fx [N]	Fy [N]	Fz [N]		Mx [Nm]	My [Nm]	Mz [Nm]		Cx [mm]	Cy [mm]		VS [mV]	R [mV]	B [mV]	G [mV]	W [mV]

1	0.643	1.759	238.34		2.8	5.2	-0.1		21.95	11.66		3227.1	9.8	-10.4	0.0	0.0
2	0.800	1.884	238.27		2.7	5.3	-0.1		22.44	11.24		3529.3	7.9	-10.4	0.0	0.0
3	0.706	1.853	237.22		2.5	5.3	-0.0		22.27	10.40		3788.7	9.8	-9.2	0.0	0.0
4	0.644	1.759	237.22		2.6	5.3	-0.0		22.37	10.90		3970.6	9.8	-9.2	0.0	0.0
5	0.832	1.759	237.64		2.6	5.2	-0.0		21.83	10.88		4470.5	9.2	-9.8	0.0	0.0
6	0.800	1.633	238.35		2.8	5.1	-0.0		21.45	11.68		759.9	9.8	-9.8	0.0	0.0
7	0.737	1.727	238.63		2.8	5.2	-0.0		22.04	11.49		-180.7	8.5	-12.2	0.0	0.0
8	0.675	1.978	237.71		2.5	5.2	0.0		22.17	10.44		12.8	9.2	-10.4	0.0	0.0
9	0.707	1.727	237.29		2.4	5.2	0.0		22.11	9.84		334.5	9.8	-9.2	0.0	0.0
10	0.675	1.570	238.07		2.5	5.2	-0.0		21.87	10.40		1058.4	9.8	-9.8	0.0	0.0
11	0.769	1.602	239.19		2.8	5.2	-0.1		21.78	11.64		1727.4	9.8	-9.8	0.0	0.0
12	0.769	1.633	239.76		2.9	5.4	-0.0		22.56	11.93		2269.4	9.2	-10.4	0.0	0.0
13	0.674	1.853	238.84		2.7	5.3	-0.1		22.48	10.89		2727.2	8.5	-9.8	0.0	0.0
14	0.643	1.790	237.93		2.4	5.3	-0.0		22.30	9.89		3114.8	10.4	-9.8	0.0	0.0
15	0.518	1.696	238.35		2.4	5.2	-0.0		21.83	10.04		3435.9	9.8	-9.2	0.0	0.0
16	0.800	1.601	238.84		2.7	5.2	-0.0		21.77	10.92		3703.2	9.8	-9.2	0.0	0.0
17	0.863	1.507	239.34		2.6	5.3	0.0		22.19	10.67		3926.6	9.2	-9.2	0.0	0.0
18	0.738	1.664	239.76		2.7	5.2	0.0		21.83	10.95		4086.6	8.5	-11.0	0.0	0.0
19	0.644	1.759	238.07		2.6	5.2	0.0		21.97	10.54		4471.1	9.2	-9.8	0.0	0.0
20	0.519	1.727	237.93		2.3	5.2	0.0		21.76	9.24		752.0	9.8	-9.2	0.0	0.0
21	0.706	1.476	238.28		2.5	5.1	-0.0		21.60	10.48		-184.9	9.8	-9.8	0.0	0.0
22	0.643	1.224	238.91		2.7	5.2	-0.0		22.00	11.22		128.8	9.2	-9.2	0.0	0.0
23	0.581	1.444	239.48		2.8	5.3	0.0		22.35	11.65		800.8	7.9	-11.0	0.0	0.0
24	0.675	1.601	238.56		2.6	5.4	-0.0		22.92	10.78		1527.2	8.5	-9.8	0.0	0.0
25	0.455	1.539	238.21		2.3	5.3	-0.1		22.35	9.42		2108.3	9.2	-9.8	0.0	0.0
26	0.424	1.444	238.35		2.3	5.2	-0.1		22.02	9.42		2594.8	9.8	-9.2	0.0	0.0
27	0.581	1.224	239.20		2.6	5.2	-0.0		21.86	10.55		3001.9	9.2	-8.5	0.0	0.0
28	0.644	1.162	239.05		2.8	5.2	0.0		21.99	11.54		3341.9	9.8	-9.8	0.0	0.0
29	0.802	1.350	238.28		2.5	5.3	0.1		22.23	10.34		3626.3	8.5	-9.8	0.0	0.0
30	0.613	1.382	237.50		2.4	5.1	0.0		21.60	9.79		3871.1	9.8	-9.2	0.0	0.0
31	0.456	1.224	237.93		2.4	5.1	0.0		21.55	10.12		4035.9	9.8	-9.8	0.0	0.0
32	0.613	1.162	238.07		2.4	5.1	-0.0		21.35	9.96		4526.6	9.8	-9.8	0.0	0.0
33	0.675	0.973	238.28		2.6	5.2	-0.0		22.01	10.71		767.9	9.8	-9.8	0.0	0.0
34	0.613	1.005	238.00		2.4	5.2	0.0		22.03	10.07		-183.7	8.5	-11.0	0.0	0.0
35	0.613	1.130	237.22		2.5	5.3	0.0		22.36	10.33		21.4	9.8	-9.8	0.0	0.0
36	0.613	1.005	237.86		2.4	5.3	-0.0		22.45	9.75		567.7	9.8	-9.2	0.0	0.0
