

ms	Fx [N]	Fy [N]	Fz [N]		Mx [Nm]	My [Nm]	Mz [Nm]		Cx [mm]	Cy [mm]		VS [mV]	R [mV]	B [mV]	G [mV]	W [mV]

1	0.769	-0.873	596.69		-23.3	9.0	-0.2		15.07	-39.00		2341.5	12.2	-11.0	0.0	0.0
2	0.738	-0.778	597.39		-23.3	9.1	-0.2		15.30	-38.89		2792.5	11.6	-10.4	0.0	0.0
3	0.988	-0.967	597.25		-23.3	9.0	-0.2		15.15	-38.96		3169.7	11.6	-9.8	0.0	0.0
4	0.706	-0.904	596.83		-23.5	9.1	-0.3		15.23	-39.25		3487.8	12.2	-10.4	0.0	0.0
5	0.737	-0.810	598.03		-23.3	9.1	-0.3		15.30	-38.88		3754.5	12.8	-11.0	0.0	0.0
6	0.987	-1.061	596.62		-23.5	9.0	-0.3		15.10	-39.35		3977.3	12.2	-11.0	0.0	0.0
7	0.800	-1.093	596.90		-23.5	9.0	-0.2		15.12	-39.33		4128.1	12.2	-9.8	0.0	0.0
8	0.768	-0.935	597.96		-23.3	9.0	-0.2		15.16	-38.85		4615.8	11.6	-9.8	0.0	0.0
9	1.082	-0.998	597.12		-23.5	8.9	-0.2		14.99	-39.29		784.3	11.0	-10.4	0.0	0.0
10	0.925	-1.030	596.83		-23.6	9.0	-0.2		15.20	-39.44		-202.0	12.2	-9.8	0.0	0.0
11	0.925	-0.935	597.96		-23.3	8.9	-0.2		15.00	-38.98		217.9	12.2	-10.4	0.0	0.0
12	0.893	-0.967	596.69		-23.6	9.0	-0.3		15.07	-39.45		905.8	12.2	-9.8	0.0	0.0
13	0.862	-1.092	597.96		-23.3	9.1	-0.3		15.20	-38.84		1611.4	12.8	-9.2	0.0	0.0
14	0.956	-1.093	597.61		-23.2	8.9	-0.2		14.99	-38.77		2177.3	12.2	-9.8	0.0	0.0
15	0.987	-1.061	596.90		-23.6	8.9	-0.2		14.93	-39.40		2654.6	12.2	-9.8	0.0	0.0
16	0.831	-1.030	597.75		-23.4	9.0	-0.2		15.06	-39.08		3053.8	12.8	-9.2	0.0	0.0
17	1.176	-0.998	598.31		-23.4	8.9	-0.1		14.86	-38.99		3388.3	11.6	-9.8	0.0	0.0
18	0.956	-1.155	597.40		-23.5	8.9	-0.2		14.98	-39.20		3669.7	11.6	-10.4	0.0	0.0
19	0.705	-1.061	598.39		-23.5	9.0	-0.3		15.02	-39.14		3905.9	12.2	-11.0	0.0	0.0
20	1.019	-0.967	598.38		-23.3	8.9	-0.2		14.91	-38.95		4100.0	12.2	-11.6	0.0	0.0
21	0.894	-1.155	598.03		-23.4	9.1	-0.2		15.22	-39.06		4281.9	11.6	-11.0	0.0	0.0
22	0.831	-1.250	598.17		-23.5	8.9	-0.2		14.93	-39.18		4139.0	11.6	-10.4	0.0	0.0
23	1.113	-1.218	598.18		-23.5	8.7	-0.2		14.65	-39.18		655.6	12.2	-11.0	0.0	0.0
24	0.925	-1.218	597.26		-23.6	8.9	-0.2		14.94	-39.53		-159.9	11.6	-10.4	0.0	0.0
