

ms	Fx [N]	Fy [N]	Fz [N]		Mx [Nm]	My [Nm]	Mz [Nm]		Cx [mm]	Cy [mm]		VS [mV]	R [mV]	B [mV]	G [mV]	W [mV]

1	0.664	-0.154	298.33		-0.3	4.7	0.2		15.94	-1.11		5107.7	33.0	45.8	0.0	0.0
2	0.100	-0.185	297.70		-0.7	4.6	0.2		15.54	-2.48		5106.5	32.4	45.2	0.0	0.0
3	-0.057	-0.436	297.34		-0.6	4.6	0.2		15.58	-1.86		5105.9	32.4	45.2	0.0	0.0
4	0.258	-0.813	296.92		-0.4	4.7	0.3		15.97	-1.30		5103.5	33.0	45.8	0.0	0.0
5	0.195	-0.625	296.78		-0.3	4.5	0.2		15.31	-1.06		5101.0	31.7	47.6	0.0	0.0
6	0.288	-0.688	296.63		0.0	4.4	0.2		14.83	0.12		5100.4	31.1	50.1	0.0	0.0
7	0.633	-0.845	297.20		-0.0	4.3	0.3		14.67	0.01		5105.3	33.0	49.4	0.0	0.0
8	0.727	-0.688	297.91		-0.2	4.5	0.3		15.22	-0.66		5106.5	33.0	45.8	0.0	0.0
9	0.884	-0.594	297.90		-0.2	4.6	0.4		15.49	-0.67		5105.9	32.4	45.2	0.0	0.0
10	0.477	-0.500	298.26		-0.4	4.7	0.4		15.80	-1.14		5105.9	32.4	45.8	0.0	0.0
11	0.289	-0.468	298.90		-0.4	4.7	0.4		15.70	-1.21		5104.7	31.7	47.0	0.0	0.0
12	0.194	-0.248	297.41		-0.5	4.5	0.2		15.23	-1.56		5102.9	32.4	50.7	0.0	0.0
13	0.006	-0.091	296.07		-0.5	4.6	0.2		15.41	-1.51		5102.9	31.7	53.1	0.0	0.0
14	0.100	-0.436	296.21		-0.5	4.5	0.2		15.08	-1.48		5107.7	32.4	50.7	0.0	0.0
15	0.099	-0.782	296.56		-0.3	4.6	0.2		15.35	-0.85		5109.0	33.0	47.0	0.0	0.0
16	0.884	-0.908	297.48		0.1	4.6	0.3		15.52	0.54		5108.3	32.4	45.2	0.0	0.0
17	1.009	-0.751	298.04		0.0	4.7	0.3		15.75	0.13		5107.1	32.4	47.0	0.0	0.0
18	0.633	-0.719	298.32		0.0	4.7	0.3		15.94	0.13		5105.9	33.0	47.0	0.0	0.0
19	0.351	-0.405	298.82		-0.3	4.5	0.3		15.10	-1.02		5104.1	32.4	47.0	0.0	0.0
20	0.383	-0.154	297.28		-0.7	4.5	0.3		15.09	-2.22		5102.2	31.7	52.5	0.0	0.0
21	0.446	-0.437	295.93		-0.5	4.4	0.4		15.05	-1.74		5105.3	32.4	50.7	0.0	0.0
22	0.101	-0.531	295.72		-0.6	4.4	0.3		14.98	-2.06		5107.1	33.0	48.2	0.0	0.0
23	0.257	-0.908	297.55		-0.0	4.6	0.3		15.65	0.08		5105.9	33.0	45.8	0.0	0.0
24	0.412	-0.876	297.27		-0.0	4.5	0.1		15.10	-0.05		5105.9	32.4	46.4	0.0	0.0
25	0.350	-0.656	297.62		0.2	4.6	0.1		15.37	0.90		5104.1	31.7	45.2	0.0	0.0
26	0.476	-0.751	298.11		0.2	4.7	0.2		15.73	0.71		5101.6	32.4	46.4	0.0	0.0
27	0.445	-0.625	298.25		-0.1	4.8	0.3		16.05	-0.34		5100.4	31.1	50.1	0.0	0.0
28	0.822	-0.562	297.55		-0.2	4.7	0.4		15.79	-0.61		5104.1	32.4	48.2	0.0	0.0
29	0.697	-0.436	296.85		-0.7	4.7	0.4		15.90	-2.19		5107.1	32.4	45.2	0.0	0.0
30	0.100	-0.405	297.06		-0.3	4.6	0.2		15.37	-1.08		5106.5	32.4	45.8	0.0	0.0
31	0.131	-0.562	297.27		-0.4	4.4	0.2		14.65	-1.13		5106.5	33.0	47.0	0.0	0.0
32	0.163	-0.719	296.71		-0.5	4.4	0.3		14.68	-1.77		5105.9	33.0	45.8	0.0	0.0
33	0.131	-0.845	297.06		-0.1	4.3	0.2		14.62	-0.38		5104.1	32.4	47.6	0.0	0.0
34	0.444	-0.751	297.34		0.2	4.4	0.2		14.81	0.65		5102.9	31.7	50.7	0.0	0.0
35	0.758	-0.751	298.46		0.5	4.9	0.3		16.44	1.82		5106.5	32.4	48.8	0.0	0.0
36	0.883	-0.437	298.11		-0.1	4.6	0.3		15.69	-0.23		5109.0	33.0	47.0	0.0	0.0
37	0.476	-0.091	298.12		-0.2	4.6	0.2		15.39	-0.79		5108.3	32.4	46.4	0.0	0.0
38	0.100	-0.122	297.70		-0.4	4.6	0.2		15.46	-1.44		5107.1	32.4	47.0	0.0	0.0
39	-0.151	-0.217	297.77		-0.6	4.6	0.2		15.39	-1.89		5106.5	32.4	47.0	0.0	0.0
40	0.257	-0.405	296.99		-0.3	4.6	0.3		15.51	-0.89		5104.1	33.0	47.0	0.0	0.0
41	0.414	-0.437	296.56		-0.3	4.5	0.3		15.22	-0.89		5102.2	32.4	50.1	0.0	0.0
42	0.319	-0.562	296.49		0.3	4.4	0.2		14.76	1.16		5104.1	31.7	48.8	0.0	0.0
43	0.663	-0.751	297.34		0.1	4.3	0.2		14.50	0.26		5107.1	31.7	45.2	0.0	0.0
44	0.758	-0.437	298.26		-0.1	4.5	0.3		15.17	-0.23		5107.7	32.4	44.6	0.0	0.0
45	0.664	-0.405	298.04		-0.1	4.6	0.4		15.46	-0.30		5105.3	33.0	45.2	0.0	0.0
46	0.383	-0.437	297.48		-0.3	4.5	0.4		15.29	-1.08		5103.5	32.4	45.2	0.0	0.0
47	0.195	-0.280	299.11		-0.1	4.7	0.3		15.64	-0.25		5102.2	33.0	46.4	0.0	0.0
48	0.381	-0.091	298.26		-0.3	4.6	0.2		15.38	-0.92		5101.0	31.7	48.2	0.0	0.0
49	0.162	0.035	296.63		-0.1	4.6	0.1		15.40	-0.35		5102.9	31.7	48.2	0.0	0.0
50	0.099	-0.154	296.00		-0.3	4.4	0.2		14.71	-0.92		5107.7	32.4	46.4	0.0	0.0
51	0.161	-0.437	297.27		-0.0	4.4	0.1		14.91	-0.10		5107.7	31.7	45.8	0.0	0.0
52	0.852	-0.625	298.18		0.2	4.6	0.3		15.39	0.89		5107.7	33.0	45.8	0.0	0.0
53	1.009	-0.562	298.18		0.2	4.6	0.3		15.41	0.63		5106.5	33.0	44.6	0.0	0.0
54	0.633	-0.374	298.61		0.1	4.6	0.3		15.60	0.48		5104.7	32.4	46.4	0.0	0.0
55	0.477	-0.122	299.18		-0.1	4.4	0.3		14.80	-0.20		5103.5	32.4	49.4	0.0	0.0
56	0.382	0.129	297.06		-0.5	4.4	0.3		14.90	-1.80		5104.1	31.1	50.7	0.0	0.0
57	0.414	-0.091	296.36		-0.5	4.4	0.4		14.77	-1.52		5108.3	33.0	48.8	0.0	0.0
58	0.132	-0.311	296.28		-0.4	4.4	0.3		14.95	-1.16		5109.0	33.6	47.6	0.0	0.0
59	0.257	-0.468	297.20		0.0	4.4	0.3		14.88	0.10		5107.1	33.6	46.4	0.0	0.0
60	0.474	-0.468	297.20		0.1	4.4	0.1		14.74	0.36		5106.5	33.0	45.8	0.0	0.0
61	0.349	-0.248	297.90		0.2	4.4	0.1		14.94	0.72		5104.1	32.4	45.2	0.0	0.0
62	0.569	-0.248	298.47		0.2	4.6	0.2		15.43	0.59		5101.6	32.4	46.4	0.0	0.0
63	0.476	-0.185	298.61		0.0	4.8	0.3		16.07	0.07		5101.0	30.5	48.8	0.0	0.0
64	0.884	-0.028	297.48		-0.0	4.6	0.4		15.51	-0.08		5105.3	32.4	48.8	0.0	0.0
65	0.853	0.192	297.63		-0.5	4.6	0.4		15.58	-1.54		5107.1	32.4	45.8	0.0	0.0
66	0.413	0.035	297.27		-0.3	4.5	0.3		15.18	-0.94		5105.9	32.4	45.8	0.0	0.0
