

ms	Fx [N]	Fy [N]	Fz [N]		Mx [Nm]	My [Nm]	Mz [Nm]		Cx [mm]	Cy [mm]		VS [mV]	R [mV]	B [mV]	G [mV]	W [mV]

1	1.859	0.255	491.58		2.5	4.8	0.3		9.78	4.98		4178.7	12.2	-9.2	0.0	0.0
2	1.702	0.318	491.79		2.4	4.7	0.3		9.69	4.77		4656.0	12.8	-8.5	0.0	0.0
3	1.858	0.381	492.64		2.6	4.7	0.3		9.74	5.23		791.7	12.8	-9.2	0.0	0.0
4	1.858	0.350	492.29		2.4	4.8	0.3		9.87	4.88		-208.1	12.2	-9.2	0.0	0.0
5	1.513	0.350	491.79		2.3	4.7	0.3		9.58	4.69		523.1	12.2	-9.8	0.0	0.0
6	1.764	0.381	492.22		2.5	4.7	0.2		9.64	5.08		1231.2	11.6	-11.0	0.0	0.0
7	1.827	0.507	492.00		2.5	4.8	0.3		9.82	5.11		1865.3	12.8	-9.8	0.0	0.0
8	1.670	0.507	491.02		2.2	4.8	0.3		9.78	4.49		2390.9	12.8	-9.2	0.0	0.0
9	1.764	0.318	492.36		2.6	4.6	0.3		9.54	5.16		2829.8	12.8	-8.5	0.0	0.0
10	1.827	0.381	492.92		2.7	4.8	0.3		9.78	5.47		3196.0	13.4	-9.2	0.0	0.0
11	1.639	0.224	492.00		2.5	4.8	0.3		9.76	5.05		3503.0	12.8	-9.2	0.0	0.0
12	1.733	0.256	492.29		2.5	4.6	0.2		9.46	5.13		3760.0	12.2	-9.8	0.0	0.0
13	1.858	0.475	492.43		2.7	4.6	0.2		9.52	5.51		3977.9	12.2	-9.2	0.0	0.0
14	1.827	0.507	492.08		2.3	4.7	0.3		9.65	4.60		4128.7	13.4	-9.8	0.0	0.0
15	1.827	0.507	491.72		2.3	4.7	0.3		9.58	4.64		4609.0	13.4	-9.2	0.0	0.0
16	2.015	0.444	492.15		2.5	4.7	0.3		9.58	5.04		783.7	12.8	-8.5	0.0	0.0
17	2.016	0.350	492.71		2.6	4.9	0.3		10.02	5.20		-205.1	12.8	-9.2	0.0	0.0
18	1.890	0.350	491.65		2.4	4.7	0.3		9.76	4.77		287.5	12.2	-9.8	0.0	0.0
19	2.015	0.350	491.72		2.6	4.7	0.3		9.69	5.21		979.1	11.6	-9.2	0.0	0.0
20	1.984	0.444	492.29		2.5	4.8	0.3		9.83	5.11		1667.6	12.8	-9.2	0.0	0.0
21	1.858	0.475	491.94		2.5	4.7	0.3		9.75	5.00		2222.4	13.4	-9.2	0.0	0.0
22	1.732	0.318	492.22		2.6	4.6	0.2		9.54	5.24		2687.5	12.8	-8.5	0.0	0.0
