

ms	Fx [N]	Fy [N]	Fz [N]		Mx [Nm]	My [Nm]	Mz [Nm]		Cx [mm]	Cy [mm]		VS [mV]	R [mV]	B [mV]	G [mV]	W [mV]

1	1.596	-0.909	764.62		-13.7	-5.8	0.1		-7.57	-17.86		4624.3	12.2	-9.2	0.0	0.0
2	1.846	-1.035	764.41		-13.8	-6.0	0.1		-7.80	-18.04		785.6	12.8	-9.8	0.0	0.0
3	1.721	-0.815	765.75		-13.7	-5.9	0.1		-7.58	-17.84		-209.4	12.8	-9.8	0.0	0.0
4	1.502	-0.815	764.76		-13.8	-5.9	0.1		-7.64	-18.01		393.1	12.8	-9.2	0.0	0.0
5	1.596	-0.972	765.75		-13.5	-5.9	0.1		-7.62	-17.53		1092.6	12.8	-9.8	0.0	0.0
6	1.658	-0.878	764.97		-13.5	-5.8	0.1		-7.58	-17.67		1749.4	12.2	-11.0	0.0	0.0
7	1.846	-0.815	764.27		-13.8	-5.9	0.1		-7.67	-18.00		2294.5	12.8	-9.2	0.0	0.0
8	1.909	-0.752	766.17		-13.5	-5.8	0.1		-7.44	-17.58		2748.6	13.4	-8.5	0.0	0.0
9	1.690	-0.878	765.04		-13.6	-5.7	0.1		-7.43	-17.80		3129.5	12.8	-9.8	0.0	0.0
10	1.657	-1.066	765.40		-13.6	-5.9	0.0		-7.61	-17.76		3447.5	13.4	-9.8	0.0	0.0
11	1.720	-0.878	765.33		-13.7	-5.7	0.0		-7.39	-17.89		3712.4	12.8	-9.8	0.0	0.0
12	1.470	-0.752	764.27		-13.7	-5.9	-0.0		-7.63	-17.85		3940.7	13.4	-8.5	0.0	0.0
13	1.595	-0.815	765.82		-13.5	-5.8	0.0		-7.51	-17.66		4094.5	13.4	-9.8	0.0	0.0
14	1.783	-0.941	765.61		-13.6	-5.7	0.1		-7.42	-17.73		4578.5	13.4	-9.2	0.0	0.0
15	1.594	-1.098	765.47		-13.5	-5.9	-0.0		-7.62	-17.63		781.3	13.4	-9.2	0.0	0.0
16	1.563	-1.035	766.03		-13.5	-5.8	0.0		-7.56	-17.62		-195.3	12.2	-10.4	0.0	0.0
17	1.689	-1.035	764.48		-13.7	-5.8	0.1		-7.53	-17.86		157.5	12.2	-9.2	0.0	0.0
18	1.783	-1.066	765.05		-13.7	-6.0	0.1		-7.75	-17.89		839.3	12.2	-9.2	0.0	0.0
19	1.783	-0.878	765.33		-13.7	-5.9	0.1		-7.68	-17.84		1554.0	12.8	-9.8	0.0	0.0
20	1.689	-1.035	764.48		-13.8	-6.0	0.0		-7.73	-18.01		2124.2	12.8	-9.2	0.0	0.0
21	1.658	-1.035	765.96		-13.4	-5.9	0.1		-7.70	-17.44		2602.7	12.2	-11.0	0.0	0.0
22	1.846	-0.941	764.55		-13.7	-5.9	0.1		-7.61	-17.88		3005.6	12.2	-10.4	0.0	0.0
23	2.097	-1.129	764.20		-13.8	-5.9	0.1		-7.68	-17.96		3349.2	13.4	-9.2	0.0	0.0
24	1.783	-1.129	765.75		-13.5	-5.8	0.0		-7.55	-17.57		3633.0	13.4	-8.5	0.0	0.0
25	1.563	-1.255	764.76		-13.7	-5.8	-0.0		-7.57	-17.84		3868.6	13.4	-9.2	0.0	0.0
26	1.689	-1.318	765.33		-13.6	-5.9	0.0		-7.65	-17.72		4067.0	12.8	-9.8	0.0	0.0
27	1.720	-1.161	764.69		-13.7	-5.8	-0.0		-7.51	-17.92		4197.0	12.2	-10.4	0.0	0.0
28	1.625	-1.192	763.64		-13.9	-6.0	-0.1		-7.74	-18.12		4675.6	13.4	-9.8	0.0	0.0
29	1.876	-1.255	765.89		-13.4	-5.9	-0.0		-7.58	-17.46		794.1	12.8	-9.8	0.0	0.0
30	1.877	-1.381	765.26		-13.6	-5.7	0.0		-7.41	-17.70		-199.6	12.8	-10.4	0.0	0.0
31	1.688	-1.506	764.69		-13.6	-6.0	-0.0		-7.77	-17.71		617.7	12.8	-9.8	0.0	0.0
32	1.751	-1.569	764.83		-13.6	-5.9	-0.0		-7.67	-17.75		1330.0	11.6	-10.4	0.0	0.0
33	1.721	-1.506	763.49		-13.8	-5.9	0.0		-7.67	-17.96		1944.1	12.8	-11.0	0.0	0.0
34	1.877	-1.412	764.06		-13.6	-6.0	0.1		-7.79	-17.80		2456.2	14.0	-10.4	0.0	0.0
35	1.908	-1.443	763.92		-13.8	-5.9	0.1		-7.69	-17.95		2882.9	13.4	-9.2	0.0	0.0
36	1.658	-1.726	763.77		-13.8	-6.0	0.0		-7.83	-17.94		3239.9	12.8	-8.5	0.0	0.0
37	1.721	-1.663	764.41		-13.5	-6.0	0.0		-7.81	-17.55		3538.4	11.6	-9.8	0.0	0.0
38	1.972	-1.506	762.65		-13.8	-5.9	0.1		-7.70	-17.98		3794.8	13.4	-8.5	0.0	0.0
39	2.034	-1.663	763.35		-13.7	-6.0	0.0		-7.79	-17.86		4007.8	13.4	-8.5	0.0	0.0
40	1.845	-1.663	764.20		-13.6	-5.9	-0.0		-7.69	-17.68		4148.8	12.2	-9.2	0.0	0.0
41	1.689	-1.820	762.93		-13.9	-5.9	-0.0		-7.71	-18.16		4626.1	13.4	-8.5	0.0	0.0
42	1.721	-1.883	763.91		-13.6	-5.9	0.0		-7.67	-17.73		785.0	11.6	-11.0	0.0	0.0
43	1.658	-1.600	762.93		-13.6	-5.9	-0.0		-7.68	-17.82		-209.4	12.8	-9.8	0.0	0.0
44	1.563	-1.663	762.57		-13.8	-5.9	-0.1		-7.67	-18.05		396.1	13.4	-9.8	0.0	0.0
45	1.814	-1.820	764.19		-13.5	-5.8	-0.0		-7.50	-17.52		1095.6	12.8	-9.2	0.0	0.0
46	1.627	-1.820	763.28		-13.7	-5.8	0.0		-7.47	-17.82		1753.6	13.4	-9.2	0.0	0.0
47	1.626	-1.820	762.71		-13.7	-6.0	0.0		-7.86	-17.89		2290.2	12.8	-11.6	0.0	0.0
48	1.752	-1.820	762.71		-13.5	-5.9	0.0		-7.72	-17.68		2746.7	12.8	-9.2	0.0	0.0
49	1.658	-1.789	761.80		-13.8	-5.9	0.0		-7.69	-18.04		3131.3	13.4	-9.2	0.0	0.0
50	1.690	-1.726	762.92		-13.4	-6.1	0.0		-7.87	-17.56		3449.9	12.8	-10.4	0.0	0.0
51	1.721	-1.726	762.36		-13.7	-6.0	0.0		-7.75	-17.87		3716.7	13.4	-9.8	0.0	0.0
52	1.627	-1.757	761.87		-13.7	-6.0	0.0		-7.87	-17.86		3938.8	13.4	-10.4	0.0	0.0
53	1.846	-1.569	762.15		-13.4	-5.9	0.0		-7.73	-17.50		4090.2	12.2	-9.8	0.0	0.0
54	1.972	-1.632	761.09		-13.8	-5.8	0.1		-7.59	-18.11		4580.4	13.4	-9.8	0.0	0.0
55	1.909	-1.757	761.86		-13.5	-6.0	0.0		-7.86	-17.60		780.7	12.8	-10.4	0.0	0.0
56	1.721	-1.789	762.15		-13.6	-5.9	-0.0		-7.67	-17.75		-195.9	12.2	-9.2	0.0	0.0
57	1.564	-1.757	761.30		-13.7	-5.9	-0.0		-7.71	-17.97		159.9	12.8	-10.4	0.0	0.0
58	1.658	-1.632	761.16		-13.5	-5.9	-0.0		-7.68	-17.68		839.3	11.6	-10.4	0.0	0.0
59	1.658	-1.537	761.09		-13.7	-5.8	-0.0		-7.57	-17.91		1557.1	13.4	-9.2	0.0	0.0
60	1.657	-1.663	761.65		-13.5	-5.8	-0.1		-7.59	-17.64		2128.4	12.8	-9.8	0.0	0.0
61	1.846	-1.695	762.00		-13.3	-5.8	-0.0		-7.50	-17.35		2607.6	12.8	-10.4	0.0	0.0
62	1.627	-1.600	760.95		-13.6	-5.8	-0.0		-7.54	-17.76		3009.2	12.8	-9.8	0.0	0.0
63	1.877	-1.757	760.66		-13.5	-6.0	-0.0		-7.79	-17.71		3344.3	12.2	-9.8	0.0	0.0
64	1.972	-1.757	760.88		-13.5	-6.0	0.0		-7.77	-17.68		3633.6	12.8	-9.2	0.0	0.0
65	1.753	-1.632	760.31		-13.7	-6.0	0.0		-7.81	-17.95		3872.3	13.4	-8.5	0.0	0.0
