

ms	Fx [N]	Fy [N]	Fz [N]		Mx [Nm]	My [Nm]	Mz [Nm]		Cx [mm]	Cy [mm]		VS [mV]	R [mV]	B [mV]	G [mV]	W [mV]

1	1.142	-1.408	522.83		-8.8	1.6	-0.0		3.14	-16.69		1108.5	1073.1	1007.1	0.0	0.0
2	1.300	-1.722	522.97		-8.8	1.6	0.1		3.15	-16.74		1103.0	1067.0	1001.0	0.0	0.0
3	1.174	-1.816	523.60		-8.9	1.6	0.0		3.16	-16.90		1103.0	1067.6	999.8	0.0	0.0
4	0.954	-1.910	523.74		-8.9	1.7	-0.0		3.38	-16.97		1103.0	1067.6	998.6	0.0	0.0
5	1.238	-2.036	523.88		-8.7	1.8	0.1		3.58	-16.51		1104.8	1067.0	999.2	0.0	0.0
6	1.834	-1.659	523.53		-8.6	1.6	0.2		3.22	-16.36		1108.5	1071.8	1006.5	0.0	0.0
7	1.456	-1.659	522.68		-8.6	1.7	0.1		3.30	-16.38		1113.3	1075.5	1008.4	0.0	0.0
8	1.299	-1.816	523.60		-8.6	1.6	0.0		3.07	-16.31		1110.9	1073.1	1004.7	0.0	0.0
9	1.488	-1.910	523.81		-8.5	1.5	0.1		2.92	-16.04		1109.7	1070.6	1002.3	0.0	0.0
10	1.269	-1.848	524.10		-8.9	1.4	0.1		2.71	-16.85		1114.6	1073.7	1004.1	0.0	0.0
11	1.237	-1.659	523.53		-8.7	1.5	0.1		2.95	-16.58		1122.5	1079.2	1007.1	0.0	0.0
12	1.237	-2.005	523.95		-8.7	1.6	0.1		3.04	-16.47		1122.5	1082.2	1011.4	0.0	0.0
13	1.488	-1.879	523.32		-8.7	1.3	0.1		2.66	-16.54		1124.9	1085.3	1018.7	0.0	0.0
14	1.582	-1.596	523.46		-8.4	1.6	0.1		3.14	-15.88		1126.8	1088.3	1020.6	0.0	0.0
15	1.456	-1.879	524.16		-8.2	1.7	0.1		3.31	-15.47		1121.3	1084.7	1016.9	0.0	0.0
16	1.612	-1.911	524.87		-8.3	1.6	0.0		3.13	-15.60		1117.6	1079.2	1013.2	0.0	0.0
17	1.611	-1.659	524.38		-8.4	1.5	-0.1		2.97	-15.96		1114.6	1078.6	1012.0	0.0	0.0
18	1.299	-1.659	523.81		-8.5	1.5	-0.0		2.91	-16.06		1114.6	1077.3	1009.6	0.0	0.0
19	1.268	-1.879	524.38		-8.4	1.6	0.0		3.14	-15.95		1112.1	1074.9	1008.4	0.0	0.0
20	1.361	-1.910	524.66		-8.4	1.6	-0.0		3.19	-15.87		1112.7	1075.5	1010.2	0.0	0.0
21	1.549	-1.816	523.60		-8.2	1.6	-0.0		3.18	-15.57		1112.1	1075.5	1009.6	0.0	0.0
22	1.927	-1.910	523.60		-8.4	1.7	0.1		3.39	-15.93		1106.0	1068.2	1004.1	0.0	0.0
23	2.083	-1.910	524.16		-8.5	1.6	0.1		3.26	-16.07		1102.4	1065.7	1000.4	0.0	0.0
24	1.738	-1.785	524.44		-8.2	1.5	0.1		3.05	-15.62		1099.9	1064.5	998.6	0.0	0.0
25	1.581	-1.973	524.58		-8.1	1.6	0.0		3.18	-15.38		1099.3	1063.3	996.8	0.0	0.0
26	1.644	-2.005	525.15		-8.2	1.5	0.1		2.90	-15.44		1101.8	1063.9	996.8	0.0	0.0
27	1.863	-1.816	525.01		-8.4	1.5	0.1		2.91	-15.97		1110.9	1071.8	1004.7	0.0	0.0
28	1.801	-1.722	523.17		-8.3	1.5	0.1		3.06	-15.81		1118.8	1076.7	1007.8	0.0	0.0
29	1.863	-1.942	524.02		-8.4	1.4	0.1		2.82	-15.85		1112.1	1073.1	1004.1	0.0	0.0
30	1.895	-1.942	524.02		-8.2	1.6	0.1		3.25	-15.62		1112.7	1071.8	1002.9	0.0	0.0
31	1.832	-1.942	525.22		-8.2	1.7	0.1		3.35	-15.40		1112.7	1074.3	1004.7	0.0	0.0
32	1.926	-2.131	525.64		-7.9	1.8	0.1		3.45	-14.86		1118.2	1077.9	1006.5	0.0	0.0
33	2.051	-1.942	524.87		-8.1	1.6	0.0		3.25	-15.38		1118.8	1079.8	1010.2	0.0	0.0
34	1.831	-1.565	524.80		-8.1	1.7	-0.1		3.31	-15.29		1121.9	1083.4	1016.3	0.0	0.0
35	1.926	-1.565	523.46		-8.2	1.6	0.0		3.25	-15.51		1125.6	1087.1	1016.9	0.0	0.0
36	1.926	-1.879	524.45		-8.4	1.8	0.1		3.48	-15.98		1120.1	1083.4	1014.5	0.0	0.0
37	1.643	-1.848	524.94		-8.4	1.7	0.0		3.30	-15.94		1116.4	1078.6	1010.2	0.0	0.0
38	1.895	-1.879	525.15		-8.2	1.8	0.0		3.57	-15.59		1113.3	1077.3	1009.0	0.0	0.0
39	2.209	-2.005	525.36		-8.2	1.8	0.2		3.47	-15.40		1110.9	1075.5	1007.1	0.0	0.0
40	2.146	-1.816	524.73		-8.2	1.8	0.2		3.59	-15.61		1109.1	1072.5	1005.9	0.0	0.0
41	2.052	-1.753	524.51		-8.2	1.8	0.1		3.47	-15.58		1112.7	1076.7	1011.4	0.0	0.0
42	1.989	-1.942	524.02		-8.1	1.5	0.2		3.07	-15.40		1110.9	1076.1	1010.2	0.0	0.0
43	1.927	-1.879	524.94		-8.6	1.6	0.1		3.22	-16.23		1105.4	1069.4	1001.6	0.0	0.0
44	1.770	-1.754	525.58		-8.5	1.6	0.1		3.09	-16.03		1106.0	1066.3	998.6	0.0	0.0
45	1.864	-1.722	524.30		-8.5	1.7	0.2		3.43	-16.15		1107.9	1068.8	999.8	0.0	0.0
46	1.896	-2.068	525.01		-8.5	1.7	0.2		3.34	-16.10		1110.9	1071.8	1001.6	0.0	0.0
47	1.677	-2.005	524.38		-8.5	1.6	0.3		3.16	-16.02		1111.5	1073.7	1005.9	0.0	0.0
48	1.708	-1.848	524.94		-8.3	1.9	0.2		3.68	-15.71		1117.6	1078.6	1012.6	0.0	0.0
49	1.895	-2.193	525.36		-8.2	1.8	0.1		3.45	-15.38		1121.3	1080.4	1012.0	0.0	0.0
50	1.863	-1.879	524.31		-8.8	1.7	0.0		3.29	-16.58		1119.5	1079.2	1009.6	0.0	0.0
51	1.581	-1.533	525.01		-8.4	1.7	0.0		3.36	-15.99		1121.3	1079.8	1010.2	0.0	0.0
52	1.613	-1.753	525.01		-8.6	1.8	0.1		3.50	-16.35		1123.7	1082.8	1012.0	0.0	0.0
53	1.613	-2.099	525.44		-8.6	1.7	0.1		3.36	-16.24		1122.5	1083.4	1011.4	0.0	0.0
54	1.394	-2.036	525.58		-8.7	1.8	0.1		3.49	-16.38		1122.5	1083.4	1014.5	0.0	0.0
55	1.770	-1.942	524.66		-8.7	1.8	0.2		3.54	-16.38		1128.0	1088.9	1021.8	0.0	0.0
56	2.179	-2.068	523.67		-8.7	1.8	0.3		3.53	-16.48		1127.4	1088.3	1020.6	0.0	0.0
57	1.708	-1.879	524.52		-8.8	1.6	0.2		3.21	-16.69		1121.3	1084.7	1016.9	0.0	0.0
58	1.582	-1.910	525.29		-8.5	1.8	0.2		3.45	-16.11		1116.4	1080.4	1014.5	0.0	0.0
59	1.614	-2.099	525.44		-8.7	1.5	0.1		3.03	-16.46		1112.7	1077.9	1012.0	0.0	0.0
60	1.520	-2.068	525.37		-9.0	1.5	0.2		2.86	-16.95		1109.1	1073.7	1007.1	0.0	0.0
61	1.488	-1.879	524.38		-8.9	1.6	0.2		3.10	-16.91		1110.3	1073.1	1006.5	0.0	0.0
62	1.614	-1.879	524.03		-8.9	1.6	0.2		3.09	-16.81		1112.7	1076.1	1011.4	0.0	0.0
63	1.551	-2.225	523.82		-8.8	1.6	0.1		3.06	-16.61		1113.3	1075.5	1009.0	0.0	0.0
64	1.332	-2.256	524.81		-8.8	1.7	0.1		3.37	-16.66		1106.6	1069.4	1002.3	0.0	0.0
65	1.426	-2.225	525.86		-8.5	1.8	0.2		3.49	-16.00		1104.2	1065.1	1001.0	0.0	0.0
66	1.581	-2.288	525.37		-8.8	1.7	0.1		3.29	-16.56		1107.2	1068.2	999.2	0.0	0.0
67	1.487	-1.879	524.80		-8.7	1.6	-0.0		3.19	-16.53		1112.1	1070.6	999.8	0.0	0.0
68	1.268	-1.659	524.38		-8.8	1.7	-0.0		3.28	-16.71		1117.0	1075.5	1004.1	0.0	0.0
