

ms	Fx [N]	Fy [N]	Fz [N]		Mx [Nm]	My [Nm]	Mz [Nm]		Cx [mm]	Cy [mm]		VS [mV]	R [mV]	B [mV]	G [mV]	W [mV]

1	1.442	0.096	422.01		2.3	10.3	0.2		24.60	5.55		787.4	12.8	-9.2	0.0	0.0
2	1.285	0.159	422.15		2.5	10.3	0.1		24.41	5.91		-208.8	12.2	-8.5	0.0	0.0
3	1.378	0.065	422.99		2.8	10.2	0.1		24.31	6.55		392.5	11.6	-9.8	0.0	0.0
4	1.348	-0.124	422.71		2.6	10.3	0.2		24.55	6.20		1090.8	12.2	-10.4	0.0	0.0
5	1.348	-0.123	422.36		2.8	10.3	0.2		24.49	6.53		1751.2	11.6	-9.2	0.0	0.0
6	1.442	-0.123	422.50		2.7	10.3	0.2		24.54	6.35		2295.1	12.2	-9.2	0.0	0.0
7	1.474	-0.218	421.93		2.5	10.3	0.2		24.46	5.90		2750.4	12.8	-9.8	0.0	0.0
8	1.379	-0.438	422.36		2.6	10.2	0.2		24.20	6.09		3129.5	12.8	-9.8	0.0	0.0
9	1.379	-0.249	422.85		2.6	10.2	0.2		24.26	6.12		3445.6	11.6	-9.8	0.0	0.0
10	1.380	-0.124	421.44		2.5	10.2	0.3		24.28	5.85		3716.7	12.8	-9.8	0.0	0.0
11	1.505	-0.281	422.57		2.6	10.1	0.2		24.11	6.22		3942.5	13.4	-8.5	0.0	0.0
12	1.473	-0.218	423.20		2.6	10.2	0.2		24.21	6.25		4094.5	12.8	-9.8	0.0	0.0
13	1.506	-0.281	422.29		2.5	10.3	0.3		24.53	5.85		4575.5	12.8	-11.0	0.0	0.0
14	1.443	-0.500	422.22		2.5	10.2	0.2		24.27	6.01		797.8	11.6	-10.4	0.0	0.0
15	1.411	-0.281	422.50		2.6	10.2	0.2		24.31	6.08		-190.4	12.2	-9.2	0.0	0.0
16	1.286	-0.249	422.22		2.2	10.4	0.2		24.66	5.16		158.1	12.8	-9.8	0.0	0.0
17	1.223	-0.406	423.14		2.4	10.2	0.2		24.29	5.76		838.7	12.2	-9.8	0.0	0.0
18	1.285	-0.343	423.70		2.4	10.3	0.1		24.49	5.65		1551.0	12.8	-9.2	0.0	0.0
19	1.316	-0.343	422.71		2.3	10.4	0.2		24.73	5.58		2120.5	11.6	-9.8	0.0	0.0
20	1.505	-0.343	423.77		2.6	10.3	0.2		24.47	6.16		2607.0	12.2	-9.8	0.0	0.0
21	1.380	-0.281	423.35		2.5	10.3	0.2		24.49	5.88		3011.7	12.8	-9.2	0.0	0.0
22	1.223	-0.469	422.43		2.3	10.3	0.3		24.50	5.41		3349.2	12.2	-9.8	0.0	0.0
23	1.380	-0.469	423.56		2.4	10.2	0.3		24.27	5.76		3631.2	12.8	-10.4	0.0	0.0
24	1.317	-0.155	423.21		2.4	10.3	0.3		24.38	5.78		3868.0	12.8	-9.2	0.0	0.0
25	1.255	-0.218	422.36		2.1	10.2	0.3		24.36	5.07		4072.5	12.2	-8.5	0.0	0.0
26	1.443	-0.406	423.42		2.5	10.1	0.3		24.05	6.03		4202.5	12.2	-9.2	0.0	0.0
27	1.380	-0.343	423.84		2.3	10.4	0.3		24.55	5.56		4675.0	12.8	-8.5	0.0	0.0
28	1.318	-0.312	422.85		2.3	10.3	0.3		24.54	5.48		793.5	12.2	-10.4	0.0	0.0
29	1.380	-0.281	423.49		2.7	10.2	0.3		24.31	6.43		-200.2	12.2	-9.2	0.0	0.0
30	1.192	-0.218	423.98		2.4	10.5	0.2		24.76	5.64		617.7	12.8	-9.2	0.0	0.0
31	1.066	-0.343	423.42		2.2	10.4	0.2		24.61	5.20		1332.5	12.2	-9.2	0.0	0.0
32	0.909	-0.312	424.19		2.4	10.4	0.2		24.52	5.69		1941.0	12.8	-9.8	0.0	0.0
33	0.972	-0.123	423.56		2.3	10.5	0.2		24.77	5.46		2450.1	12.2	-9.2	0.0	0.0
34	1.223	-0.218	423.70		2.3	10.3	0.2		24.48	5.55		2883.5	12.2	-9.8	0.0	0.0
35	1.254	-0.155	425.11		2.7	10.5	0.2		24.70	6.26		3242.4	12.2	-9.2	0.0	0.0
36	1.129	-0.186	423.49		2.2	10.4	0.3		24.64	5.32		3542.7	12.8	-7.9	0.0	0.0
37	1.066	-0.312	423.63		2.2	10.3	0.2		24.39	5.24		3793.6	12.8	-9.8	0.0	0.0
38	1.254	-0.186	424.19		2.5	10.4	0.2		24.55	5.86		4003.5	11.6	-10.4	0.0	0.0
39	1.223	-0.061	423.21		2.1	10.3	0.3		24.43	4.95		4150.6	12.8	-9.8	0.0	0.0
40	1.129	-0.092	423.63		2.2	10.3	0.2		24.34	5.13		4631.0	13.4	-8.5	0.0	0.0
41	1.223	-0.186	424.41		2.4	10.4	0.2		24.50	5.72		787.4	12.2	-9.2	0.0	0.0
42	1.035	-0.155	423.92		2.1	10.4	0.3		24.66	5.04		-209.4	11.6	-10.4	0.0	0.0
43	1.255	-0.218	423.28		2.2	10.3	0.3		24.45	5.19		391.9	11.6	-9.2	0.0	0.0
44	1.192	-0.123	424.20		2.2	10.5	0.3		24.77	5.22		1095.6	12.2	-8.5	0.0	0.0
45	0.973	-0.061	424.20		2.1	10.4	0.2		24.70	5.03		1756.7	12.8	-9.2	0.0	0.0
46	1.066	-0.312	424.48		2.2	10.3	0.2		24.46	5.14		2292.0	12.2	-9.8	0.0	0.0
47	0.972	-0.123	424.55		2.2	10.4	0.2		24.65	5.26		2744.9	11.6	-10.4	0.0	0.0
48	0.878	-0.061	423.35		2.1	10.4	0.2		24.68	4.95		3130.1	12.2	-9.2	0.0	0.0
49	1.223	-0.343	424.98		2.2	10.4	0.2		24.53	5.27		3451.7	12.8	-9.2	0.0	0.0
50	1.223	-0.218	425.89		2.4	10.5	0.2		24.79	5.66		3717.3	12.2	-8.5	0.0	0.0
51	0.941	-0.249	423.85		2.1	10.4	0.2		24.57	5.00		3940.1	12.8	-8.5	0.0	0.0
52	1.066	-0.500	423.77		2.1	10.3	0.2		24.32	5.07		4090.2	11.0	-9.8	0.0	0.0
53	1.192	-0.312	423.85		2.0	10.3	0.3		24.47	4.82		4579.1	12.2	-9.8	0.0	0.0
54	1.004	-0.249	423.21		1.9	10.2	0.3		24.29	4.41		789.8	12.8	-9.8	0.0	0.0
55	1.129	-0.469	424.13		2.2	10.3	0.3		24.28	5.20		-192.9	12.2	-8.5	0.0	0.0
56	1.098	-0.438	424.83		2.2	10.4	0.3		24.47	5.28		159.3	11.6	-9.8	0.0	0.0
57	1.098	-0.375	423.28		1.9	10.3	0.3		24.32	4.47		839.9	11.0	-9.8	0.0	0.0
58	1.381	-0.469	423.99		2.0	10.4	0.3		24.59	4.83		1558.3	12.2	-9.2	0.0	0.0
59	1.224	-0.595	424.20		2.1	10.4	0.3		24.60	4.89		2128.4	12.8	-8.5	0.0	0.0
60	1.004	-0.689	423.78		1.9	10.3	0.2		24.43	4.53		2607.6	12.8	-9.8	0.0	0.0
61	1.255	-0.595	425.12		2.1	10.4	0.3		24.52	5.01		3008.6	12.2	-10.4	0.0	0.0
62	1.160	-0.500	423.71		1.9	10.5	0.2		24.77	4.47		3348.6	12.2	-9.2	0.0	0.0
63	1.035	-0.595	423.28		1.8	10.3	0.1		24.49	4.30		3636.1	12.8	-8.5	0.0	0.0
64	1.317	-0.720	424.97		2.2	10.5	0.2		24.71	5.21		3872.9	12.8	-8.5	0.0	0.0
65	1.160	-0.815	424.55		2.1	10.6	0.2		25.01	4.95		4070.1	12.2	-10.4	0.0	0.0
66	1.223	-0.815	423.50		1.9	10.3	0.2		24.47	4.55		4198.3	11.0	-11.0	0.0	0.0
67	1.443	-0.815	423.35		1.9	10.3	0.3		24.49	4.55		4677.4	12.8	-9.2	0.0	0.0
68	1.349	-0.815	423.21		1.8	10.4	0.3		24.61	4.27		795.3	11.6	-8.5	0.0	0.0
69	1.380	-0.815	423.50		1.7	10.2	0.2		24.30	4.18		-199.0	12.2	-9.2	0.0	0.0
70	1.255	-0.846	424.27		1.8	10.4	0.2		24.63	4.40		625.0	12.2	-9.2	0.0	0.0
71	1.286	-0.783	423.42		1.8	10.4	0.2		24.68	4.32		1337.4	11.6	-9.8	0.0	0.0
72	1.474	-0.815	423.14		1.7	10.2	0.2		24.30	4.04		1950.8	11.6	-9.8	0.0	0.0
73	1.568	-0.752	424.27		2.0	10.4	0.3		24.71	4.76		2461.7	12.2	-9.2	0.0	0.0
74	1.286	-0.940	423.14		1.7	10.5	0.2		24.87	4.15		2889.0	12.2	-9.2	0.0	0.0
75	1.098	-1.034	423.71		1.8	10.4	0.2		24.53	4.33		3244.2	12.2	-11.0	0.0	0.0
76	1.349	-0.815	424.13		1.8	10.5	0.2		24.88	4.31		3544.5	12.8	-10.4	0.0	0.0
77	1.317	-0.720	422.79		1.5	10.5	0.2		24.92	3.63		3802.1	12.2	-8.5	0.0	0.0
78	1.348	-0.877	424.06		1.9	10.3	0.1		24.50	4.45		4011.5	12.2	-9.2	0.0	0.0
79	1.411	-1.129	424.48		1.8	10.5	0.2		24.83	4.38		4151.9	12.2	-9.8	0.0	0.0
80	1.223	-1.066	424.13		1.8	10.6	0.2		25.16	4.24		4629.2	12.2	-11.0	0.0	0.0
81	1.536	-0.972	423.49		1.9	10.4	0.2		24.67	4.56		786.2	12.8	-9.2	0.0	0.0
82	1.537	-1.129	423.43		1.5	10.4	0.2		24.75	3.70		-210.6	12.2	-9.2	0.0	0.0
