

ms	Fx [N]	Fy [N]	Fz [N]		Mx [Nm]	My [Nm]	Mz [Nm]		Cx [mm]	Cy [mm]		VS [mV]	R [mV]	B [mV]	G [mV]	W [mV]

1	1.753	-0.092	605.93		-5.4	1.5	0.1		2.64	-8.84		1283.0	1234.8	1157.9	0.0	0.0
2	2.191	0.033	607.55		-5.0	1.7	0.1		2.88	-8.22		1281.8	1235.4	1157.9	0.0	0.0
3	2.004	0.473	607.84		-5.4	1.6	0.1		2.75	-8.94		1281.8	1234.2	1157.3	0.0	0.0
4	1.815	0.253	606.14		-5.2	1.5	0.0		2.50	-8.57		1286.7	1241.5	1165.8	0.0	0.0
5	2.410	0.128	608.05		-4.9	1.5	0.1		2.67	-8.00		1281.2	1236.0	1162.8	0.0	0.0
6	2.192	0.159	607.28		-5.5	1.5	0.1		2.64	-9.06		1278.8	1232.4	1157.3	0.0	0.0
7	2.129	-0.249	606.78		-5.1	1.5	0.1		2.58	-8.44		1281.8	1237.3	1163.4	0.0	0.0
8	2.474	-0.344	608.68		-4.8	1.7	0.2		2.93	-7.87		1276.9	1231.8	1159.7	0.0	0.0
9	2.005	-0.438	607.91		-5.2	1.7	0.3		2.97	-8.61		1272.1	1226.9	1153.6	0.0	0.0
10	1.941	-0.564	607.27		-5.0	1.6	0.2		2.79	-8.26		1273.9	1231.2	1157.9	0.0	0.0
11	2.286	-0.407	608.61		-4.9	1.8	0.2		3.11	-7.96		1269.0	1223.8	1152.4	0.0	0.0
12	1.817	-0.218	607.91		-5.4	1.7	0.3		2.96	-8.81		1266.6	1220.2	1146.3	0.0	0.0
13	1.754	-0.344	606.50		-5.3	1.6	0.2		2.68	-8.69		1270.8	1225.7	1151.2	0.0	0.0
14	2.256	-0.438	608.26		-5.1	1.7	0.3		2.96	-8.31		1266.6	1220.2	1148.1	0.0	0.0
15	1.911	-0.281	607.77		-5.6	1.7	0.2		2.89	-9.19		1264.7	1218.3	1142.6	0.0	0.0
16	1.910	-0.626	606.22		-5.4	1.4	0.2		2.45	-8.94		1271.4	1225.1	1150.0	0.0	0.0
17	2.349	-0.564	607.84		-5.3	1.7	0.3		2.85	-8.63		1270.8	1223.8	1147.5	0.0	0.0
18	2.037	-0.281	607.00		-5.8	1.6	0.3		2.75	-9.56		1271.4	1222.6	1146.3	0.0	0.0
19	1.942	-0.658	606.01		-5.5	1.5	0.2		2.55	-9.10		1277.5	1230.5	1156.1	0.0	0.0
20	2.318	-0.532	607.48		-5.3	1.7	0.3		2.87	-8.73		1278.8	1228.7	1154.9	0.0	0.0
21	1.974	-0.281	606.85		-5.7	1.7	0.3		2.91	-9.37		1280.6	1229.3	1153.0	0.0	0.0
22	1.942	-0.626	605.94		-5.8	1.5	0.2		2.53	-9.46		1288.5	1239.7	1164.0	0.0	0.0
23	2.287	-0.564	607.98		-5.5	1.7	0.2		2.97	-9.01		1286.1	1238.5	1161.6	0.0	0.0
24	1.880	-0.532	607.99		-6.0	1.6	0.3		2.74	-9.78		1283.6	1235.4	1160.3	0.0	0.0
25	1.911	-0.909	606.79		-5.8	1.5	0.2		2.57	-9.43		1286.7	1240.9	1168.9	0.0	0.0
26	2.162	-0.752	608.12		-5.4	1.6	0.2		2.68	-8.88		1281.2	1237.3	1162.8	0.0	0.0
27	1.692	-0.626	607.77		-5.6	1.7	0.2		2.92	-9.17		1275.7	1233.0	1156.7	0.0	0.0
28	1.942	-0.846	606.56		-5.3	1.6	0.1		2.75	-8.70		1280.0	1235.4	1161.6	0.0	0.0
29	2.381	-0.658	608.26		-5.1	1.8	0.2		3.09	-8.43		1273.3	1229.9	1156.1	0.0	0.0
30	1.943	-0.438	607.35		-5.7	1.8	0.3		3.01	-9.38		1270.2	1226.3	1151.2	0.0	0.0
31	1.911	-0.752	606.07		-5.5	1.7	0.1		2.98	-9.06		1270.8	1229.3	1156.1	0.0	0.0
32	2.350	-0.815	607.98		-5.4	1.9	0.2		3.21	-8.87		1265.9	1222.0	1151.2	0.0	0.0
33	2.131	-0.658	607.07		-5.9	1.9	0.3		3.23	-9.76		1262.3	1217.1	1145.1	0.0	0.0
34	2.256	-1.003	606.22		-5.7	1.8	0.2		3.03	-9.30		1267.8	1222.0	1150.6	0.0	0.0
35	2.632	-1.035	608.05		-5.4	2.0	0.3		3.37	-8.89		1266.6	1219.6	1145.1	0.0	0.0
36	2.101	-0.878	607.63		-5.9	1.9	0.3		3.30	-9.67		1264.7	1217.1	1140.8	0.0	0.0
37	1.942	-1.192	606.57		-5.7	1.8	0.2		3.12	-9.26		1272.1	1226.3	1150.0	0.0	0.0
38	2.161	-1.129	607.98		-5.4	2.1	0.2		3.49	-8.85		1272.7	1225.1	1148.1	0.0	0.0
39	1.692	-1.003	607.28		-5.9	2.1	0.2		3.47	-9.70		1272.7	1225.1	1146.3	0.0	0.0
40	1.628	-1.255	606.78		-5.8	1.8	0.1		3.12	-9.54		1278.2	1231.8	1156.1	0.0	0.0
41	1.973	-1.066	607.91		-5.5	1.9	0.1		3.26	-9.02		1278.8	1230.5	1153.6	0.0	0.0
42	1.692	-0.940	606.64		-6.1	2.0	0.2		3.33	-9.94		1278.2	1229.9	1153.6	0.0	0.0
43	1.848	-1.380	606.15		-5.8	1.8	0.1		3.07	-9.44		1284.9	1237.3	1163.4	0.0	0.0
44	2.318	-1.255	607.70		-5.7	2.0	0.2		3.42	-9.36		1281.2	1234.8	1159.7	0.0	0.0
45	1.911	-1.097	606.79		-6.1	1.9	0.2		3.26	-10.06		1277.5	1233.0	1155.5	0.0	0.0
46	1.817	-1.255	605.72		-5.7	1.8	0.1		3.08	-9.39		1283.0	1239.7	1164.6	0.0	0.0
47	2.037	-0.909	608.05		-5.6	2.1	0.2		3.50	-9.22		1276.9	1234.8	1160.3	0.0	0.0
48	1.598	-0.720	607.28		-5.9	2.0	0.1		3.38	-9.65		1273.9	1228.1	1154.9	0.0	0.0
49	1.722	-1.129	606.78		-5.8	1.7	0.0		2.96	-9.42		1275.7	1231.2	1161.0	0.0	0.0
50	2.161	-1.066	608.05		-5.8	2.0	0.1		3.47	-9.40		1273.3	1229.3	1156.1	0.0	0.0
51	1.943	-1.066	607.28		-6.1	2.0	0.2		3.40	-9.96		1267.2	1224.4	1149.4	0.0	0.0
52	2.067	-1.663	606.99		-5.6	1.9	0.1		3.20	-9.10		1262.9	1222.6	1153.0	0.0	0.0
53	2.225	-1.380	608.76		-5.5	2.2	0.3		3.75	-8.99		1259.8	1217.7	1145.7	0.0	0.0
54	1.693	-1.286	607.77		-5.9	2.1	0.4		3.56	-9.58		1261.1	1215.3	1140.2	0.0	0.0
55	1.724	-1.632	606.92		-5.5	2.0	0.2		3.45	-8.94		1265.9	1222.0	1146.3	0.0	0.0
56	1.912	-1.223	607.84		-5.6	2.3	0.3		3.84	-9.17		1262.3	1216.5	1142.0	0.0	0.0
57	1.380	-1.223	606.72		-6.2	2.1	0.3		3.57	-10.15		1265.3	1217.7	1140.2	0.0	0.0
58	1.567	-1.789	605.93		-5.9	1.9	0.2		3.16	-9.65		1271.4	1226.3	1150.0	0.0	0.0
59	2.006	-1.600	607.42		-5.9	2.1	0.3		3.56	-9.67		1272.1	1225.1	1149.4	0.0	0.0
60	1.505	-1.412	606.72		-6.4	2.0	0.3		3.30	-10.46		1271.4	1224.4	1147.5	0.0	0.0
61	1.693	-1.663	605.87		-6.0	1.8	0.3		3.07	-9.88		1278.8	1231.2	1154.9	0.0	0.0
62	2.007	-1.412	608.05		-5.9	2.1	0.4		3.54	-9.64		1278.2	1231.8	1154.2	0.0	0.0
63	1.537	-1.223	606.57		-6.2	2.1	0.4		3.54	-10.21		1278.2	1232.4	1153.6	0.0	0.0
64	1.693	-1.349	606.36		-5.8	2.0	0.3		3.41	-9.54		1283.0	1237.9	1161.0	0.0	0.0
65	1.944	-1.098	607.98		-6.0	2.2	0.3		3.76	-9.88		1281.2	1235.4	1159.1	0.0	0.0
66	1.474	-1.066	606.79		-6.6	2.2	0.3		3.64	-10.76		1282.4	1234.2	1157.3	0.0	0.0
67	1.536	-1.443	606.86		-6.1	1.9	0.2		3.26	-9.94		1283.0	1239.1	1165.8	0.0	0.0
68	1.850	-1.192	608.13		-6.3	2.0	0.3		3.39	-10.26		1276.3	1233.0	1159.7	0.0	0.0
69	1.411	-1.192	607.07		-6.4	2.0	0.3		3.31	-10.50		1270.8	1231.2	1154.9	0.0	0.0
70	1.442	-1.726	607.07		-5.9	1.9	0.2		3.23	-9.57		1267.8	1231.2	1161.0	0.0	0.0
71	1.756	-1.443	608.62		-5.9	2.2	0.3		3.73	-9.63		1264.1	1222.6	1153.0	0.0	0.0
72	1.255	-1.255	607.98		-6.1	2.2	0.3		3.76	-10.00		1260.5	1217.1	1143.9	0.0	0.0
73	1.473	-1.600	606.92		-5.8	2.1	0.2		3.56	-9.51		1263.5	1220.2	1149.4	0.0	0.0
74	1.756	-1.286	609.04		-5.9	2.4	0.3		3.97	-9.56		1261.7	1217.1	1145.1	0.0	0.0
75	1.255	-1.286	607.56		-6.1	2.3	0.3		3.81	-10.00		1261.7	1215.9	1140.2	0.0	0.0
76	1.505	-1.726	606.64		-5.9	2.2	0.2		3.68	-9.71		1265.9	1220.2	1146.9	0.0	0.0
77	1.945	-1.380	608.41		-6.2	2.4	0.4		4.08	-10.05		1267.2	1220.2	1144.5	0.0	0.0
78	1.696	-1.537	606.86		-6.5	2.3	0.4		3.96	-10.58		1267.8	1218.9	1141.4	0.0	0.0
79	1.914	-1.977	606.43		-6.0	2.3	0.3		3.85	-9.73		1273.9	1225.7	1151.2	0.0	0.0
80	2.164	-1.726	607.98		-6.2	2.5	0.4		4.26	-10.10		1274.5	1226.9	1150.6	0.0	0.0
81	1.506	-1.694	606.93		-6.6	2.5	0.3		4.13	-10.85		1276.3	1225.1	1148.1	0.0	0.0
82	1.442	-2.040	606.99		-6.1	2.3	0.2		3.94	-9.91		1282.4	1236.0	1158.5	0.0	0.0
83	1.474	-1.789	608.55		-6.2	2.5	0.2		4.26	-10.15		1283.0	1234.2	1157.9	0.0	0.0
