

ms	Fx [N]	Fy [N]	Fz [N]		Mx [Nm]	My [Nm]	Mz [Nm]		Cx [mm]	Cy [mm]		VS [mV]	R [mV]	B [mV]	G [mV]	W [mV]

1	1.638	1.411	412.42		-4.4	-0.4	0.1		-0.78	-10.70		5211.5	34.2	52.5	0.0	0.0
2	0.885	1.285	411.86		-5.1	-0.3	-0.0		-0.66	-12.40		5210.9	34.8	54.3	0.0	0.0
3	1.105	1.568	411.92		-4.5	-0.4	0.0		-0.79	-11.05		5211.5	35.4	66.5	0.0	0.0
4	1.135	1.568	410.80		-5.1	-0.5	-0.1		-1.03	-12.50		5212.1	34.8	61.6	0.0	0.0
5	1.292	1.254	412.56		-4.3	-0.4	-0.0		-0.87	-10.49		5212.7	34.2	54.9	0.0	0.0
6	0.792	1.096	411.36		-4.7	-0.3	0.1		-0.64	-11.50		5212.7	34.2	50.7	0.0	0.0
7	0.949	1.316	411.71		-4.6	-0.5	0.1		-1.25	-11.18		5212.7	34.8	54.3	0.0	0.0
8	0.886	1.473	410.45		-5.1	-0.5	0.1		-1.14	-12.55		5212.7	35.4	52.5	0.0	0.0
9	0.948	1.505	412.21		-4.8	-0.7	0.0		-1.52	-11.70		5212.1	34.2	50.1	0.0	0.0
10	0.729	1.254	410.44		-4.8	-0.6	0.0		-1.40	-11.87		5212.7	34.2	53.7	0.0	0.0
11	0.980	1.442	411.78		-4.5	-0.3	0.1		-0.74	-11.04		5212.7	34.8	43.9	0.0	0.0
12	0.980	1.379	409.67		-5.0	-0.4	0.1		-0.87	-12.33		5212.1	34.2	50.1	0.0	0.0
13	0.603	1.317	411.85		-4.4	-0.3	-0.0		-0.80	-10.80		5212.1	34.8	53.7	0.0	0.0
14	0.321	1.348	410.16		-5.0	-0.3	-0.0		-0.83	-12.36		5211.5	34.8	47.6	0.0	0.0
15	0.478	1.725	411.50		-4.5	-0.3	-0.0		-0.78	-10.98		5212.1	34.8	51.9	0.0	0.0
16	0.540	1.568	409.60		-4.9	-0.5	-0.1		-1.17	-12.20		5210.9	34.2	56.8	0.0	0.0
17	0.697	1.191	411.99		-4.2	-0.3	-0.0		-0.67	-10.41		5210.9	34.2	53.7	0.0	0.0
18	0.384	1.159	409.60		-4.8	-0.4	0.0		-1.00	-11.79		5211.5	34.8	53.7	0.0	0.0
19	0.573	1.348	410.44		-4.6	-0.4	0.1		-1.05	-11.40		5211.5	34.2	50.1	0.0	0.0
20	0.290	1.348	408.61		-5.1	-0.6	0.0		-1.38	-12.50		5211.5	34.2	42.1	0.0	0.0
21	0.322	1.222	411.01		-4.9	-0.5	0.0		-1.31	-12.14		5211.5	34.2	43.9	0.0	0.0
22	0.259	1.034	409.24		-4.8	-0.6	-0.1		-1.47	-11.84		5212.1	34.8	47.6	0.0	0.0
23	0.698	1.002	410.73		-4.8	-0.4	0.0		-0.86	-11.65		5212.1	34.2	55.5	0.0	0.0
24	0.511	0.940	409.10		-5.1	-0.4	0.1		-0.84	-12.50		5212.7	34.8	46.4	0.0	0.0
25	0.134	1.097	411.36		-4.7	-0.3	-0.0		-0.75	-11.59		5212.1	35.4	45.8	0.0	0.0
