

ms	Fx [N]	Fy [N]	Fz [N]		Mx [Nm]	My [Nm]	Mz [Nm]		Cx [mm]	Cy [mm]		VS [mV]	R [mV]	B [mV]	G [mV]	W [mV]

1	1.153	-0.313	332.80		-7.8	-1.7	-0.1		-4.90	-23.31		413.8	12.8	-9.2	0.0	0.0
2	1.059	-0.407	333.71		-7.6	-1.8	-0.1		-5.37	-22.84		-26.2	12.8	-9.8	0.0	0.0
3	1.121	-0.407	334.70		-7.4	-1.7	-0.2		-4.98	-22.07		797.2	12.2	-9.2	0.0	0.0
4	1.028	-0.187	334.77		-7.5	-1.7	-0.1		-4.95	-22.50		1506.4	12.8	-9.2	0.0	0.0
5	0.934	-0.030	333.29		-7.8	-1.7	-0.1		-5.02	-23.36		2081.4	11.6	-9.8	0.0	0.0
6	0.903	0.001	332.94		-7.6	-1.9	-0.1		-5.51	-22.87		2575.2	13.4	-8.5	0.0	0.0
7	1.028	0.033	333.78		-7.6	-1.8	-0.1		-5.34	-22.70		2985.4	13.4	-8.5	0.0	0.0
8	1.153	0.033	334.28		-7.4	-1.7	-0.1		-5.06	-22.14		3327.8	12.8	-8.5	0.0	0.0
9	1.090	-0.061	333.85		-7.5	-1.7	-0.1		-5.00	-22.51		3613.5	12.8	-9.2	0.0	0.0
10	0.840	-0.093	333.43		-7.6	-1.8	-0.1		-5.32	-22.65		3852.2	12.8	-9.8	0.0	0.0
11	0.933	-0.061	333.85		-7.4	-1.9	-0.2		-5.53	-22.16		4054.2	11.6	-9.2	0.0	0.0
12	1.090	0.001	333.71		-7.4	-1.8	-0.1		-5.37	-22.18		4192.8	12.8	-8.5	0.0	0.0
13	1.185	0.096	334.21		-7.5	-1.7	-0.1		-4.95	-22.33		4668.3	12.8	-9.2	0.0	0.0
14	1.216	0.127	333.43		-7.7	-1.7	-0.1		-4.92	-23.02		794.1	12.8	-9.2	0.0	0.0
15	1.154	-0.061	333.29		-7.6	-1.8	-0.1		-5.22	-22.66		-205.1	12.8	-8.5	0.0	0.0
16	1.248	-0.093	334.35		-7.3	-1.7	-0.1		-5.01	-21.84		577.4	11.6	-9.8	0.0	0.0
17	1.153	0.127	333.92		-7.3	-1.6	-0.1		-4.81	-22.00		1290.4	11.6	-9.2	0.0	0.0
18	0.996	0.127	333.22		-7.5	-1.7	-0.1		-5.05	-22.51		1914.2	12.8	-8.5	0.0	0.0
19	0.902	0.127	333.43		-7.5	-1.7	-0.1		-5.02	-22.56		2429.3	13.4	-8.5	0.0	0.0
20	0.996	0.127	333.71		-7.4	-1.8	-0.2		-5.23	-22.30		2863.3	13.4	-7.9	0.0	0.0
21	1.121	0.064	334.14		-7.5	-1.6	-0.1		-4.70	-22.39		3222.9	12.8	-8.5	0.0	0.0
22	1.028	0.127	333.93		-7.6	-1.6	-0.1		-4.82	-22.81		3524.4	12.2	-10.4	0.0	0.0
23	1.028	0.221	332.65		-7.6	-1.7	-0.2		-4.91	-22.91		3781.4	12.2	-9.2	0.0	0.0
24	0.839	0.284	332.80		-7.7	-1.7	-0.2		-5.07	-23.14		3999.9	12.8	-7.9	0.0	0.0
25	0.996	0.284	334.63		-7.2	-1.7	-0.2		-4.96	-21.62		4142.7	13.4	-8.5	0.0	0.0
26	1.027	0.378	334.14		-7.5	-1.7	-0.2		-4.85	-22.42		4621.3	13.4	-8.5	0.0	0.0
27	0.902	0.378	333.50		-7.5	-1.7	-0.2		-4.98	-22.63		785.6	12.8	-8.5	0.0	0.0
28	0.933	0.253	333.29		-7.5	-1.7	-0.2		-5.09	-22.58		-208.1	11.0	-9.8	0.0	0.0
29	1.278	0.253	333.36		-7.2	-1.7	-0.1		-5.10	-21.70		347.9	12.2	-9.2	0.0	0.0
30	1.372	0.347	334.63		-7.4	-1.6	-0.1		-4.55	-22.09		1045.6	12.8	-8.5	0.0	0.0
31	1.215	0.378	334.35		-7.3	-1.6	-0.1		-4.57	-22.00		1716.4	12.2	-9.2	0.0	0.0
32	1.027	0.253	333.64		-7.3	-1.6	-0.2		-4.75	-22.03		2261.5	12.8	-9.2	0.0	0.0
33	0.933	0.284	333.85		-7.4	-1.8	-0.2		-5.31	-22.19		2719.3	12.2	-9.8	0.0	0.0
34	1.184	0.316	333.92		-7.3	-1.7	-0.1		-4.95	-21.90		3102.6	11.0	-9.8	0.0	0.0
35	1.216	0.316	333.57		-7.4	-1.8	-0.1		-5.36	-22.33		3431.6	12.8	-8.5	0.0	0.0
36	1.059	0.316	333.15		-7.7	-1.7	-0.1		-5.01	-23.06		3702.0	12.8	-9.2	0.0	0.0
37	1.247	0.253	333.78		-7.5	-1.8	-0.1		-5.32	-22.37		3928.5	12.8	-9.2	0.0	0.0
38	1.278	0.158	334.06		-7.3	-1.8	-0.1		-5.31	-21.99		4101.2	13.4	-9.8	0.0	0.0
39	1.216	0.284	333.92		-7.4	-1.7	-0.1		-5.10	-22.13		4388.7	12.8	-11.0	0.0	0.0
40	1.184	0.504	333.08		-7.5	-1.7	-0.1		-4.89	-22.67		2902.4	12.2	-9.2	0.0	0.0
41	1.090	0.410	333.15		-7.7	-1.8	-0.1		-5.23	-23.07		339.4	12.8	-9.2	0.0	0.0
42	1.216	0.378	334.07		-7.5	-1.9	-0.1		-5.54	-22.36		0.6	12.8	-9.8	0.0	0.0
43	1.309	0.441	334.35		-7.4	-1.8	-0.1		-5.15	-22.12		808.8	12.2	-9.8	0.0	0.0
44	1.028	0.410	334.14		-7.4	-1.8	-0.1		-5.15	-22.19		1515.6	12.8	-8.5	0.0	0.0
45	1.028	0.347	333.92		-7.4	-1.7	-0.1		-5.04	-22.14		2089.4	12.2	-10.4	0.0	0.0
46	1.153	0.347	333.78		-7.2	-1.9	-0.1		-5.55	-21.57		2578.9	12.8	-9.2	0.0	0.0
47	1.309	0.347	334.77		-7.2	-1.8	-0.1		-5.15	-21.50		2990.9	13.4	-9.2	0.0	0.0
48	1.341	0.504	334.49		-7.4	-1.7	-0.1		-5.07	-22.12		3332.1	12.8	-9.8	0.0	0.0
49	1.373	0.378	333.71		-7.6	-1.7	-0.0		-4.97	-22.68		3618.4	13.4	-9.8	0.0	0.0
50	1.279	0.253	333.64		-7.5	-1.7	-0.0		-5.09	-22.50		3857.7	12.8	-9.2	0.0	0.0
51	1.435	0.253	334.56		-7.2	-1.7	-0.1		-5.03	-21.56		4057.3	11.6	-9.8	0.0	0.0
52	1.372	0.316	334.41		-7.2	-1.7	-0.1		-4.89	-21.46		4192.2	13.4	-9.2	0.0	0.0
53	1.153	0.410	334.35		-7.3	-1.6	-0.1		-4.80	-22.00		4670.1	13.4	-9.8	0.0	0.0
54	0.871	0.316	334.21		-7.3	-1.8	-0.1		-5.20	-21.88		793.5	12.8	-9.8	0.0	0.0
55	0.995	0.253	334.63		-7.3	-1.8	-0.2		-5.40	-21.85		-204.5	12.2	-9.2	0.0	0.0
56	1.058	0.253	335.05		-7.3	-1.7	-0.1		-4.87	-21.94		592.7	12.8	-9.8	0.0	0.0
57	1.153	0.316	334.98		-7.3	-1.6	-0.1		-4.61	-21.89		1306.2	11.6	-9.8	0.0	0.0
58	1.059	0.410	333.50		-7.6	-1.6	-0.1		-4.82	-22.87		1925.8	13.4	-9.2	0.0	0.0
59	0.996	0.347	334.14		-7.5	-1.7	-0.2		-4.93	-22.53		2440.3	12.8	-9.2	0.0	0.0
60	1.089	0.284	335.19		-7.3	-1.7	-0.2		-5.09	-21.70		2870.7	12.8	-9.2	0.0	0.0
61	1.121	0.284	335.12		-7.3	-1.7	-0.2		-4.83	-21.76		3230.8	12.8	-8.5	0.0	0.0
62	0.776	0.441	334.63		-7.5	-1.6	-0.2		-4.68	-22.33		3532.9	12.8	-9.2	0.0	0.0
63	0.776	0.410	334.13		-7.4	-1.7	-0.2		-4.95	-22.07		3784.4	11.6	-9.2	0.0	0.0
64	0.995	0.190	334.14		-7.4	-1.9	-0.2		-5.45	-22.28		4001.7	12.8	-8.5	0.0	0.0
65	1.184	0.221	335.76		-7.3	-1.6	-0.1		-4.70	-21.78		4144.5	13.4	-9.8	0.0	0.0
66	1.153	0.315	335.83		-7.3	-1.6	-0.1		-4.67	-21.72		4623.1	13.4	-9.2	0.0	0.0
67	0.996	0.190	335.12		-7.3	-1.7	-0.2		-4.84	-21.87		786.8	12.2	-8.5	0.0	0.0
68	0.964	0.316	335.47		-7.1	-1.7	-0.2		-4.87	-21.22		-208.8	11.6	-10.4	0.0	0.0
69	1.152	0.347	335.33		-7.0	-1.7	-0.2		-4.93	-20.89		363.2	12.2	-9.8	0.0	0.0
70	1.153	0.347	334.77		-7.5	-1.7	-0.1		-5.02	-22.32		1065.7	12.8	-8.5	0.0	0.0
71	1.028	0.284	334.49		-7.5	-1.8	-0.1		-5.18	-22.56		1733.5	12.2	-9.8	0.0	0.0
72	0.965	0.190	334.00		-7.6	-1.8	-0.1		-5.38	-22.76		2276.1	12.8	-9.8	0.0	0.0
73	1.121	0.033	335.26		-7.2	-1.8	-0.1		-5.34	-21.62		2733.3	12.8	-9.2	0.0	0.0
74	1.121	0.127	335.55		-7.3	-1.7	-0.1		-4.97	-21.72		3113.6	12.2	-9.8	0.0	0.0
75	0.996	0.378	334.28		-7.3	-1.7	-0.1		-4.85	-21.94		3435.3	12.8	-8.5	0.0	0.0
76	0.933	0.410	333.78		-7.7	-1.7	-0.1		-5.05	-22.97		3709.9	13.4	-8.5	0.0	0.0
77	1.090	0.441	335.12		-7.4	-1.9	-0.1		-5.57	-22.24		3935.2	12.8	-8.5	0.0	0.0
78	1.247	0.378	335.19		-7.3	-1.8	-0.0		-5.22	-21.83		4105.5	13.4	-9.2	0.0	0.0
79	1.028	0.347	335.05		-7.3	-1.7	-0.1		-5.02	-21.95		4411.3	12.8	-8.5	0.0	0.0
80	0.965	0.378	334.70		-7.3	-1.7	-0.1		-4.92	-21.92		2704.6	11.0	-11.0	0.0	0.0
81	1.090	0.347	334.20		-7.3	-1.8	-0.1		-5.25	-21.77		287.5	12.2	-9.2	0.0	0.0
82	1.153	0.284	335.48		-7.2	-1.8	-0.1		-5.30	-21.45		39.1	12.2	-9.2	0.0	0.0
83	1.090	0.410	335.83		-7.2	-1.8	-0.1		-5.26	-21.39		836.8	12.8	-9.8	0.0	0.0
84	0.996	0.441	334.84		-7.4	-1.8	-0.1		-5.14	-22.26		1541.8	13.4	-9.8	0.0	0.0
85	0.997	0.410	334.98		-7.4	-1.8	-0.1		-5.21	-22.25		2111.9	12.8	-9.2	0.0	0.0
86	1.341	0.504	335.33		-7.2	-1.8	-0.1		-5.14	-21.60		2594.2	11.6	-10.4	0.0	0.0
87	1.498	0.473	335.19		-7.1	-1.7	-0.1		-4.97	-21.37		3002.5	12.8	-9.2	0.0	0.0
88	1.310	0.473	335.26		-7.3	-1.6	-0.1		-4.74	-21.89		3344.9	13.4	-9.2	0.0	0.0
89	1.028	0.441	334.84		-7.3	-1.7	-0.1		-4.99	-21.80		3628.8	12.8	-9.8	0.0	0.0
90	0.996	0.316	335.33		-7.1	-1.7	-0.2		-5.09	-21.35		3866.8	13.4	-9.8	0.0	0.0
