

ms	Fx [N]	Fy [N]	Fz [N]		Mx [Nm]	My [Nm]	Mz [Nm]		Cx [mm]	Cy [mm]		VS [mV]	R [mV]	B [mV]	G [mV]	W [mV]

1	2.426	-0.465	805.88		-23.9	-2.1	-0.2		-2.51	-29.63		5215.2	36.0	56.8	0.0	0.0
2	2.271	0.038	806.38		-24.3	-2.0	-0.1		-2.35	-30.09		5215.2	36.6	57.4	0.0	0.0
3	1.800	0.132	803.77		-24.6	-2.2	-0.2		-2.66	-30.60		5213.9	36.6	57.4	0.0	0.0
4	2.333	-0.402	804.68		-24.3	-2.2	-0.1		-2.66	-30.13		5214.6	36.0	54.9	0.0	0.0
5	2.177	-0.245	804.97		-24.9	-2.3	-0.1		-2.72	-30.95		5213.9	36.6	55.5	0.0	0.0
6	1.894	-0.213	803.84		-24.8	-2.4	-0.2		-2.86	-30.80		5213.3	37.8	56.2	0.0	0.0
7	2.239	-0.308	805.25		-24.6	-2.3	-0.1		-2.75	-30.60		5212.7	36.0	54.9	0.0	0.0
8	1.863	-0.339	805.54		-25.1	-2.4	-0.2		-2.89	-31.17		5213.3	36.6	51.9	0.0	0.0
9	1.831	-0.590	805.25		-24.4	-2.4	-0.3		-2.86	-30.30		5213.9	36.6	47.0	0.0	0.0
10	2.364	-0.433	805.81		-24.3	-2.1	-0.2		-2.50	-30.19		5214.6	36.6	49.4	0.0	0.0
11	2.303	-0.276	804.62		-25.0	-2.2	-0.1		-2.58	-31.08		5213.9	36.0	58.0	0.0	0.0
12	2.521	-0.842	804.12		-24.6	-2.3	-0.2		-2.74	-30.52		5215.2	36.0	56.2	0.0	0.0
13	2.427	-0.685	806.24		-24.6	-1.9	-0.2		-2.31	-30.55		5215.2	36.0	58.6	0.0	0.0
14	1.737	-0.433	805.04		-25.1	-2.1	-0.3		-2.54	-31.20		5215.8	36.6	57.4	0.0	0.0
15	1.862	-0.904	804.75		-24.7	-2.2	-0.4		-2.66	-30.71		5214.6	36.6	53.7	0.0	0.0
16	2.114	-0.779	805.96		-25.0	-2.0	-0.2		-2.45	-30.99		5215.2	36.0	56.8	0.0	0.0
17	1.518	-0.433	804.48		-25.1	-2.2	-0.3		-2.68	-31.23		5215.8	36.6	56.2	0.0	0.0
18	2.081	-0.716	805.53		-24.6	-2.2	-0.4		-2.60	-30.52		5216.4	36.0	54.9	0.0	0.0
19	2.395	-0.747	806.38		-25.0	-2.1	-0.3		-2.50	-30.97		5215.2	36.6	59.8	0.0	0.0
20	1.957	-0.999	805.82		-24.9	-2.1	-0.2		-2.52	-30.84		5215.2	36.0	59.8	0.0	0.0
21	2.208	-1.281	806.52		-24.3	-2.0	-0.1		-2.38	-30.03		5215.8	36.0	58.6	0.0	0.0
22	2.083	-0.842	805.54		-25.2	-2.1	-0.2		-2.57	-31.24		5215.8	36.6	53.1	0.0	0.0
23	1.863	-1.124	804.41		-25.3	-2.4	-0.2		-2.92	-31.42		5213.9	36.0	51.9	0.0	0.0
24	2.302	-1.187	805.82		-24.8	-2.1	-0.1		-2.56	-30.69		5214.6	36.0	54.9	0.0	0.0
25	2.021	-0.747	805.33		-25.3	-2.2	-0.1		-2.59	-31.42		5214.6	36.6	53.1	0.0	0.0
26	1.738	-1.061	804.84		-25.4	-2.5	-0.3		-2.99	-31.50		5213.3	36.6	54.9	0.0	0.0
27	2.145	-1.187	807.02		-24.9	-2.2	-0.3		-2.67	-30.76		5213.9	36.0	54.9	0.0	0.0
28	1.675	-0.873	805.32		-25.1	-2.1	-0.2		-2.57	-31.13		5213.9	36.0	53.1	0.0	0.0
29	1.957	-1.124	805.18		-25.0	-2.4	-0.3		-2.90	-30.98		5213.3	36.6	54.3	0.0	0.0
30	2.648	-0.967	806.60		-25.0	-2.1	-0.1		-2.44	-30.98		5214.6	36.0	55.5	0.0	0.0
31	2.210	-0.936	805.61		-25.2	-2.1	-0.1		-2.46	-31.21		5213.9	36.6	54.9	0.0	0.0
32	1.894	-1.250	805.68		-24.8	-2.1	-0.3		-2.58	-30.79		5214.6	36.6	54.9	0.0	0.0
33	1.863	-0.904	806.38		-25.1	-2.0	-0.3		-2.36	-31.11		5214.6	36.0	56.2	0.0	0.0
34	1.487	-0.841	804.76		-25.5	-2.2	-0.3		-2.61	-31.68		5215.8	36.6	54.9	0.0	0.0
35	1.894	-1.187	805.68		-24.8	-2.2	-0.3		-2.67	-30.74		5215.2	36.0	60.4	0.0	0.0
36	1.831	-0.621	806.46		-25.2	-2.1	-0.3		-2.53	-31.19		5215.2	36.6	59.2	0.0	0.0
37	1.517	-0.496	804.69		-25.4	-2.2	-0.4		-2.72	-31.53		5215.8	36.0	56.2	0.0	0.0
38	2.112	-1.218	806.24		-24.8	-2.3	-0.4		-2.72	-30.72		5215.2	35.4	48.2	0.0	0.0
