

ms	Fx [N]	Fy [N]	Fz [N]		Mx [Nm]	My [Nm]	Mz [Nm]		Cx [mm]	Cy [mm]		VS [mV]	R [mV]	B [mV]	G [mV]	W [mV]

1	0.167	-1.220	342.70		-5.0	3.6	0.0		10.40	-14.42		5218.2	36.0	47.0	0.0	0.0
2	-0.116	-0.717	344.60		-4.7	3.9	-0.1		11.36	-13.66		5218.2	35.4	51.3	0.0	0.0
3	-0.366	-1.095	345.30		-4.5	4.0	-0.1		11.60	-13.03		5218.2	36.0	50.1	0.0	0.0
4	0.011	-1.754	344.25		-4.7	3.7	0.0		10.77	-13.63		5217.6	35.4	48.8	0.0	0.0
5	-0.179	-1.786	342.42		-5.2	3.8	-0.1		11.17	-15.06		5217.6	36.0	54.9	0.0	0.0
6	-0.054	-1.629	341.07		-5.2	3.7	-0.1		10.83	-15.07		5217.0	36.0	49.4	0.0	0.0
7	0.448	-1.472	341.49		-4.9	3.7	-0.0		10.94	-14.16		5217.0	35.4	47.0	0.0	0.0
8	0.541	-1.158	342.62		-4.8	3.8	-0.1		11.05	-13.92		5217.6	36.0	47.0	0.0	0.0
9	0.197	-0.843	343.82		-4.7	3.6	-0.1		10.37	-13.62		5218.2	36.0	46.4	0.0	0.0
10	-0.179	-1.000	344.46		-4.5	3.9	-0.1		11.36	-13.07		5218.8	35.4	47.6	0.0	0.0
11	-0.241	-1.440	344.53		-4.6	3.9	-0.0		11.17	-13.31		5217.6	36.0	48.2	0.0	0.0
12	-0.053	-1.440	342.91		-5.0	3.5	-0.1		10.34	-14.56		5217.6	36.6	49.4	0.0	0.0
13	-0.086	-0.906	342.55		-5.1	3.8	-0.2		10.96	-14.68		5218.2	36.0	38.5	0.0	0.0
14	0.290	-0.561	342.48		-4.8	3.6	-0.2		10.67	-13.98		5218.8	36.0	39.1	0.0	0.0
15	0.951	-0.592	342.83		-4.4	3.5	0.1		10.40	-12.89		5218.8	36.0	43.9	0.0	0.0
16	0.761	-0.686	343.75		-4.6	3.6	-0.0		10.61	-13.24		5218.8	35.4	47.0	0.0	0.0
17	0.071	-0.906	344.18		-4.6	3.6	-0.1		10.46	-13.21		5219.4	36.0	50.7	0.0	0.0
18	-0.305	-0.969	343.83		-4.7	3.7	-0.2		10.75	-13.72		5218.8	36.0	47.6	0.0	0.0
19	-0.305	-1.032	342.98		-4.9	3.5	-0.2		10.28	-14.32		5218.8	36.0	48.2	0.0	0.0
20	0.134	-0.938	342.35		-5.3	3.3	-0.1		9.65	-15.32		5218.8	36.0	50.7	0.0	0.0
21	0.541	-0.592	341.78		-5.0	3.6	-0.1		10.65	-14.46		5219.4	36.0	45.8	0.0	0.0
22	0.635	-0.341	343.54		-4.2	3.7	-0.0		10.78	-12.32		5218.8	36.6	43.3	0.0	0.0
23	0.668	-0.309	343.89		-4.1	3.5	0.1		10.09	-12.03		5218.2	35.4	45.8	0.0	0.0
24	0.291	-0.403	343.89		-4.5	3.6	-0.1		10.63	-12.93		5217.6	34.8	45.2	0.0	0.0
25	-0.148	-0.498	343.68		-4.7	3.5	-0.1		10.13	-13.77		5217.0	36.0	48.2	0.0	0.0
26	-0.085	-0.718	343.33		-4.9	3.5	-0.0		10.11	-14.16		5216.4	36.6	48.2	0.0	0.0
27	0.196	-0.906	342.06		-5.0	3.6	-0.1		10.46	-14.53		5217.0	36.0	50.1	0.0	0.0
28	0.603	-0.749	342.13		-5.0	3.3	-0.1		9.81	-14.49		5217.0	35.4	52.5	0.0	0.0
29	0.541	-0.341	341.78		-4.6	3.6	-0.1		10.58	-13.46		5217.6	36.0	45.2	0.0	0.0
30	0.228	-0.309	343.11		-4.1	3.5	-0.0		10.25	-12.00		5217.6	36.6	45.8	0.0	0.0
31	0.103	-0.435	343.54		-4.5	3.3	-0.1		9.73	-12.99		5218.2	36.0	47.0	0.0	0.0
32	-0.242	-0.152	343.75		-4.8	3.5	-0.2		10.30	-14.08		5217.6	35.4	44.6	0.0	0.0
33	-0.211	-0.278	342.70		-4.7	3.5	-0.1		10.22	-13.72		5218.2	35.4	49.4	0.0	0.0
34	0.668	-0.686	341.78		-4.7	3.3	0.0		9.79	-13.55		5218.8	36.0	48.2	0.0	0.0
35	1.105	-0.749	340.58		-4.8	3.5	-0.1		10.27	-14.10		5219.4	36.6	47.6	0.0	0.0
36	0.917	-0.372	340.93		-4.5	3.3	-0.1		9.77	-13.26		5219.4	36.0	51.9	0.0	0.0
37	0.385	0.036	341.77		-4.1	3.5	-0.1		10.13	-12.13		5218.8	35.4	47.6	0.0	0.0
38	-0.022	-0.152	342.97		-4.3	3.5	-0.1		10.31	-12.47		5219.4	35.4	37.2	0.0	0.0
39	-0.085	-0.404	343.83		-5.0	3.2	-0.1		9.41	-14.46		5219.4	36.0	40.9	0.0	0.0
40	-0.054	-0.341	342.98		-4.9	3.6	-0.2		10.37	-14.15		5218.8	36.0	41.5	0.0	0.0
41	0.165	-0.592	341.64		-4.5	3.7	-0.1		10.83	-13.22		5218.2	36.0	49.4	0.0	0.0
42	0.918	-0.906	340.22		-4.5	3.3	-0.0		9.72	-13.13		5218.8	36.6	50.7	0.0	0.0
43	0.948	-0.341	339.66		-4.6	3.4	-0.1		10.17	-13.54		5218.2	36.0	47.6	0.0	0.0
44	0.353	0.225	340.93		-4.5	3.2	-0.1		9.43	-13.09		5218.8	35.4	50.7	0.0	0.0
45	0.291	-0.026	341.84		-4.4	3.3	-0.1		9.65	-12.98		5217.6	36.0	42.1	0.0	0.0
46	0.447	-0.466	342.13		-4.6	3.4	-0.2		9.94	-13.38		5217.0	35.4	41.5	0.0	0.0
47	0.165	-0.655	341.78		-4.8	3.3	-0.1		9.67	-13.89		5217.0	36.0	47.6	0.0	0.0
48	0.102	-0.686	340.22		-4.6	3.5	-0.2		10.22	-13.60		5217.0	36.0	47.0	0.0	0.0
49	0.572	-0.812	340.15		-4.5	3.4	-0.1		10.01	-13.08		5217.6	35.4	48.8	0.0	0.0
50	0.855	-0.561	339.66		-4.7	3.1	-0.1		9.29	-13.75		5218.2	36.0	47.6	0.0	0.0
51	0.479	0.036	340.93		-4.5	3.4	-0.2		9.95	-13.19		5218.2	36.0	45.2	0.0	0.0
52	0.103	0.005	342.05		-4.2	3.5	-0.1		10.24	-12.35		5218.2	35.4	45.8	0.0	0.0
53	0.637	-0.498	342.41		-4.4	3.3	0.1		9.59	-12.69		5218.2	36.0	42.1	0.0	0.0
54	0.635	-0.969	341.21		-4.7	3.4	-0.1		10.10	-13.65		5218.2	35.4	40.9	0.0	0.0
55	0.290	-1.095	339.16		-4.8	3.3	-0.1		9.87	-14.01		5218.8	35.4	48.2	0.0	0.0
56	0.447	-0.938	338.67		-4.7	3.4	-0.2		10.01	-13.87		5218.8	36.0	44.6	0.0	0.0
57	0.729	-0.749	338.67		-4.5	3.4	-0.1		10.04	-13.20		5218.8	35.4	45.8	0.0	0.0
58	0.824	-0.246	339.45		-4.7	2.9	-0.1		8.75	-13.85		5219.4	36.0	47.6	0.0	0.0
59	0.573	-0.121	341.00		-4.3	3.4	-0.2		9.92	-12.66		5218.8	36.6	45.8	0.0	0.0
60	0.385	-0.561	342.48		-4.0	3.5	-0.1		10.33	-11.72		5218.8	36.0	47.6	0.0	0.0
61	0.385	-0.969	341.77		-4.4	3.3	-0.0		9.77	-12.72		5219.4	36.0	41.5	0.0	0.0
62	0.165	-0.969	339.59		-4.7	3.4	-0.2		10.06	-13.89		5217.6	36.0	40.3	0.0	0.0
63	0.290	-0.812	338.39		-4.8	3.2	-0.2		9.57	-14.01		5218.2	35.4	47.0	0.0	0.0
64	0.855	-0.749	338.95		-4.7	3.1	-0.1		9.31	-13.76		5218.2	35.4	45.8	0.0	0.0
