

ms	Fx [N]	Fy [N]	Fz [N]		Mx [Nm]	My [Nm]	Mz [Nm]		Cx [mm]	Cy [mm]		VS [mV]	R [mV]	B [mV]	G [mV]	W [mV]

1	1.159	-1.269	538.80		-1.5	-0.0	-0.2		0.01	-2.79		-43.9	11.6	-9.2	0.0	0.0
2	1.222	-1.143	540.07		-1.5	-0.0	-0.1		0.01	-2.80		700.1	11.0	-9.8	0.0	0.0
3	1.097	-1.237	538.59		-1.9	0.0	-0.2		0.12	-3.41		1433.8	11.6	-10.4	0.0	0.0
4	1.128	-1.174	539.65		-1.7	0.0	-0.2		0.10	-3.08		2024.7	11.6	-10.4	0.0	0.0
5	1.002	-1.174	539.01		-1.8	0.0	-0.3		0.07	-3.20		2524.6	11.6	-10.4	0.0	0.0
6	1.034	-1.237	539.72		-1.8	0.1	-0.2		0.30	-3.26		2947.0	12.2	-9.8	0.0	0.0
7	1.316	-1.237	539.93		-1.5	0.1	-0.1		0.20	-2.65		3296.1	11.6	-9.8	0.0	0.0
8	1.065	-1.331	538.73		-1.8	0.0	-0.2		0.07	-3.26		3590.9	12.2	-10.4	0.0	0.0
9	1.034	-1.206	539.15		-1.8	-0.1	-0.2		-0.07	-3.19		3841.8	13.4	-9.8	0.0	0.0
10	1.284	-1.112	538.87		-1.6	-0.1	-0.2		-0.10	-2.98		4046.3	11.6	-9.2	0.0	0.0
11	1.316	-1.237	539.86		-1.7	-0.0	-0.2		-0.01	-3.04		4184.2	11.6	-9.8	0.0	0.0
12	1.285	-1.300	538.94		-1.7	-0.1	-0.2		-0.03	-3.01		4667.0	12.8	-9.8	0.0	0.0
13	1.065	-1.300	538.87		-1.8	0.1	-0.2		0.21	-3.19		792.3	11.6	-10.4	0.0	0.0
14	0.908	-1.174	540.07		-1.5	0.1	-0.2		0.22	-2.79		-209.4	11.6	-10.4	0.0	0.0
15	1.065	-1.174	538.80		-1.8	-0.0	-0.2		0.00	-3.23		489.5	11.6	-9.8	0.0	0.0
16	1.128	-1.300	540.07		-1.4	0.1	-0.2		0.23	-2.57		1195.8	11.0	-11.0	0.0	0.0
17	1.159	-1.457	539.36		-1.7	0.0	-0.2		0.10	-3.00		1838.5	11.6	-10.4	0.0	0.0
18	1.097	-1.457	538.31		-1.8	-0.1	-0.2		-0.06	-3.25		2370.1	12.2	-9.8	0.0	0.0
19	1.159	-1.206	539.86		-1.5	-0.0	-0.1		-0.01	-2.69		2811.5	11.6	-9.8	0.0	0.0
20	1.285	-1.331	538.66		-1.8	0.0	-0.1		0.11	-3.30		3185.0	11.6	-9.8	0.0	0.0
21	1.191	-1.331	539.58		-1.5	0.0	-0.2		0.12	-2.68		3502.4	12.2	-9.8	0.0	0.0
22	1.159	-1.269	539.29		-1.8	0.0	-0.2		0.08	-3.19		3761.2	11.6	-11.0	0.0	0.0
23	1.002	-1.394	539.65		-1.7	0.1	-0.2		0.27	-3.00		3982.2	12.2	-10.4	0.0	0.0
24	1.159	-1.363	539.72		-1.4	0.1	-0.2		0.21	-2.61		4132.3	12.8	-8.5	0.0	0.0
25	1.065	-1.300	539.01		-1.7	0.1	-0.2		0.16	-3.12		4614.5	12.2	-10.4	0.0	0.0
26	1.065	-1.394	539.72		-1.6	0.1	-0.2		0.16	-2.96		782.5	11.6	-9.8	0.0	0.0
27	1.253	-1.332	538.80		-1.7	-0.1	-0.2		-0.12	-3.15		-204.5	12.2	-9.8	0.0	0.0
28	1.065	-1.143	539.65		-1.5	-0.0	-0.1		0.00	-2.65		255.8	11.6	-10.4	0.0	0.0
29	1.411	-1.332	539.65		-1.6	-0.0	-0.1		0.07	-2.93		949.2	12.2	-10.4	0.0	0.0
30	1.159	-1.394	538.73		-1.4	0.1	-0.2		0.21	-2.61		1643.8	12.2	-9.2	0.0	0.0
31	0.908	-1.174	540.07		-1.6	0.1	-0.2		0.31	-2.87		2200.5	11.6	-9.8	0.0	0.0
32	1.033	-1.112	538.87		-1.9	0.1	-0.2		0.30	-3.42		2674.1	12.2	-11.0	0.0	0.0
33	1.065	-1.269	540.14		-1.4	0.2	-0.2		0.44	-2.61		3070.9	12.8	-8.5	0.0	0.0
34	1.222	-1.300	539.43		-1.5	0.1	-0.2		0.17	-2.75		3401.1	12.2	-9.2	0.0	0.0
35	1.065	-1.394	538.94		-1.7	0.2	-0.2		0.37	-3.15		3680.6	12.2	-9.8	0.0	0.0
36	1.034	-1.237	539.78		-1.4	0.0	-0.2		0.09	-2.58		3913.2	12.8	-9.2	0.0	0.0
37	1.034	-1.143	539.22		-1.6	-0.1	-0.2		-0.09	-2.94		4082.3	12.2	-9.8	0.0	0.0
38	1.191	-1.237	539.86		-1.6	0.1	-0.1		0.21	-2.90		4466.8	12.8	-9.8	0.0	0.0
39	1.253	-1.363	538.73		-1.5	0.0	-0.2		0.08	-2.68		1946.5	12.2	-9.2	0.0	0.0
40	0.940	-1.331	539.58		-1.7	0.1	-0.2		0.29	-3.04		106.2	11.6	-11.0	0.0	0.0
41	0.971	-1.269	539.72		-1.5	0.1	-0.2		0.29	-2.75		-20.8	11.6	-9.8	0.0	0.0
42	1.065	-1.300	539.22		-1.6	0.2	-0.2		0.41	-2.86		698.9	11.6	-9.2	0.0	0.0
43	0.908	-1.300	540.28		-1.4	0.1	-0.2		0.20	-2.61		1433.2	12.2	-11.0	0.0	0.0
44	1.034	-1.363	538.94		-1.7	-0.0	-0.2		0.05	-3.15		2028.3	12.8	-9.8	0.0	0.0
45	1.159	-1.331	539.08		-1.7	0.0	-0.2		0.10	-3.01		2525.8	11.6	-9.8	0.0	0.0
46	1.065	-1.237	539.93		-1.4	-0.1	-0.2		-0.09	-2.50		2945.7	12.2	-10.4	0.0	0.0
47	1.160	-1.363	538.80		-1.8	0.1	-0.1		0.19	-3.22		3299.8	12.2	-9.8	0.0	0.0
48	1.065	-1.269	540.00		-1.3	0.1	-0.2		0.21	-2.39		3591.5	11.0	-9.8	0.0	0.0
49	0.908	-1.300	539.15		-1.8	0.1	-0.2		0.20	-3.19		3839.3	12.2	-9.8	0.0	0.0
50	0.939	-1.426	539.72		-1.6	0.1	-0.2		0.20	-2.89		4050.5	13.4	-9.8	0.0	0.0
