

ms	Fx [N]	Fy [N]	Fz [N]		Mx [Nm]	My [Nm]	Mz [Nm]		Cx [mm]	Cy [mm]		VS [mV]	R [mV]	B [mV]	G [mV]	W [mV]

1	0.535	0.317	255.94		-0.1	-1.5	-0.1		-5.87	-0.34		5105.9	33.0	47.0	0.0	0.0
2	0.504	0.412	255.31		-0.2	-1.5	-0.0		-5.65	-0.73		5104.1	33.6	46.4	0.0	0.0
3	0.629	0.349	255.10		-0.3	-1.3	0.0		-5.20	-1.10		5102.2	32.4	48.8	0.0	0.0
4	0.661	0.192	256.36		0.1	-1.2	0.1		-4.59	0.29		5102.9	32.4	48.8	0.0	0.0
5	0.848	0.569	256.51		-0.0	-1.2	-0.0		-4.67	-0.21		5107.1	33.0	46.4	0.0	0.0
6	0.660	0.883	256.15		-0.2	-1.1	-0.0		-4.36	-0.93		5106.5	32.4	44.6	0.0	0.0
7	0.379	0.851	256.09		-0.4	-1.1	0.1		-4.35	-1.61		5105.3	33.0	45.8	0.0	0.0
8	0.630	0.726	255.66		-0.4	-1.1	0.1		-4.23	-1.60		5104.1	32.4	45.8	0.0	0.0
9	0.662	0.694	255.52		-0.7	-1.2	0.1		-4.52	-2.66		5103.5	32.4	45.8	0.0	0.0
10	0.191	0.789	255.52		-0.5	-1.3	0.0		-4.96	-2.06		5102.2	32.4	47.0	0.0	0.0
11	0.035	1.103	255.88		-0.8	-1.5	0.0		-5.70	-3.40		5101.6	31.7	49.4	0.0	0.0
12	0.192	1.008	254.68		-0.5	-1.3	0.1		-5.07	-2.25		5103.5	32.4	48.2	0.0	0.0
13	0.035	0.789	253.97		-0.7	-1.4	0.1		-5.50	-2.99		5107.7	32.4	45.8	0.0	0.0
14	0.191	0.663	255.31		-0.4	-1.2	0.0		-4.53	-1.67		5108.3	31.7	43.3	0.0	0.0
15	0.065	0.883	254.18		-0.7	-1.3	-0.1		-5.05	-2.77		5107.1	32.4	43.3	0.0	0.0
16	-0.092	0.789	253.83		-0.5	-1.3	-0.1		-5.03	-2.23		5105.9	32.4	46.4	0.0	0.0
17	-0.249	0.317	254.39		-0.7	-1.3	-0.1		-5.04	-2.77		5105.3	33.0	47.0	0.0	0.0
18	0.003	0.443	254.81		-0.3	-1.2	0.0		-4.90	-1.26		5104.7	32.4	47.6	0.0	0.0
19	0.160	0.600	254.04		-0.3	-1.4	0.0		-5.43	-1.21		5102.2	31.1	50.1	0.0	0.0
20	0.190	0.475	254.53		-0.2	-1.6	-0.1		-6.14	-0.66		5105.9	32.4	50.7	0.0	0.0
21	0.316	0.412	254.04		-0.6	-1.4	-0.0		-5.61	-2.26		5108.3	32.4	47.0	0.0	0.0
22	0.442	0.223	255.03		-0.4	-1.4	0.0		-5.57	-1.46		5107.7	33.0	43.9	0.0	0.0
23	0.536	0.035	256.08		0.1	-1.2	0.0		-4.42	0.31		5107.1	33.6	45.8	0.0	0.0
24	0.629	0.255	256.29		-0.1	-1.1	-0.0		-4.26	-0.40		5104.7	33.0	45.8	0.0	0.0
25	0.410	0.475	255.87		-0.1	-1.3	-0.0		-4.88	-0.58		5103.5	32.4	45.2	0.0	0.0
26	0.191	0.537	255.94		-0.5	-1.1	-0.0		-4.37	-1.88		5101.6	32.4	47.6	0.0	0.0
27	0.568	0.537	255.59		-0.3	-1.0	0.1		-3.90	-1.34		5099.8	31.1	51.3	0.0	0.0
28	0.631	0.412	255.38		-0.5	-1.1	0.2		-4.04	-1.86		5104.1	33.0	49.4	0.0	0.0
29	0.411	0.663	255.31		-0.5	-1.2	0.0		-4.60	-2.12		5106.5	33.0	45.8	0.0	0.0
30	0.348	0.883	256.52		-0.9	-1.3	0.0		-5.22	-3.74		5105.9	32.4	44.6	0.0	0.0
31	0.223	0.757	255.38		-0.9	-1.2	0.2		-4.77	-3.43		5105.9	32.4	45.8	0.0	0.0
32	0.098	0.694	254.89		-0.8	-1.3	0.1		-5.04	-3.20		5105.3	32.4	46.4	0.0	0.0
33	0.097	0.412	255.24		-0.5	-1.1	0.0		-4.21	-2.17		5104.1	31.7	45.8	0.0	0.0
34	-0.029	0.632	254.89		-0.8	-1.3	-0.1		-5.05	-3.04		5102.9	31.7	47.6	0.0	0.0
35	-0.185	0.820	254.18		-0.8	-1.2	-0.1		-4.79	-3.07		5102.9	32.4	50.1	0.0	0.0
