

ms	Fx [N]	Fy [N]	Fz [N]		Mx [Nm]	My [Nm]	Mz [Nm]		Cx [mm]	Cy [mm]		VS [mV]	R [mV]	B [mV]	G [mV]	W [mV]

1	0.469	-0.761	918.13		-66.778	-40.859	-0.042		-44.49	-72.71		3979.1	15.3	-9.2	-70.8	-25.6
2	0.469	-0.745	918.36		-66.556	-40.913	-0.039		-44.53	-72.45		4128.1	15.3	-9.8	-189.2	-216.1
3	0.405	-0.761	918.22		-66.634	-41.000	-0.059		-44.64	-72.54		4613.9	14.6	-10.4	-270.4	-353.4
4	0.515	-0.824	917.90		-66.604	-41.031	-0.040		-44.68	-72.53		783.1	14.6	-10.4	-329.6	-460.2
5	0.469	-0.856	918.38		-66.412	-41.043	-0.022		-44.67	-72.28		-203.9	15.3	-10.4	-354.6	-515.8
6	0.563	-0.729	917.33		-66.584	-41.179	-0.002		-44.87	-72.56		236.2	15.3	-9.8	-335.1	-504.8
7	0.454	-0.777	917.99		-66.501	-41.245	-0.003		-44.91	-72.41		926.6	15.3	-9.8	-296.0	-455.4
8	0.689	-0.761	917.60		-66.433	-41.350	0.019		-45.04	-72.37		1625.5	15.9	-9.2	-211.8	-341.8
9	0.390	-0.777	917.77		-66.365	-41.320	-0.043		-45.01	-72.28		2188.9	15.9	-9.8	-97.7	-171.5
10	0.500	-0.745	917.59		-66.278	-41.411	-0.039		-45.11	-72.20		2661.9	14.6	-9.8	10.4	-3.1
11	0.530	-0.888	917.31		-66.335	-41.412	-0.051		-45.13	-72.28		3061.7	14.6	-9.2	133.1	187.4
12	0.500	-0.856	917.62		-66.133	-41.454	-0.031		-45.16	-72.04		3394.4	14.6	-9.2	252.1	378.4
13	0.516	-0.919	917.16		-66.239	-41.585	-0.021		-45.32	-72.19		3675.2	15.3	-10.4	333.9	515.8
14	0.469	-0.777	917.47		-66.115	-41.589	-0.014		-45.31	-72.03		3908.3	15.3	-10.4	395.5	624.4
15	0.500	-0.745	917.08		-66.202	-41.707	-0.019		-45.46	-72.16		4101.2	14.6	-9.8	421.8	679.4
16	0.594	-0.856	917.32		-66.038	-41.738	-0.022		-45.48	-71.96		4291.0	15.3	-9.2	404.7	669.6
17	0.453	-0.824	917.56		-65.894	-41.780	-0.021		-45.52	-71.79		4028.6	15.9	-9.8	364.4	618.9
18	0.499	-0.793	917.07		-66.008	-41.743	-0.050		-45.50	-71.95		626.9	14.6	-9.8	281.4	504.8
19	0.531	-0.888	917.80		-65.808	-41.797	-0.016		-45.52	-71.67		-146.5	15.3	-9.8	165.4	335.1
20	0.548	-0.856	917.34		-65.835	-41.805	0.008		-45.55	-71.74		694.0	15.3	-9.8	54.3	166.0
21	0.422	-0.840	917.69		-65.741	-41.877	-0.001		-45.62	-71.61		1416.7	15.3	-9.2	-69.6	-25.6
22	0.532	-0.808	917.23		-65.730	-41.957	-0.005		-45.72	-71.63		2012.5	15.3	-9.8	-188.0	-216.7
23	0.516	-0.840	917.36		-65.692	-41.969	-0.006		-45.73	-71.58		2517.2	15.3	-9.2	-270.4	-352.2
24	0.547	-0.856	917.56		-65.539	-42.029	-0.021		-45.79	-71.40		2938.4	15.3	-9.2	-328.4	-458.4
25	0.516	-0.888	917.22		-65.596	-42.068	-0.021		-45.85	-71.49		3291.8	15.3	-9.8	-351.6	-513.9
26	0.453	-0.809	917.60		-65.471	-42.036	-0.029		-45.80	-71.32		3589.7	15.3	-9.2	-332.7	-503.0
27	0.579	-0.824	917.35		-65.539	-42.129	-0.017		-45.90	-71.42		3838.1	14.6	-9.2	-293.6	-454.7
28	0.548	-0.903	917.52		-65.355	-42.098	-0.001		-45.86	-71.20		4047.5	15.9	-9.8	-208.8	-340.6
29	0.517	-0.760	917.51		-65.337	-42.232	0.016		-46.01	-71.18		4186.0	15.9	-9.2	-94.6	-172.1
30	0.611	-0.856	917.16		-65.298	-42.282	-0.000		-46.08	-71.17		4665.8	15.9	-9.8	13.4	-4.3
31	0.596	-0.792	917.85		-65.107	-42.279	0.036		-46.04	-70.91		793.5	15.9	-10.4	134.3	187.4
32	0.485	-0.871	917.15		-65.181	-42.281	-0.004		-46.08	-71.04		-210.0	14.6	-9.8	252.7	378.4
33	0.422	-0.793	918.02		-64.982	-42.311	-0.009		-46.07	-70.76		473.1	14.6	-10.4	335.7	516.4
34	0.531	-0.840	917.28		-65.047	-42.378	-0.031		-46.18	-70.88		1182.3	14.6	-10.4	396.1	624.4
35	0.484	-0.872	917.87		-64.904	-42.359	-0.041		-46.13	-70.68		1829.3	15.9	-9.8	422.4	681.2
36	0.579	-0.887	917.72		-64.769	-42.433	0.008		-46.22	-70.54		2359.2	15.9	-9.8	405.9	670.2
37	0.548	-0.871	917.41		-64.855	-42.464	0.016		-46.27	-70.66		2808.4	15.9	-9.2	366.8	622.6
38	0.564	-0.792	917.47		-64.721	-42.512	0.021		-46.32	-70.52		3180.1	15.3	-9.8	284.4	509.1
39	0.643	-0.824	917.36		-64.692	-42.617	0.043		-46.43	-70.49		3495.7	15.3	-10.4	168.5	337.5
40	0.453	-0.824	917.52		-64.528	-42.572	-0.015		-46.38	-70.30		3759.4	15.3	-9.8	57.4	169.1
41	0.469	-0.761	917.67		-64.568	-42.634	-0.039		-46.44	-70.33		3981.0	15.3	-10.4	-65.9	-20.8
42	0.656	-0.919	917.34		-64.460	-42.615	-0.013		-46.43	-70.24		4131.1	15.9	-9.8	-184.3	-211.2
43	0.516	-0.871	917.97		-64.269	-42.664	-0.004		-46.46	-69.98		4617.0	15.9	-9.2	-267.4	-348.5
44	0.610	-0.855	917.09		-64.411	-42.719	0.014		-46.56	-70.20		782.5	15.3	-9.2	-325.9	-457.2
45	0.470	-0.824	917.64		-64.259	-42.767	0.006		-46.59	-70.00		-203.9	14.6	-9.8	-351.0	-512.7
46	0.611	-0.760	916.90		-64.247	-42.823	0.025		-46.68	-70.04		247.2	15.3	-9.2	-333.3	-501.7
47	0.547	-0.824	917.46		-64.094	-42.823	-0.012		-46.66	-69.83		935.7	15.3	-9.8	-293.6	-454.7
