

ms	Fx [N]	Fy [N]	Fz [N]		Mx [Nm]	My [Nm]	Mz [Nm]		Cx [mm]	Cy [mm]		VS [mV]	R [mV]	B [mV]	G [mV]	W [mV]

1	-1.180	-2.509	605.73		-5.2	3.2	0.1		5.28	-8.49		1279.4	1237.3	1165.8	0.0	0.0
2	-0.709	-2.226	606.58		-5.3	3.5	0.2		5.74	-8.62		1273.3	1230.5	1159.1	0.0	0.0
3	-1.241	-2.037	606.02		-5.7	3.4	0.2		5.47	-9.22		1268.4	1223.8	1151.2	0.0	0.0
4	-1.211	-2.414	605.17		-5.5	3.2	0.1		5.28	-8.89		1265.9	1223.2	1152.4	0.0	0.0
5	-0.865	-2.132	606.37		-5.3	3.4	0.2		5.55	-8.66		1264.1	1223.2	1149.4	0.0	0.0
6	-1.116	-1.660	605.81		-5.5	3.4	0.2		5.58	-9.02		1259.8	1217.7	1144.5	0.0	0.0
7	-1.305	-2.037	606.09		-5.2	3.3	0.1		5.33	-8.54		1258.6	1215.9	1143.9	0.0	0.0
8	-0.960	-1.786	606.29		-5.1	3.4	0.2		5.57	-8.27		1267.2	1220.8	1145.1	0.0	0.0
9	-1.179	-1.409	605.95		-5.4	3.4	0.2		5.50	-8.77		1265.9	1218.3	1142.6	0.0	0.0
10	-1.274	-1.755	605.52		-5.3	3.2	0.1		5.21	-8.63		1265.9	1218.3	1142.6	0.0	0.0
11	-0.835	-1.598	606.08		-5.0	3.4	0.1		5.56	-8.18		1276.3	1227.5	1151.2	0.0	0.0
12	-1.085	-1.315	605.10		-5.6	3.4	0.2		5.59	-9.11		1277.5	1227.5	1150.6	0.0	0.0
13	-1.211	-1.660	604.75		-5.3	3.2	0.0		5.16	-8.74		1275.1	1227.5	1149.4	0.0	0.0
14	-0.898	-1.660	606.51		-5.1	3.3	0.1		5.47	-8.30		1281.2	1231.8	1157.3	0.0	0.0
15	-1.086	-1.283	605.39		-5.8	3.2	0.1		5.22	-9.49		1287.3	1236.0	1158.5	0.0	0.0
