

ms	Fx [N]	Fy [N]	Fz [N]		Mx [Nm]	My [Nm]	Mz [Nm]		Cx [mm]	Cy [mm]		VS [mV]	R [mV]	B [mV]	G [mV]	W [mV]

1	0.522	-0.221	328.61		-19.7	-3.1	0.3		-9.47	-59.83		5214.6	34.2	43.3	0.0	0.0
2	0.366	-0.221	327.42		-20.3	-3.1	0.3		-9.56	-62.00		5214.6	34.2	53.7	0.0	0.0
3	0.428	-0.127	328.26		-19.9	-3.3	0.3		-9.91	-60.55		5214.6	34.8	50.1	0.0	0.0
4	0.303	-0.064	328.91		-20.4	-3.3	0.3		-9.87	-62.16		5213.9	34.2	47.6	0.0	0.0
5	0.616	-0.095	328.54		-19.7	-3.3	0.2		-10.03	-60.03		5214.6	34.8	60.4	0.0	0.0
6	0.616	-0.064	328.48		-20.3	-3.1	0.3		-9.32	-61.88		5213.3	34.2	54.9	0.0	0.0
7	0.993	-0.126	328.19		-19.8	-3.1	0.3		-9.44	-60.39		5214.6	34.2	50.7	0.0	0.0
8	0.396	-0.032	329.89		-20.1	-2.9	0.2		-8.70	-60.91		5214.6	34.8	50.1	0.0	0.0
9	0.395	-0.126	328.05		-20.1	-3.1	0.2		-9.35	-61.12		5214.6	34.2	50.1	0.0	0.0
10	0.365	0.251	328.97		-20.2	-3.1	0.2		-9.29	-61.29		5214.6	34.8	54.3	0.0	0.0
11	0.489	0.376	327.98		-20.1	-3.2	0.1		-9.68	-61.25		5215.2	34.8	52.5	0.0	0.0
12	0.646	0.031	329.89		-19.9	-3.0	0.1		-8.90	-60.45		5216.4	34.8	53.7	0.0	0.0
13	0.459	-0.127	328.48		-19.9	-3.1	0.3		-9.26	-60.69		5215.8	34.8	48.2	0.0	0.0
14	0.522	-0.064	329.46		-20.1	-3.1	0.3		-9.38	-60.87		5215.2	34.8	45.2	0.0	0.0
15	0.396	-0.032	327.14		-20.3	-3.2	0.3		-9.72	-62.07		5216.4	34.8	48.8	0.0	0.0
16	0.522	0.156	329.89		-20.3	-3.1	0.3		-9.44	-61.52		5215.8	34.8	47.6	0.0	0.0
