

ms	Fx [N]	Fy [N]	Fz [N]		Mx [Nm]	My [Nm]	Mz [Nm]		Cx [mm]	Cy [mm]		VS [mV]	R [mV]	B [mV]	G [mV]	W [mV]

1	0.971	1.888	411.18		9.9	-12.0	-0.2		-29.00	23.94		-207.5	11.6	-9.8	0.0	0.0
2	0.909	1.857	411.25		10.3	-12.0	-0.2		-29.21	24.83		322.3	12.8	-9.2	0.0	0.0
3	0.877	2.077	411.25		10.2	-12.0	-0.2		-29.16	24.53		1017.5	11.0	-11.0	0.0	0.0
4	0.657	2.014	411.60		10.1	-11.9	-0.2		-28.94	24.47		1698.7	11.0	-10.4	0.0	0.0
5	0.908	1.825	411.25		10.3	-11.9	-0.2		-28.97	24.84		2251.7	11.0	-9.8	0.0	0.0
6	0.909	1.825	410.68		10.2	-11.8	-0.2		-28.77	24.78		2719.3	11.6	-10.4	0.0	0.0
7	1.034	1.982	411.25		10.4	-12.0	-0.2		-29.08	25.20		3106.3	11.6	-9.8	0.0	0.0
8	0.940	2.139	410.54		10.2	-12.0	-0.2		-29.08	24.57		3432.2	11.0	-11.0	0.0	0.0
9	0.752	2.139	411.60		10.4	-11.9	-0.2		-28.93	25.12		3709.3	11.0	-11.0	0.0	0.0
10	0.846	2.171	410.40		10.2	-12.0	-0.1		-29.28	24.77		3940.1	11.6	-10.4	0.0	0.0
11	1.066	2.202	410.89		10.4	-11.9	-0.1		-28.83	25.25		4093.3	11.6	-10.4	0.0	0.0
12	0.878	2.202	410.61		10.3	-11.9	-0.2		-28.99	24.99		4582.2	11.0	-11.0	0.0	0.0
13	0.721	2.297	411.74		10.3	-11.8	-0.2		-28.56	24.91		797.8	11.6	-10.4	0.0	0.0
14	0.752	2.297	410.26		10.2	-11.9	-0.3		-28.87	24.58		-187.4	12.2	-10.4	0.0	0.0
15	0.846	2.265	411.46		10.5	-11.7	-0.2		-28.45	25.31		93.4	12.2	-9.2	0.0	0.0
16	0.909	2.296	411.24		10.5	-11.7	-0.1		-28.49	25.27		768.5	11.0	-10.4	0.0	0.0
17	0.784	2.234	411.17		10.4	-11.9	-0.1		-28.78	25.24		1504.0	11.0	-11.0	0.0	0.0
