

ms	Fx [N]	Fy [N]	Fz [N]		Mx [Nm]	My [Nm]	Mz [Nm]		Cx [mm]	Cy [mm]		VS [mV]	R [mV]	B [mV]	G [mV]	W [mV]

1	2.181	-1.124	522.00		-15.4	-4.1	-0.0		-7.67	-29.44		5133.4	33.0	53.7	0.0	0.0
2	2.683	-1.155	520.31		-15.4	-4.1	0.1		-7.72	-29.46		5133.4	33.0	52.5	0.0	0.0
3	2.024	-1.532	522.36		-15.7	-3.9	-0.0		-7.42	-29.88		5135.2	33.6	49.4	0.0	0.0
4	2.181	-1.124	521.16		-15.5	-4.2	-0.1		-7.83	-29.64		5137.6	33.6	50.1	0.0	0.0
5	2.180	-0.935	520.66		-15.4	-4.1	-0.1		-7.67	-29.57		5136.4	33.6	51.9	0.0	0.0
6	2.431	-0.967	522.00		-14.9	-4.1	-0.1		-7.61	-28.49		5133.4	32.4	51.3	0.0	0.0
7	2.181	-1.312	520.31		-15.6	-4.1	0.0		-7.70	-29.82		5134.6	33.0	49.4	0.0	0.0
8	2.213	-0.904	521.37		-15.3	-4.0	0.0		-7.56	-29.38		5136.4	33.6	47.6	0.0	0.0
9	2.306	-0.935	519.61		-15.8	-4.4	-0.0		-8.32	-30.41		5137.6	33.6	50.7	0.0	0.0
10	2.118	-0.935	522.07		-15.0	-4.1	-0.0		-7.79	-28.74		5134.6	33.0	51.9	0.0	0.0
11	2.777	-0.841	520.09		-15.3	-4.1	0.0		-7.78	-29.38		5133.4	33.0	52.5	0.0	0.0
12	2.369	-0.967	521.01		-15.4	-3.9	-0.0		-7.35	-29.51		5134.6	33.6	50.7	0.0	0.0
13	2.274	-0.967	520.80		-15.3	-4.0	-0.1		-7.61	-29.33		5135.2	34.2	50.1	0.0	0.0
14	2.055	-0.841	519.67		-15.4	-4.0	-0.1		-7.64	-29.63		5135.2	34.2	50.7	0.0	0.0
15	2.587	-0.495	520.65		-14.8	-4.1	-0.1		-7.74	-28.47		5132.1	33.0	53.1	0.0	0.0
16	2.368	-0.998	519.88		-15.1	-4.0	-0.0		-7.60	-28.90		5132.1	33.0	52.5	0.0	0.0
17	2.212	-1.030	521.57		-15.0	-4.1	0.0		-7.63	-28.73		5134.0	33.6	48.2	0.0	0.0
18	2.400	-0.778	518.05		-15.5	-4.2	0.0		-7.96	-29.83		5135.2	33.0	50.1	0.0	0.0
19	2.275	-0.590	520.73		-15.4	-4.2	0.0		-7.92	-29.47		5134.0	33.6	51.9	0.0	0.0
20	2.651	-0.590	519.38		-15.0	-4.2	-0.0		-7.99	-28.84		5132.1	33.0	51.3	0.0	0.0
21	2.558	-0.809	520.16		-15.2	-4.1	-0.0		-7.82	-29.27		5133.4	33.0	49.4	0.0	0.0
22	2.903	-0.935	519.38		-15.0	-4.1	0.1		-7.74	-28.89		5135.8	33.6	49.4	0.0	0.0
23	2.306	-1.124	519.88		-15.4	-4.0	0.0		-7.46	-29.63		5137.6	34.2	51.9	0.0	0.0
24	2.212	-0.652	519.74		-14.9	-4.0	-0.1		-7.66	-28.55		5135.8	33.0	53.7	0.0	0.0
25	2.337	-0.778	518.54		-15.3	-4.1	-0.1		-7.79	-29.39		5134.0	32.4	53.1	0.0	0.0
26	2.306	-0.841	521.36		-14.7	-4.0	0.0		-7.46	-28.19		5135.2	32.4	50.1	0.0	0.0
27	2.338	-1.249	518.75		-15.2	-4.1	0.0		-7.71	-29.24		5137.0	33.0	49.4	0.0	0.0
28	2.151	-1.155	519.81		-15.2	-4.1	0.1		-7.68	-29.23		5138.3	33.0	51.9	0.0	0.0
29	2.683	-0.967	518.61		-15.3	-4.3	0.1		-8.17	-29.49		5134.6	33.0	53.1	0.0	0.0
