

ms	Fx [N]	Fy [N]	Fz [N]		Mx [Nm]	My [Nm]	Mz [Nm]		Cx [mm]	Cy [mm]		VS [mV]	R [mV]	B [mV]	G [mV]	W [mV]

1	1.337	0.157	466.03		-19.9	5.2	-0.1		11.25	-42.65		1048.0	1011.4	-9.2	0.0	0.0
2	1.275	0.283	466.10		-19.9	5.3	-0.1		11.38	-42.70		1045.0	1009.6	-11.0	0.0	0.0
3	1.431	0.189	466.95		-19.8	5.1	-0.1		10.95	-42.37		1036.4	1002.9	-10.4	0.0	0.0
4	1.462	0.220	466.88		-20.0	5.2	-0.1		11.19	-42.92		1037.7	1001.0	-9.8	0.0	0.0
5	1.463	0.315	465.96		-20.0	5.1	-0.0		11.13	-43.05		1037.1	1002.3	-9.8	0.0	0.0
6	1.777	0.283	467.16		-19.7	5.2	0.0		11.31	-42.23		1029.7	997.4	-11.0	0.0	0.0
7	1.651	0.220	466.60		-19.9	5.3	-0.0		11.42	-42.69		1026.7	992.5	-9.8	0.0	0.0
8	1.368	0.220	465.82		-20.0	5.1	-0.1		11.13	-43.05		1031.6	994.9	-10.4	0.0	0.0
9	1.587	0.409	466.60		-19.8	5.3	-0.1		11.36	-42.45		1034.0	996.8	-11.6	0.0	0.0
10	1.494	0.440	466.39		-20.0	5.3	-0.1		11.44	-42.93		1026.7	992.5	-9.8	0.0	0.0
11	1.462	0.252	466.67		-20.0	5.2	-0.1		11.22	-42.81		1032.2	991.9	-10.4	0.0	0.0
12	1.462	0.377	466.31		-19.9	5.3	-0.1		11.41	-42.73		1040.7	999.2	-9.8	0.0	0.0
13	1.243	0.629	465.68		-20.0	5.3	-0.1		11.49	-43.01		1038.3	1001.0	-10.4	0.0	0.0
14	1.368	0.472	466.95		-19.7	5.2	-0.2		11.31	-42.30		1039.5	998.6	-10.4	0.0	0.0
15	1.493	0.440	466.88		-20.0	5.3	-0.1		11.51	-42.85		1045.0	1002.9	-9.8	0.0	0.0
16	1.462	0.472	466.67		-19.9	5.3	-0.1		11.54	-42.74		1052.3	1011.4	-10.4	0.0	0.0
17	1.493	0.503	467.94		-19.5	5.4	-0.1		11.72	-41.80		1047.4	1010.2	-11.0	0.0	0.0
18	1.462	0.440	467.59		-19.7	5.5	-0.1		11.86	-42.20		1048.0	1009.6	-10.4	0.0	0.0
19	1.493	0.472	466.18		-19.9	5.2	-0.1		11.15	-42.75		1051.7	1013.2	-9.8	0.0	0.0
20	1.556	0.597	467.16		-19.8	5.2	-0.1		11.29	-42.42		1049.9	1015.1	-10.4	0.0	0.0
21	1.556	0.534	466.17		-20.0	5.2	-0.1		11.32	-42.83		1043.2	1007.8	-11.0	0.0	0.0
22	1.650	0.534	466.53		-19.8	5.2	-0.1		11.34	-42.43		1041.9	1007.8	-10.4	0.0	0.0
23	1.682	0.723	466.24		-19.8	5.2	-0.0		11.19	-42.55		1040.7	1007.8	-9.8	0.0	0.0
24	1.462	0.880	466.24		-19.9	5.2	-0.1		11.18	-42.73		1034.6	1002.3	-10.4	0.0	0.0
25	1.462	0.691	466.60		-19.8	5.2	-0.0		11.14	-42.39		1030.9	996.8	-11.0	0.0	0.0
26	1.556	0.723	466.39		-19.9	5.1	-0.1		11.07	-42.70		1032.8	997.4	-9.8	0.0	0.0
27	1.618	0.754	466.95		-19.7	5.2	-0.1		11.22	-42.32		1032.8	998.0	-10.4	0.0	0.0
28	1.493	0.911	467.51		-19.7	5.2	-0.1		11.15	-42.28		1029.1	992.5	-11.6	0.0	0.0
29	1.525	1.006	467.09		-19.9	5.3	-0.0		11.37	-42.74		1029.7	994.3	-9.8	0.0	0.0
30	1.839	0.880	466.46		-19.8	5.2	-0.0		11.33	-42.50		1033.4	999.2	-8.5	0.0	0.0
31	1.713	0.849	467.30		-19.7	5.3	-0.0		11.46	-42.25		1030.9	996.2	-11.0	0.0	0.0
32	1.337	0.849	466.74		-19.8	5.3	-0.1		11.39	-42.55		1032.2	994.3	-9.8	0.0	0.0
33	1.493	0.849	467.02		-19.6	5.2	-0.1		11.13	-42.03		1038.9	999.2	-10.4	0.0	0.0
34	1.525	1.037	467.23		-19.8	5.3	-0.1		11.47	-42.40		1045.0	1003.5	-11.6	0.0	0.0
35	1.430	1.069	466.88		-19.9	5.3	-0.1		11.34	-42.72		1043.2	1002.3	-10.4	0.0	0.0
36	1.430	1.131	467.44		-19.8	5.3	-0.1		11.49	-42.34		1046.2	1005.9	-10.4	0.0	0.0
37	1.367	1.288	466.38		-19.8	5.3	-0.2		11.48	-42.49		1052.9	1013.2	-9.2	0.0	0.0
38	1.398	1.288	466.95		-19.7	5.2	-0.2		11.21	-42.36		1048.0	1013.9	-11.0	0.0	0.0
39	1.461	1.194	467.72		-19.8	5.3	-0.2		11.38	-42.41		1046.2	1009.0	-9.8	0.0	0.0
40	1.367	1.163	466.95		-19.9	5.4	-0.1		11.63	-42.60		1047.4	1010.8	-10.4	0.0	0.0
41	1.556	1.194	468.00		-19.4	5.4	-0.1		11.64	-41.47		1048.6	1012.0	-11.6	0.0	0.0
42	1.368	1.257	467.58		-19.6	5.4	-0.1		11.59	-42.01		1037.7	1004.7	-10.4	0.0	0.0
43	1.117	1.163	466.81		-19.8	5.3	-0.1		11.46	-42.53		1038.3	1001.0	-10.4	0.0	0.0
44	1.399	1.100	467.16		-19.6	5.2	-0.1		11.12	-41.95		1043.2	1004.7	-9.8	0.0	0.0
45	1.399	1.194	466.60		-19.8	5.3	-0.1		11.35	-42.51		1030.9	1001.0	-11.0	0.0	0.0
46	1.305	1.068	467.23		-19.7	5.2	-0.1		11.25	-42.32		1027.3	993.7	-10.4	0.0	0.0
47	1.399	1.226	467.87		-19.6	5.3	-0.1		11.42	-41.98		1030.3	994.9	-9.2	0.0	0.0
48	1.337	1.508	466.60		-19.8	5.2	-0.1		11.29	-42.61		1032.2	997.4	-9.8	0.0	0.0
49	1.274	1.320	466.60		-19.8	5.1	-0.1		11.08	-42.43		1026.7	991.9	-11.6	0.0	0.0
50	1.337	1.226	467.23		-19.7	5.3	-0.1		11.36	-42.25		1027.3	993.1	-9.8	0.0	0.0
51	1.274	1.320	466.31		-19.7	5.2	-0.1		11.24	-42.29		1036.4	997.4	-8.5	0.0	0.0
52	1.337	1.414	467.30		-19.6	5.2	-0.1		11.27	-41.96		1036.4	998.6	-10.4	0.0	0.0
53	1.306	1.257	466.88		-19.7	5.3	-0.1		11.44	-42.24		1035.8	997.4	-10.4	0.0	0.0
54	1.494	1.131	466.32		-20.0	5.2	-0.1		11.20	-42.86		1039.5	1001.0	-10.4	0.0	0.0
55	1.462	1.226	467.30		-19.6	5.3	-0.1		11.44	-41.95		1048.0	1008.4	-10.4	0.0	0.0
56	1.149	1.288	466.52		-19.7	5.2	-0.1		11.31	-42.31		1045.6	1007.1	-10.4	0.0	0.0
57	1.242	1.163	466.81		-19.7	5.2	-0.1		11.15	-42.28		1045.6	1006.5	-9.8	0.0	0.0
58	1.243	1.226	467.16		-19.7	5.3	-0.1		11.32	-42.29		1049.3	1012.6	-9.2	0.0	0.0
59	1.149	1.320	466.31		-19.8	5.4	-0.1		11.60	-42.46		1048.6	1012.0	-9.8	0.0	0.0
60	1.086	1.226	467.09		-19.6	5.3	-0.2		11.34	-42.01		1042.5	1005.9	-9.8	0.0	0.0
61	1.023	1.257	466.53		-19.9	5.4	-0.2		11.67	-42.64		1041.3	1005.3	-11.0	0.0	0.0
62	1.054	1.226	465.96		-19.8	5.3	-0.2		11.53	-42.52		1043.8	1009.6	-9.8	0.0	0.0
63	1.210	1.194	467.37		-19.5	5.4	-0.2		11.56	-41.90		1036.4	1002.3	-10.4	0.0	0.0
64	1.243	1.100	466.81		-19.9	5.5	-0.1		11.78	-42.61		1032.2	997.4	-10.4	0.0	0.0
65	1.148	0.911	466.74		-19.6	5.3	-0.2		11.54	-41.98		1033.4	998.0	-9.8	0.0	0.0
66	1.179	1.163	467.58		-19.5	5.5	-0.2		11.79	-41.83		1028.5	995.5	-10.4	0.0	0.0
67	0.961	1.131	466.52		-19.8	5.4	-0.1		11.56	-42.55		1023.0	989.4	-10.4	0.0	0.0
68	1.023	0.911	466.24		-19.8	5.3	-0.2		11.41	-42.48		1024.2	988.8	-9.8	0.0	0.0
69	1.243	0.911	466.45		-19.8	5.3	-0.1		11.34	-42.42		1030.3	993.1	-9.2	0.0	0.0
70	1.118	1.037	465.96		-19.8	5.3	-0.1		11.43	-42.59		1028.5	992.5	-11.0	0.0	0.0
71	1.086	1.006	466.66		-19.6	5.3	-0.1		11.35	-42.11		1027.3	989.4	-9.8	0.0	0.0
72	1.118	1.006	465.89		-19.9	5.3	-0.1		11.40	-42.81		1030.9	992.5	-9.8	0.0	0.0
73	1.086	1.100	465.89		-19.8	5.3	-0.1		11.45	-42.65		1039.5	999.2	-9.8	0.0	0.0
74	1.055	1.131	466.74		-19.7	5.3	-0.1		11.53	-42.24		1036.4	998.6	-11.6	0.0	0.0
75	1.086	1.037	466.24		-19.9	5.3	-0.1		11.47	-42.65		1041.3	1001.0	-10.4	0.0	0.0
76	1.211	1.006	466.17		-19.6	5.1	-0.1		11.03	-42.12		1049.9	1008.4	-9.2	0.0	0.0
77	1.274	1.194	467.02		-19.7	5.3	-0.1		11.44	-42.30		1046.8	1009.6	-11.0	0.0	0.0
78	1.243	1.100	466.10		-19.9	5.3	-0.1		11.54	-42.67		1041.9	1005.3	-10.4	0.0	0.0
79	1.369	0.880	466.03		-19.7	5.3	-0.1		11.36	-42.37		1046.8	1011.4	-8.5	0.0	0.0
80	1.243	0.974	466.24		-19.7	5.3	-0.1		11.48	-42.32		1048.6	1012.6	-10.4	0.0	0.0
81	0.866	0.880	466.10		-19.8	5.2	-0.2		11.25	-42.49		1040.7	1006.5	-10.4	0.0	0.0
82	0.960	0.912	467.23		-19.7	5.4	-0.2		11.54	-42.14		1040.1	1004.1	-9.8	0.0	0.0
83	1.055	0.911	466.31		-19.8	5.5	-0.1		11.81	-42.43		1042.5	1005.9	-9.2	0.0	0.0
84	1.055	0.912	466.60		-19.8	5.3	-0.2		11.54	-42.40		1035.8	1002.9	-11.0	0.0	0.0
85	0.929	0.974	467.23		-19.7	5.4	-0.2		11.64	-42.31		1028.5	996.2	-10.4	0.0	0.0
86	0.866	1.006	466.24		-20.0	5.4	-0.2		11.72	-42.90		1029.1	996.2	-9.2	0.0	0.0
87	1.117	0.974	466.59		-19.7	5.3	-0.2		11.44	-42.24		1031.6	997.4	-9.2	0.0	0.0
88	1.117	1.037	467.23		-19.7	5.4	-0.2		11.66	-42.31		1024.2	993.1	-10.4	0.0	0.0
89	0.992	0.943	467.02		-19.8	5.5	-0.2		11.79	-42.45		1024.2	988.8	-9.8	0.0	0.0
90	1.117	0.817	466.73		-19.5	5.4	-0.2		11.59	-41.89		1029.1	991.3	-9.8	0.0	0.0
91	1.055	0.849	466.17		-19.8	5.4	-0.1		11.71	-42.52		1031.6	995.5	-11.0	0.0	0.0
92	0.960	0.660	465.89		-19.9	5.3	-0.2		11.34	-42.70		1030.3	993.1	-9.2	0.0	0.0
93	1.117	0.660	466.38		-19.9	5.3	-0.1		11.52	-42.70		1037.7	997.4	-9.8	0.0	0.0
94	1.055	0.723	465.96		-19.8	5.4	-0.1		11.63	-42.57		1044.4	1005.9	-10.4	0.0	0.0
95	1.024	0.849	466.31		-19.8	5.3	-0.1		11.33	-42.51		1041.3	1003.5	-9.8	0.0	0.0
96	1.118	0.911	467.02		-19.8	5.3	-0.1		11.53	-42.53		1044.4	1005.3	-10.4	0.0	0.0
97	0.930	0.880	465.33		-20.0	5.3	-0.1		11.45	-43.10		1049.3	1011.4	-9.8	0.0	0.0
98	1.086	0.817	466.74		-19.7	5.3	-0.1		11.38	-42.22		1045.6	1009.6	-11.0	0.0	0.0
99	1.149	0.723	466.74		-19.8	5.3	-0.1		11.43	-42.46		1044.4	1007.8	-11.0	0.0	0.0
100	1.055	0.692	465.68		-19.9	5.2	-0.1		11.22	-42.85		1046.8	1009.6	-9.8	0.0	0.0
101	1.274	0.754	466.59		-19.6	5.3	-0.1		11.50	-42.06		1045.0	1010.2	-9.2	0.0	0.0
102	1.276	0.754	466.03		-20.0	5.4	0.0		11.62	-42.86		1037.1	1003.5	-10.4	0.0	0.0
103	1.369	0.535	465.89		-20.0	5.3	-0.1		11.42	-43.03		1035.8	1001.6	-10.4	0.0	0.0
104	1.305	0.597	466.03		-19.7	5.4	-0.1		11.62	-42.27		1040.1	1003.5	-10.4	0.0	0.0
105	0.992	0.660	465.89		-19.9	5.3	-0.1		11.50	-42.70		1030.9	999.8	-11.0	0.0	0.0
106	0.961	0.440	466.38		-19.9	5.3	-0.1		11.46	-42.60		1026.7	993.1	-10.4	0.0	0.0
107	1.149	0.503	466.39		-20.0	5.4	-0.1		11.68	-42.94		1028.5	992.5	-9.8	0.0	0.0
108	1.024	0.629	465.47		-20.0	5.5	-0.1		11.83	-42.99		1028.5	994.9	-8.5	0.0	0.0
