

ms	Fx [N]	Fy [N]	Fz [N]		Mx [Nm]	My [Nm]	Mz [Nm]		Cx [mm]	Cy [mm]		VS [mV]	R [mV]	B [mV]	G [mV]	W [mV]

1	4.068	-1.896	884.15		-13.5	-25.6	-0.8		-28.83	-15.18		3083.1	12.2	-10.4	0.0	0.0
2	4.005	-1.991	883.59		-13.8	-25.7	-0.8		-28.91	-15.54		390.6	12.2	-10.4	0.0	0.0
3	4.287	-2.179	883.94		-13.3	-25.7	-0.8		-28.93	-14.98		-86.7	12.8	-9.8	0.0	0.0
4	4.162	-2.148	883.31		-13.7	-25.7	-0.8		-28.97	-15.41		701.3	12.8	-10.4	0.0	0.0
5	4.288	-2.430	883.52		-13.7	-25.9	-0.8		-29.14	-15.42		1432.6	12.8	-9.8	0.0	0.0
6	4.194	-2.399	882.82		-13.7	-25.8	-0.8		-29.11	-15.39		2022.8	11.6	-10.4	0.0	0.0
7	4.288	-2.399	883.31		-13.6	-25.9	-0.8		-29.22	-15.31		2526.4	12.8	-9.8	0.0	0.0
8	4.256	-2.525	882.68		-13.7	-25.9	-0.8		-29.20	-15.39		2950.0	13.4	-8.5	0.0	0.0
9	4.413	-2.462	883.66		-13.6	-26.0	-0.8		-29.27	-15.28		3298.5	12.2	-10.4	0.0	0.0
10	4.382	-2.619	883.39		-13.8	-25.9	-0.8		-29.11	-15.50		3596.4	12.8	-9.8	0.0	0.0
11	4.287	-2.713	883.10		-13.6	-26.0	-0.8		-29.32	-15.28		3841.2	13.4	-8.5	0.0	0.0
12	4.225	-2.713	883.39		-13.9	-25.9	-0.8		-29.20	-15.63		4049.9	12.8	-9.2	0.0	0.0
13	4.130	-2.713	882.54		-14.0	-26.1	-0.9		-29.38	-15.73		4190.3	13.4	-8.5	0.0	0.0
14	4.162	-2.776	883.39		-13.8	-26.0	-0.9		-29.26	-15.54		4665.8	12.8	-9.8	0.0	0.0
15	4.162	-2.933	883.39		-13.8	-25.9	-0.9		-29.15	-15.54		793.5	12.8	-9.2	0.0	0.0
16	4.193	-2.902	882.75		-13.8	-26.0	-0.8		-29.32	-15.57		-208.1	12.8	-9.8	0.0	0.0
17	4.162	-3.027	882.54		-14.1	-26.2	-0.9		-29.49	-15.81		484.0	12.2	-10.4	0.0	0.0
18	4.099	-3.027	883.25		-14.1	-26.1	-0.9		-29.44	-15.84		1197.0	12.8	-9.8	0.0	0.0
19	3.943	-2.996	882.47		-14.1	-26.2	-0.8		-29.51	-15.88		1837.3	12.2	-9.8	0.0	0.0
20	3.943	-3.090	884.02		-13.8	-26.2	-0.8		-29.51	-15.50		2368.3	12.8	-10.4	0.0	0.0
21	4.194	-3.153	882.26		-14.2	-26.2	-0.8		-29.52	-15.94		2813.9	12.8	-9.8	0.0	0.0
22	4.037	-3.310	883.81		-13.8	-26.2	-0.8		-29.48	-15.47		3187.5	12.8	-9.2	0.0	0.0
23	3.755	-3.341	882.83		-14.2	-26.3	-0.8		-29.60	-15.97		3503.0	13.4	-9.8	0.0	0.0
24	3.942	-3.310	883.81		-13.9	-26.2	-0.9		-29.48	-15.65		3763.7	12.8	-9.8	0.0	0.0
25	3.723	-3.310	883.18		-14.1	-26.2	-0.9		-29.55	-15.90		3984.0	13.4	-9.8	0.0	0.0
26	3.911	-3.467	884.24		-13.9	-26.3	-0.9		-29.55	-15.64		4135.4	14.0	-9.2	0.0	0.0
27	3.880	-3.498	883.89		-14.1	-26.2	-0.9		-29.52	-15.79		4617.6	12.8	-10.4	0.0	0.0
28	3.879	-3.687	884.10		-14.1	-26.4	-0.9		-29.75	-15.81		782.5	12.2	-9.8	0.0	0.0
29	3.911	-3.718	883.25		-14.1	-26.4	-0.9		-29.72	-15.86		-204.5	12.8	-7.9	0.0	0.0
30	3.848	-3.530	884.24		-14.1	-26.5	-0.9		-29.86	-15.85		258.8	12.2	-9.8	0.0	0.0
31	3.723	-3.593	884.17		-14.3	-26.4	-0.9		-29.69	-16.05		953.4	12.8	-9.8	0.0	0.0
32	3.785	-3.561	884.52		-14.1	-26.6	-0.9		-29.94	-15.80		1645.6	12.2	-9.2	0.0	0.0
33	3.974	-3.656	884.67		-14.3	-26.4	-0.9		-29.70	-16.02		2206.6	12.8	-9.8	0.0	0.0
34	3.754	-3.750	884.32		-14.3	-26.5	-1.0		-29.82	-16.00		2681.4	13.4	-9.2	0.0	0.0
35	3.566	-3.624	885.94		-14.2	-26.4	-1.0		-29.65	-15.95		3074.5	12.8	-10.4	0.0	0.0
36	3.503	-3.655	885.24		-14.4	-26.5	-1.0		-29.79	-16.18		3407.2	13.4	-9.8	0.0	0.0
37	3.471	-3.687	885.30		-14.1	-26.4	-1.0		-29.69	-15.81		3686.7	13.4	-9.2	0.0	0.0
38	3.408	-3.781	885.52		-14.4	-26.5	-1.0		-29.75	-16.09		3917.5	12.8	-10.4	0.0	0.0
39	3.534	-3.781	886.51		-14.2	-26.4	-1.0		-29.69	-15.89		4097.5	13.4	-10.4	0.0	0.0
40	3.440	-3.907	884.88		-14.4	-26.6	-1.0		-29.93	-16.16		4392.4	12.2	-9.2	0.0	0.0
41	3.408	-4.033	886.01		-14.3	-26.6	-1.0		-29.86	-15.96		2876.8	12.2	-9.2	0.0	0.0
42	3.471	-3.750	884.53		-14.6	-26.7	-1.0		-30.01	-16.32		338.8	12.8	-9.2	0.0	0.0
43	3.409	-3.718	886.72		-14.2	-26.7	-0.9		-29.98	-15.91		-73.9	12.8	-9.8	0.0	0.0
44	3.440	-3.844	886.01		-14.5	-26.6	-0.9		-29.94	-16.23		713.5	12.8	-9.2	0.0	0.0
45	3.565	-4.033	886.30		-14.3	-26.6	-0.9		-29.90	-15.95		1441.1	12.2	-9.8	0.0	0.0
46	3.252	-4.064	885.95		-14.5	-26.6	-1.0		-29.94	-16.24		2033.2	12.8	-10.4	0.0	0.0
47	3.314	-4.095	886.58		-14.4	-26.7	-1.0		-30.01	-16.08		2535.6	14.0	-9.8	0.0	0.0
48	3.126	-3.970	886.09		-14.6	-26.6	-1.0		-29.94	-16.29		2951.8	12.8	-10.4	0.0	0.0
49	3.345	-4.033	887.07		-14.5	-26.7	-1.1		-29.98	-16.18		3305.3	12.8	-9.8	0.0	0.0
50	3.470	-4.127	886.72		-14.5	-26.5	-1.0		-29.81	-16.16		3598.2	13.4	-9.8	0.0	0.0
51	3.345	-4.252	887.01		-14.5	-26.8	-1.1		-30.05	-16.20		3845.4	12.8	-10.4	0.0	0.0
52	3.377	-4.472	886.30		-14.7	-26.7	-1.0		-30.02	-16.42		4055.4	12.8	-9.2	0.0	0.0
53	3.408	-4.315	886.23		-14.6	-26.8	-1.1		-30.15	-16.32		4189.1	12.8	-9.2	0.0	0.0
54	3.283	-4.378	886.65		-14.6	-26.7	-1.1		-30.03	-16.35		4669.5	13.4	-9.2	0.0	0.0
55	3.345	-4.504	886.30		-14.5	-26.8	-1.1		-30.16	-16.25		793.5	13.4	-8.5	0.0	0.0
56	3.440	-4.378	887.43		-14.6	-26.7	-1.0		-29.95	-16.32		-208.8	12.8	-9.2	0.0	0.0
57	3.377	-4.535	886.51		-14.6	-26.7	-1.1		-29.97	-16.35		499.3	12.8	-9.2	0.0	0.0
58	3.251	-4.598	886.86		-14.4	-26.6	-1.1		-29.92	-16.10		1207.3	12.8	-9.2	0.0	0.0
59	3.031	-4.661	886.23		-14.8	-26.7	-1.2		-29.99	-16.48		1848.3	12.2	-9.8	0.0	0.0
60	3.000	-4.598	886.72		-14.6	-26.6	-1.2		-29.91	-16.28		2380.5	12.8	-9.2	0.0	0.0
61	3.188	-4.692	886.23		-14.6	-26.7	-1.1		-29.99	-16.30		2821.2	12.2	-10.4	0.0	0.0
62	3.251	-4.881	887.64		-14.3	-26.6	-1.1		-29.83	-15.92		3194.8	12.8	-9.2	0.0	0.0
63	3.095	-4.975	886.09		-14.6	-26.7	-1.1		-30.00	-16.30		3510.3	13.4	-8.5	0.0	0.0
64	3.126	-5.038	887.07		-14.4	-26.7	-1.1		-30.02	-16.10		3769.2	12.8	-9.8	0.0	0.0
65	3.032	-5.101	885.74		-14.8	-26.7	-1.1		-30.05	-16.50		3989.5	13.4	-9.8	0.0	0.0
66	3.189	-5.132	886.37		-14.4	-26.8	-1.1		-30.07	-16.02		4135.4	12.8	-9.2	0.0	0.0
67	3.064	-5.163	886.02		-14.6	-26.7	-1.1		-30.07	-16.27		4620.0	12.8	-9.8	0.0	0.0
68	3.284	-5.258	886.30		-14.5	-26.7	-1.0		-30.00	-16.17		785.6	13.4	-9.2	0.0	0.0
69	3.095	-5.320	885.52		-14.5	-26.7	-1.1		-29.99	-16.21		-205.7	12.2	-10.4	0.0	0.0
70	3.064	-5.352	886.37		-14.5	-26.7	-1.1		-29.99	-16.19		275.9	12.2	-10.4	0.0	0.0
71	3.064	-5.257	885.52		-14.6	-26.6	-1.1		-29.90	-16.34		971.1	12.8	-9.8	0.0	0.0
72	3.001	-5.257	886.01		-14.5	-26.7	-1.1		-30.04	-16.13		1659.0	12.8	-9.2	0.0	0.0
73	3.095	-5.383	886.37		-14.4	-26.5	-1.1		-29.76	-16.10		2218.8	12.8	-9.8	0.0	0.0
74	3.189	-5.383	885.10		-14.5	-26.6	-1.1		-29.97	-16.21		2686.3	12.2	-10.4	0.0	0.0
75	3.127	-5.572	885.24		-14.5	-26.7	-1.1		-29.99	-16.20		3081.9	13.4	-9.2	0.0	0.0
76	3.158	-5.477	884.53		-14.6	-26.7	-1.1		-30.10	-16.31		3415.1	14.0	-8.5	0.0	0.0
77	2.971	-5.352	884.96		-14.6	-26.7	-1.0		-30.04	-16.35		3688.6	12.8	-9.8	0.0	0.0
78	2.877	-5.415	884.39		-14.6	-26.8	-1.1		-30.14	-16.35		3923.0	12.8	-9.2	0.0	0.0
79	3.253	-5.383	885.17		-14.5	-26.6	-1.0		-29.92	-16.19		4096.9	13.4	-9.2	0.0	0.0
80	2.971	-5.509	884.53		-14.6	-26.6	-1.0		-29.97	-16.26		4421.0	12.8	-9.8	0.0	0.0
81	2.689	-5.572	884.88		-14.5	-26.5	-1.1		-29.90	-16.19		2580.7	13.4	-9.8	0.0	0.0
82	2.595	-5.477	883.54		-14.7	-26.5	-1.1		-29.93	-16.41		262.5	11.6	-10.4	0.0	0.0
83	2.532	-5.540	884.81		-14.4	-26.5	-1.1		-29.83	-16.08		-51.3	12.8	-10.4	0.0	0.0
84	2.658	-5.603	883.61		-14.6	-26.5	-1.0		-29.91	-16.29		717.2	14.0	-9.2	0.0	0.0
85	2.533	-5.634	885.44		-14.1	-26.4	-1.0		-29.77	-15.69		1445.4	12.8	-9.2	0.0	0.0
86	2.502	-5.760	883.47		-14.7	-26.5	-1.0		-29.95	-16.42		2039.3	12.8	-9.8	0.0	0.0
87	2.659	-5.760	884.32		-14.3	-26.6	-0.9		-29.94	-16.01		2535.6	12.8	-10.4	0.0	0.0
88	2.408	-5.729	883.61		-14.7	-26.7	-0.9		-30.09	-16.38		2955.5	13.4	-9.2	0.0	0.0
89	2.440	-5.760	884.03		-14.3	-26.7	-0.9		-30.13	-16.02		3308.9	14.0	-9.2	0.0	0.0
90	2.315	-5.697	884.04		-14.5	-26.6	-0.9		-29.99	-16.20		3600.1	12.8	-10.4	0.0	0.0
91	2.566	-5.854	883.82		-14.6	-26.6	-0.9		-30.03	-16.26		3848.5	12.8	-9.8	0.0	0.0
92	2.471	-5.949	883.47		-14.4	-26.6	-0.9		-30.01	-16.07		4053.6	12.8	-9.2	0.0	0.0
93	2.314	-5.980	884.10		-14.4	-26.7	-0.9		-30.09	-16.03		4191.5	13.4	-9.2	0.0	0.0
94	2.220	-5.886	883.90		-14.7	-26.6	-1.0		-30.00	-16.41		4672.5	14.0	-9.8	0.0	0.0
95	2.377	-5.823	883.75		-14.5	-26.7	-1.0		-30.14	-16.15		793.5	12.2	-10.4	0.0	0.0
96	2.439	-6.011	884.88		-14.3	-26.5	-0.9		-29.91	-15.99		-208.8	12.2	-11.0	0.0	0.0
97	2.408	-6.011	883.61		-14.4	-26.8	-1.0		-30.20	-16.11		512.7	13.4	-9.8	0.0	0.0
98	2.408	-5.980	884.46		-14.4	-26.7	-0.9		-30.12	-16.09		1221.4	12.2	-10.4	0.0	0.0
99	2.408	-6.011	883.62		-14.7	-26.8	-1.0		-30.23	-16.37		1860.5	12.2	-9.8	0.0	0.0
100	2.565	-5.854	884.04		-14.5	-26.8	-0.9		-30.18	-16.15		2385.4	12.8	-9.2	0.0	0.0
101	2.533	-5.886	884.39		-14.4	-26.8	-1.0		-30.27	-16.12		2829.8	12.8	-9.8	0.0	0.0
102	2.690	-5.886	885.80		-14.4	-26.8	-0.9		-30.19	-16.01		3203.3	14.0	-9.2	0.0	0.0
103	2.753	-5.886	884.39		-14.6	-26.8	-0.9		-30.20	-16.29		3512.2	12.2	-9.8	0.0	0.0
104	2.658	-5.949	885.66		-14.2	-26.8	-1.0		-30.19	-15.79		3774.0	13.4	-9.2	0.0	0.0
105	2.689	-6.012	884.18		-14.6	-26.8	-1.0		-30.26	-16.27		3992.6	13.4	-9.2	0.0	0.0
106	2.595	-5.886	886.01		-14.3	-26.9	-1.0		-30.22	-15.89		4137.8	13.4	-9.8	0.0	0.0
107	2.658	-5.917	884.96		-14.6	-26.9	-1.0		-30.33	-16.28		4624.9	14.0	-9.2	0.0	0.0
108	2.909	-6.012	886.51		-14.0	-26.9	-1.0		-30.21	-15.60		784.3	12.2	-9.8	0.0	0.0
109	2.846	-6.137	885.52		-14.4	-26.9	-1.0		-30.33	-16.00		-205.7	12.8	-10.4	0.0	0.0
110	3.034	-6.263	885.73		-14.2	-27.2	-0.9		-30.55	-15.80		280.8	12.8	-9.2	0.0	0.0
111	2.909	-5.949	885.88		-14.4	-27.1	-0.9		-30.50	-16.03		971.7	12.2	-10.4	0.0	0.0
