

ms	Fx [N]	Fy [N]	Fz [N]		Mx [Nm]	My [Nm]	Mz [Nm]		Cx [mm]	Cy [mm]		VS [mV]	R [mV]	B [mV]	G [mV]	W [mV]

1	0.067	-1.652	594.44		-44.3	-14.9	-0.3		-25.02	-74.39		5217.6	35.4	53.1	0.0	0.0
2	0.348	-1.463	595.49		-43.7	-14.8	-0.4		-24.90	-73.26		5216.4	34.8	52.5	0.0	0.0
3	0.348	-1.369	594.72		-44.2	-14.9	-0.5		-25.04	-74.17		5216.4	34.8	55.5	0.0	0.0
4	0.599	-1.652	596.13		-43.6	-14.9	-0.3		-25.00	-73.01		5216.4	34.8	51.3	0.0	0.0
5	0.193	-1.903	594.72		-43.9	-14.8	-0.3		-24.84	-73.69		5216.4	34.2	49.4	0.0	0.0
6	0.412	-1.777	595.14		-43.7	-15.0	-0.3		-25.14	-73.32		5215.2	34.8	53.1	0.0	0.0
7	0.225	-1.652	594.16		-44.1	-14.9	-0.2		-25.15	-74.10		5215.2	34.8	49.4	0.0	0.0
8	0.287	-1.558	595.43		-43.8	-15.1	-0.2		-25.34	-73.56		5215.2	35.4	57.4	0.0	0.0
9	0.255	-1.652	594.87		-44.2	-15.1	-0.3		-25.45	-74.27		5214.6	36.0	50.7	0.0	0.0
10	0.380	-1.526	595.70		-43.5	-15.0	-0.3		-25.16	-72.94		5215.2	35.4	47.0	0.0	0.0
11	0.632	-1.589	594.23		-44.1	-14.9	-0.2		-25.10	-74.19		5215.2	35.4	53.1	0.0	0.0
12	0.631	-1.589	595.70		-43.4	-14.9	-0.3		-24.94	-72.80		5215.8	35.4	50.7	0.0	0.0
13	0.035	-1.463	594.72		-44.1	-14.8	-0.4		-24.84	-74.04		5214.6	35.4	53.7	0.0	0.0
14	0.161	-1.369	595.71		-43.6	-15.0	-0.3		-25.17	-73.08		5215.8	35.4	60.4	0.0	0.0
15	0.160	-1.180	594.16		-44.0	-14.9	-0.5		-25.15	-73.99		5215.2	35.4	55.5	0.0	0.0
16	0.567	-1.495	596.13		-43.5	-15.0	-0.4		-25.13	-72.82		5215.8	35.4	60.4	0.0	0.0
17	0.129	-1.621	595.36		-43.7	-14.8	-0.3		-24.79	-73.33		5215.2	34.8	58.6	0.0	0.0
18	0.224	-1.652	595.35		-43.5	-15.0	-0.3		-25.20	-72.94		5216.4	35.4	54.9	0.0	0.0
19	0.098	-1.526	593.95		-44.2	-15.1	-0.3		-25.48	-74.36		5216.4	34.8	56.2	0.0	0.0
20	0.224	-1.463	595.43		-43.7	-15.1	-0.3		-25.39	-73.30		5215.2	35.4	54.9	0.0	0.0
