

ms	Fx [N]	Fy [N]	Fz [N]		Mx [Nm]	My [Nm]	Mz [Nm]		Cx [mm]	Cy [mm]		VS [mV]	R [mV]	B [mV]	G [mV]	W [mV]

1	-0.870	4.873	264.76		-22.3	-19.1	0.3		-72.26	-84.85		5213.3	34.2	46.4	0.0	0.0
2	-0.400	4.905	263.91		-22.5	-19.3	0.2		-73.37	-85.86		5213.3	33.6	46.4	0.0	0.0
3	-0.494	4.402	263.13		-22.6	-19.2	0.3		-73.08	-86.42		5212.7	34.2	48.8	0.0	0.0
4	-0.870	4.496	264.55		-22.5	-19.0	0.2		-71.80	-85.53		5212.7	33.6	46.4	0.0	0.0
5	-0.933	4.779	265.60		-22.4	-18.9	0.2		-71.29	-85.00		5212.7	33.6	50.1	0.0	0.0
6	-0.464	4.968	263.84		-22.3	-19.1	0.1		-72.50	-85.23		5213.3	33.6	52.5	0.0	0.0
7	-0.526	4.402	263.56		-22.6	-19.1	0.2		-72.68	-86.28		5213.9	34.2	39.7	0.0	0.0
8	-0.901	3.962	265.25		-22.5	-19.0	0.3		-71.71	-85.24		5213.9	33.6	42.1	0.0	0.0
9	-0.901	4.716	265.25		-22.4	-19.1	0.3		-71.98	-84.89		5213.3	34.2	45.2	0.0	0.0
10	-0.274	4.779	264.41		-22.6	-19.3	0.4		-73.17	-86.20		5213.9	34.8	49.4	0.0	0.0
11	-0.432	4.245	263.77		-22.5	-19.1	0.2		-72.57	-85.82		5213.9	33.6	51.3	0.0	0.0
12	-0.713	4.182	264.12		-22.7	-19.0	0.3		-71.99	-86.36		5214.6	34.2	53.7	0.0	0.0
13	-0.932	4.496	266.03		-22.4	-18.9	0.3		-71.18	-84.69		5213.9	34.8	54.9	0.0	0.0
14	-0.714	4.999	264.26		-22.2	-19.1	0.2		-72.23	-84.65		5213.9	34.2	51.3	0.0	0.0
15	-0.307	4.371	262.85		-22.6	-19.1	0.1		-72.76	-86.50		5213.9	33.6	47.6	0.0	0.0
16	-0.808	3.899	265.32		-22.4	-18.9	0.2		-71.44	-84.99		5213.3	34.2	50.1	0.0	0.0
17	-0.963	4.590	265.25		-22.5	-19.1	0.3		-71.99	-85.31		5213.3	34.2	48.8	0.0	0.0
18	-0.462	4.685	264.48		-22.4	-19.3	0.3		-72.94	-85.36		5212.7	33.6	47.6	0.0	0.0
19	-0.526	4.276	263.27		-22.4	-19.2	0.2		-73.04	-85.77		5213.3	34.2	49.4	0.0	0.0
20	-0.336	3.868	263.98		-22.6	-19.0	0.3		-71.89	-86.08		5212.7	34.8	43.3	0.0	0.0
21	-0.775	4.214	266.24		-22.5	-18.9	0.3		-70.96	-85.10		5213.3	34.2	45.8	0.0	0.0
22	-0.745	4.716	264.82		-22.2	-19.1	0.2		-72.17	-84.44		5213.3	34.2	47.0	0.0	0.0
23	-0.213	4.245	263.35		-22.6	-19.2	0.1		-72.84	-86.40		5212.1	33.6	43.3	0.0	0.0
24	-0.776	3.868	265.46		-22.4	-18.8	0.2		-70.84	-84.79		5213.3	33.6	47.6	0.0	0.0
25	-0.807	4.370	265.25		-22.5	-19.1	0.3		-71.97	-85.29		5212.7	34.2	46.4	0.0	0.0
26	-0.399	4.590	265.04		-22.5	-19.3	0.4		-72.96	-85.46		5212.7	33.6	47.0	0.0	0.0
27	-0.369	4.371	263.41		-22.4	-19.2	0.2		-73.08	-85.58		5213.9	34.2	50.7	0.0	0.0
28	-0.274	3.994	264.26		-22.6	-19.0	0.3		-71.81	-86.00		5213.3	34.2	42.7	0.0	0.0
29	-0.713	4.151	265.81		-22.4	-18.8	0.3		-70.79	-84.79		5213.3	34.2	48.8	0.0	0.0
30	-0.619	4.653	264.83		-22.4	-19.0	0.3		-71.88	-85.02		5213.9	34.8	53.1	0.0	0.0
31	-0.088	4.339	263.13		-22.5	-19.1	0.2		-72.46	-85.97		5213.3	34.2	47.0	0.0	0.0
32	-0.651	3.962	265.18		-22.3	-19.1	0.2		-71.93	-84.46		5214.6	34.2	49.4	0.0	0.0
33	-0.775	4.119	265.18		-22.5	-19.0	0.4		-71.76	-85.35		5214.6	34.8	56.2	0.0	0.0
34	-0.368	4.496	265.11		-22.3	-19.2	0.4		-72.33	-84.76		5213.9	34.2	51.3	0.0	0.0
35	-0.212	4.433	264.19		-22.6	-19.3	0.3		-72.89	-86.15		5213.9	34.2	51.3	0.0	0.0
36	-0.337	3.994	263.91		-22.7	-19.1	0.3		-72.24	-86.48		5213.3	34.8	45.8	0.0	0.0
37	-0.619	4.151	265.60		-22.4	-18.9	0.3		-71.25	-84.93		5213.9	34.2	48.2	0.0	0.0
38	-0.368	4.528	265.53		-22.2	-19.0	0.3		-71.57	-84.34		5213.3	34.2	47.6	0.0	0.0
39	-0.182	4.590	263.56		-22.5	-19.1	0.2		-72.45	-86.01		5213.3	34.8	46.4	0.0	0.0
40	-0.494	4.088	263.63		-22.6	-19.0	0.3		-72.24	-86.14		5213.3	34.2	53.1	0.0	0.0
41	-0.682	3.993	266.03		-22.6	-19.1	0.3		-71.71	-85.36		5213.3	34.2	42.1	0.0	0.0
42	-0.430	4.685	265.32		-22.3	-19.1	0.4		-71.86	-84.50		5212.7	34.8	42.1	0.0	0.0
43	-0.024	4.465	264.05		-22.7	-19.3	0.3		-72.91	-86.35		5212.7	34.2	47.0	0.0	0.0
44	-0.306	3.962	263.91		-22.6	-19.2	0.3		-72.61	-86.18		5213.3	34.2	44.6	0.0	0.0
45	-0.462	4.088	265.25		-22.6	-19.0	0.3		-71.56	-85.69		5212.7	34.2	48.2	0.0	0.0
46	-0.337	4.590	266.31		-22.4	-18.9	0.3		-71.12	-84.61		5213.3	34.2	54.3	0.0	0.0
47	0.007	4.873	263.98		-22.5	-19.1	0.2		-72.22	-85.90		5212.7	34.2	52.5	0.0	0.0
48	0.037	4.276	263.91		-22.7	-19.1	0.2		-72.47	-86.66		5213.3	33.6	46.4	0.0	0.0
49	-0.369	3.962	266.10		-22.5	-19.0	0.3		-71.42	-85.12		5214.6	33.0	44.6	0.0	0.0
50	-0.273	4.779	265.53		-22.3	-19.2	0.4		-72.21	-84.66		5213.9	34.2	47.6	0.0	0.0
51	0.290	4.716	264.83		-22.8	-19.4	0.4		-73.08	-86.79		5214.6	34.2	50.1	0.0	0.0
52	-0.025	4.088	263.91		-22.6	-19.3	0.3		-72.95	-86.05		5213.9	34.2	47.6	0.0	0.0
53	0.102	4.182	265.33		-22.8	-19.0	0.4		-71.71	-86.34		5213.9	34.2	48.2	0.0	0.0
54	0.071	4.590	266.66		-22.5	-19.0	0.3		-71.21	-85.01		5214.6	34.2	47.0	0.0	0.0
55	0.038	4.842	264.83		-22.3	-19.1	0.3		-72.17	-84.75		5213.9	33.6	42.7	0.0	0.0
56	0.163	4.213	263.49		-22.7	-19.2	0.3		-72.85	-86.79		5214.6	34.2	44.6	0.0	0.0
57	-0.275	3.993	266.38		-22.4	-18.9	0.3		-70.96	-84.59		5213.9	34.8	43.9	0.0	0.0
58	-0.086	4.496	265.75		-22.5	-19.1	0.4		-71.89	-85.22		5213.9	34.8	46.4	0.0	0.0
59	0.353	4.465	264.27		-22.6	-19.4	0.4		-73.22	-86.06		5213.3	34.8	51.3	0.0	0.0
60	0.227	4.150	263.77		-22.5	-19.3	0.4		-72.95	-85.96		5212.7	34.2	50.7	0.0	0.0
