

ms	Fx [N]	Fy [N]	Fz [N]		Mx [Nm]	My [Nm]	Mz [Nm]		Cx [mm]	Cy [mm]		VS [mV]	R [mV]	B [mV]	G [mV]	W [mV]

1	5.247	4.683	935.22		-35.6	11.3	1.5		12.24	-38.21		5215.2	37.2	54.3	0.0	0.0
2	5.716	4.997	936.57		-36.1	11.2	1.5		12.11	-38.77		5215.8	36.6	58.0	0.0	0.0
3	6.437	4.369	936.78		-35.9	10.9	1.6		11.83	-38.51		5215.8	37.2	61.0	0.0	0.0
4	7.284	4.714	940.16		-35.5	11.0	1.8		11.92	-37.93		5215.8	37.2	57.4	0.0	0.0
5	7.535	4.871	937.92		-36.2	10.5	1.9		11.49	-38.73		5215.2	36.6	58.6	0.0	0.0
6	8.788	4.556	940.10		-36.0	10.2	2.0		11.15	-38.41		5215.2	37.2	52.5	0.0	0.0
7	9.321	5.059	941.95		-36.3	10.3	2.1		11.22	-38.72		5215.2	36.6	51.9	0.0	0.0
8	9.696	4.965	942.59		-36.6	9.9	2.1		10.82	-38.96		5214.6	36.6	56.2	0.0	0.0
9	10.699	4.807	945.13		-36.1	9.9	2.2		10.82	-38.36		5213.9	36.6	54.9	0.0	0.0
10	11.106	4.996	944.42		-36.5	9.8	2.2		10.79	-38.85		5213.9	37.2	55.5	0.0	0.0
11	12.265	4.744	946.47		-36.2	9.7	2.3		10.66	-38.37		5213.9	36.6	71.4	0.0	0.0
12	13.113	4.901	948.46		-36.5	9.6	2.5		10.62	-38.66		5213.9	37.2	67.8	0.0	0.0
13	12.829	4.775	947.61		-36.6	9.5	2.4		10.49	-38.78		5213.9	37.8	59.8	0.0	0.0
14	13.800	4.744	950.50		-36.5	9.4	2.4		10.37	-38.52		5213.9	37.2	58.0	0.0	0.0
15	14.427	5.058	950.16		-36.8	9.3	2.5		10.22	-38.93		5213.9	36.6	60.4	0.0	0.0
16	15.083	4.901	950.93		-36.5	8.9	2.4		9.91	-38.51		5214.6	36.6	58.0	0.0	0.0
17	16.055	4.900	953.27		-36.7	9.0	2.5		9.93	-38.64		5215.2	37.2	58.6	0.0	0.0
18	16.212	4.492	952.92		-36.6	8.8	2.6		9.80	-38.54		5215.8	37.2	60.4	0.0	0.0
19	16.808	4.240	955.81		-36.1	8.9	2.8		9.83	-37.87		5215.2	36.6	48.8	0.0	0.0
20	17.278	4.335	954.27		-37.2	8.6	2.8		9.60	-39.15		5215.8	37.2	50.1	0.0	0.0
21	17.621	3.989	954.06		-37.2	8.3	2.7		9.29	-39.09		5215.8	36.6	55.5	0.0	0.0
22	18.060	4.240	956.67		-37.0	8.4	2.8		9.34	-38.85		5215.8	36.6	56.2	0.0	0.0
23	17.967	4.209	955.69		-37.6	8.0	2.8		9.01	-39.46		5215.2	37.2	58.0	0.0	0.0
24	18.687	3.643	957.52		-36.8	8.0	2.8		8.99	-38.51		5215.8	36.6	67.1	0.0	0.0
25	18.687	3.800	958.23		-37.3	8.1	2.8		9.09	-39.02		5215.2	36.6	65.3	0.0	0.0
26	19.000	3.549	956.89		-37.4	8.0	2.7		8.97	-39.25		5215.8	36.6	60.4	0.0	0.0
27	19.596	3.360	959.07		-37.0	8.1	2.8		9.11	-38.65		5214.6	36.6	57.4	0.0	0.0
28	18.905	3.266	958.16		-37.4	8.1	2.7		9.03	-39.15		5214.6	37.2	58.0	0.0	0.0
29	19.060	2.701	958.87		-37.2	7.8	2.6		8.80	-38.94		5213.9	36.6	57.4	0.0	0.0
30	19.155	2.952	959.44		-37.6	7.9	2.6		8.85	-39.25		5213.9	36.6	61.0	0.0	0.0
31	18.653	3.015	958.17		-37.6	7.7	2.5		8.64	-39.38		5214.6	37.2	62.9	0.0	0.0
32	19.184	2.387	959.79		-37.3	7.7	2.5		8.63	-38.99		5213.9	36.6	53.1	0.0	0.0
33	18.747	1.852	959.58		-37.7	7.8	2.6		8.70	-39.33		5214.6	36.6	54.9	0.0	0.0
34	18.340	1.475	959.79		-37.2	7.6	2.5		8.55	-38.80		5214.6	37.2	56.2	0.0	0.0
35	18.340	1.601	959.87		-37.8	7.5	2.5		8.38	-39.39		5213.9	36.6	53.1	0.0	0.0
36	17.650	1.476	958.53		-37.9	7.4	2.5		8.33	-39.58		5214.6	37.2	58.6	0.0	0.0
37	17.493	1.193	960.43		-37.4	7.4	2.5		8.24	-38.99		5213.9	37.2	59.8	0.0	0.0
38	17.086	1.036	960.09		-38.1	7.3	2.4		8.17	-39.75		5214.6	36.0	55.5	0.0	0.0
39	16.771	0.439	959.94		-37.4	7.1	2.2		8.00	-39.00		5215.8	37.2	60.4	0.0	0.0
40	16.426	0.502	960.71		-37.4	7.4	2.2		8.26	-38.91		5215.2	37.2	56.8	0.0	0.0
41	16.051	0.502	959.16		-37.8	7.4	2.2		8.26	-39.38		5215.8	36.6	61.6	0.0	0.0
