

ms	Fx [N]	Fy [N]	Fz [N]		Mx [Nm]	My [Nm]	Mz [Nm]		Cx [mm]	Cy [mm]		VS [mV]	R [mV]	B [mV]	G [mV]	W [mV]

1	3.507	-1.806	752.80		-55.9	11.9	0.3		15.97	-74.15		2477.6	13.4	-9.2	0.0	0.0
2	3.570	-1.680	751.60		-55.9	12.0	0.3		16.08	-74.25		2903.0	12.8	-9.2	0.0	0.0
3	3.413	-1.617	752.94		-55.7	12.1	0.2		16.19	-73.89		3262.5	12.8	-9.8	0.0	0.0
4	3.131	-1.711	752.16		-55.7	12.0	0.2		16.15	-74.04		3560.4	12.8	-9.8	0.0	0.0
5	3.350	-1.806	752.30		-55.7	12.0	0.2		16.15	-73.97		3814.3	12.2	-9.2	0.0	0.0
6	3.005	-1.649	751.95		-55.8	12.1	0.2		16.23	-74.19		4023.1	12.8	-10.4	0.0	0.0
7	3.005	-1.491	751.39		-55.8	11.9	0.1		15.98	-74.15		4167.7	13.4	-9.8	0.0	0.0
8	3.193	-1.617	752.09		-55.8	12.1	0.2		16.23	-74.18		4646.3	14.0	-9.8	0.0	0.0
9	3.036	-1.774	751.67		-55.7	12.1	0.2		16.17	-74.06		789.8	13.4	-8.5	0.0	0.0
10	2.974	-1.711	752.30		-55.6	12.1	0.2		16.27	-73.87		-210.0	14.0	-8.5	0.0	0.0
11	3.005	-1.711	751.03		-55.9	11.9	0.2		16.03	-74.30		411.4	13.4	-9.2	0.0	0.0
12	3.037	-1.774	752.09		-55.7	12.0	0.2		16.10	-73.96		1117.0	13.4	-9.2	0.0	0.0
13	2.849	-1.586	751.03		-55.9	12.0	0.2		16.16	-74.31		1773.2	12.8	-9.8	0.0	0.0
14	2.849	-1.429	751.53		-55.8	12.0	0.2		16.07	-74.14		2315.2	12.2	-9.8	0.0	0.0
15	2.692	-1.429	751.10		-55.8	12.0	0.2		16.13	-74.23		2766.3	12.2	-10.4	0.0	0.0
16	2.629	-1.429	751.46		-55.8	11.8	0.1		15.88	-74.17		3149.6	13.4	-8.5	0.0	0.0
17	2.724	-1.397	751.88		-55.8	12.0	0.2		16.10	-74.13		3466.4	13.4	-9.8	0.0	0.0
18	2.630	-1.460	750.61		-55.9	12.0	0.2		16.13	-74.41		3735.6	13.4	-9.2	0.0	0.0
19	2.347	-1.491	752.44		-55.5	12.1	0.1		16.17	-73.76		3958.4	13.4	-9.2	0.0	0.0
20	2.285	-1.460	750.75		-55.9	12.2	0.1		16.31	-74.39		4109.7	12.8	-9.2	0.0	0.0
21	2.253	-1.554	752.16		-55.7	12.2	0.1		16.27	-73.94		4596.8	13.4	-9.8	0.0	0.0
22	2.034	-1.554	751.17		-55.7	12.2	0.1		16.32	-74.14		785.0	12.8	-10.4	0.0	0.0
23	2.190	-1.617	751.74		-55.6	12.1	0.1		16.18	-73.93		-197.2	13.4	-9.2	0.0	0.0
24	2.159	-1.711	751.88		-55.7	12.2	0.1		16.28	-74.01		179.5	12.8	-10.4	0.0	0.0
25	2.128	-1.774	751.32		-55.7	12.1	0.1		16.25	-74.12		866.1	12.2	-10.4	0.0	0.0
26	2.003	-1.806	751.74		-55.7	12.1	0.1		16.21	-74.02		1576.0	12.2	-10.4	0.0	0.0
27	1.972	-1.931	750.19		-56.0	12.0	0.1		16.11	-74.53		2148.0	12.8	-9.8	0.0	0.0
28	2.097	-1.963	751.81		-55.8	12.0	0.2		16.06	-74.09		2627.1	13.4	-9.8	0.0	0.0
29	2.003	-1.931	750.68		-55.9	12.1	0.2		16.15	-74.40		3030.6	13.4	-9.2	0.0	0.0
30	2.066	-2.151	751.81		-55.6	12.0	0.2		16.03	-73.92		3368.7	13.4	-9.2	0.0	0.0
31	1.909	-2.277	751.45		-55.7	12.1	0.2		16.14	-74.08		3650.1	13.4	-9.2	0.0	0.0
32	2.129	-2.214	752.09		-55.9	12.0	0.2		15.99	-74.20		3890.6	13.4	-8.5	0.0	0.0
33	2.223	-2.308	752.02		-55.9	12.2	0.3		16.27	-74.18		4086.6	13.4	-9.2	0.0	0.0
34	1.878	-2.465	751.53		-55.9	12.1	0.2		16.12	-74.25		4219.0	13.4	-9.2	0.0	0.0
35	1.846	-2.434	752.59		-55.9	12.1	0.2		16.18	-74.12		4692.1	13.4	-9.8	0.0	0.0
36	1.784	-2.497	751.25		-56.2	12.2	0.2		16.26	-74.74		797.2	13.4	-10.4	0.0	0.0
37	1.658	-2.528	752.66		-55.8	12.1	0.2		16.19	-73.98		-197.8	12.8	-10.4	0.0	0.0
38	1.783	-2.497	751.74		-56.1	12.1	0.1		16.20	-74.51		653.7	12.8	-9.2	0.0	0.0
39	2.034	-2.874	752.80		-55.8	12.1	0.2		16.17	-74.05		1369.1	13.4	-9.2	0.0	0.0
40	2.066	-2.842	752.80		-55.8	12.3	0.2		16.37	-74.00		1973.4	12.8	-9.2	0.0	0.0
41	2.066	-2.842	752.87		-55.9	12.1	0.2		16.18	-74.18		2483.1	12.8	-9.8	0.0	0.0
42	2.066	-2.937	752.66		-56.0	12.1	0.2		16.17	-74.32		2907.9	13.4	-9.2	0.0	0.0
