

ms	Fx [N]	Fy [N]	Fz [N]		Mx [Nm]	My [Nm]	Mz [Nm]		Cx [mm]	Cy [mm]		VS [mV]	R [mV]	B [mV]	G [mV]	W [mV]

1	-0.165	1.265	761.82		-59.0	-14.3	-0.2		-18.78	-77.56		5139.5	36.6	54.3	0.0	0.0
2	-0.541	1.297	760.98		-59.7	-14.3	-0.2		-18.78	-78.51		5139.5	36.6	53.7	0.0	0.0
3	-0.259	1.454	762.46		-59.3	-14.3	-0.2		-18.78	-77.89		5139.5	36.0	54.3	0.0	0.0
4	-0.321	1.234	761.40		-59.7	-14.4	-0.2		-18.93	-78.52		5140.7	36.0	53.1	0.0	0.0
5	-0.321	1.297	762.81		-59.2	-14.3	-0.2		-18.73	-77.62		5140.7	36.6	53.7	0.0	0.0
6	-0.102	1.171	760.56		-59.9	-14.4	-0.2		-18.91	-78.76		5140.1	36.6	54.9	0.0	0.0
7	-0.322	1.360	763.66		-59.5	-14.1	-0.3		-18.48	-77.94		5141.3	36.0	55.5	0.0	0.0
8	-0.416	1.140	761.19		-60.0	-14.3	-0.3		-18.82	-78.82		5141.3	36.6	56.2	0.0	0.0
9	-0.291	1.265	763.45		-59.7	-14.3	-0.3		-18.70	-78.24		5141.9	36.0	54.9	0.0	0.0
10	0.054	1.203	761.26		-59.8	-14.5	-0.3		-19.04	-78.59		5141.9	36.0	54.3	0.0	0.0
11	-0.133	0.982	764.37		-59.6	-14.2	-0.2		-18.62	-78.06		5141.9	36.6	54.3	0.0	0.0
12	0.055	1.077	761.48		-59.8	-14.6	-0.1		-19.18	-78.58		5141.9	36.0	55.5	0.0	0.0
13	-0.133	0.920	762.89		-60.0	-14.6	-0.1		-19.13	-78.74		5141.3	36.6	54.9	0.0	0.0
14	0.024	0.920	762.18		-59.7	-14.7	-0.1		-19.33	-78.30		5140.7	37.2	55.5	0.0	0.0
15	-0.039	0.794	762.11		-60.0	-14.5	-0.2		-19.03	-78.74		5140.1	36.6	55.5	0.0	0.0
16	0.557	0.825	762.46		-59.5	-14.4	-0.0		-18.81	-78.01		5139.5	36.0	57.4	0.0	0.0
17	-0.039	0.668	761.76		-59.9	-14.4	-0.1		-18.89	-78.69		5138.3	36.6	56.2	0.0	0.0
18	-0.165	0.982	762.96		-59.7	-14.4	-0.2		-18.91	-78.25		5137.0	36.0	57.4	0.0	0.0
19	0.053	1.014	761.48		-60.2	-14.5	-0.3		-18.99	-79.04		5137.0	36.6	57.4	0.0	0.0
20	0.054	0.825	763.80		-59.6	-14.5	-0.2		-18.95	-78.01		5137.0	36.0	54.9	0.0	0.0
21	-0.039	0.323	761.48		-60.0	-14.5	-0.1		-19.06	-78.76		5137.6	35.4	54.9	0.0	0.0
22	-0.070	0.543	763.03		-60.1	-14.6	-0.1		-19.12	-78.81		5137.6	35.4	55.5	0.0	0.0
23	0.054	0.637	761.48		-60.3	-14.7	-0.1		-19.32	-79.28		5137.6	36.0	56.2	0.0	0.0
24	-0.196	0.323	762.97		-60.2	-14.7	-0.1		-19.34	-78.89		5138.9	36.0	55.5	0.0	0.0
25	-0.008	0.354	761.69		-59.7	-14.8	-0.2		-19.39	-78.46		5138.9	36.6	54.9	0.0	0.0
26	-0.038	0.323	762.33		-60.2	-14.6	-0.1		-19.20	-79.03		5139.5	36.6	56.8	0.0	0.0
